node_a,node_b,association,is_association_of_interest
hsa-miR-493-5p,hsa-miR-130a-3p,0.09090909090909091,0
hsa-miR-33b-5p,hsa-miR-19b-3p,0.09090909090909091,0
hsa-miR-196a-5p,hsa-let-7c-5p,0.09090909090909091,0
hsa-miR-205-5p,hsa-miR-129-5p,0.09090909090909091,0
hsa-miR-146b-5p,hsa-miR-129-5p,0.09090909090909091,0
hsa-miR-200a-3p,hsa-let-7c-5p,0.09090909090909091,0
hsa-miR-30d-5p,hsa-miR-129-5p,0.09090909090909091,0
hsa-miR-21-5p,hsa-miR-410-3p,0.09090909090909091,0
hsa-miR-21-5p,hsa-miR-33a-5p,0.09090909090909091,0
hsa-miR-181a-5p,hsa-miR-100-5p,0.09090909090909091,0
hsa-miR-9-5p,hsa-miR-205-5p,0.09090909090909091,0
hsa-miR-15a-5p,hsa-miR-107,0.08847184986595175,0
hsa-miR-141-3p,hsa-miR-200b-3p,0.08823529411764706,0
hsa-miR-141-3p,hsa-miR-195-5p,0.08450704225352113,0
hsa-let-7c-5p,hsa-miR-130a-3p,0.08333333333333333,0
hsa-miR-182-5p,hsa-miR-181d-5p,0.08333333333333333,0
hsa-miR-381-3p,hsa-miR-187-3p,0.08333333333333333,0
hsa-miR-30c-5p,hsa-miR-299-5p,0.08333333333333333,0
hsa-miR-200b-3p,hsa-miR-135b-5p,0.08196721311475409,0
hsa-miR-429,hsa-miR-195-5p,0.08064516129032258,0
hsa-miR-196a-5p,hsa-miR-181a-5p,0.08,0
hsa-miR-20b-5p,hsa-miR-106b-5p,0.07819905213270142,0
hsa-miR-182-5p,hsa-miR-146b-5p,0.07692307692307693,0
hsa-miR-130a-3p,hsa-miR-199b-3p,0.07692307692307693,0
hsa-miR-381-3p,hsa-miR-410-3p,0.07692307692307693,0
hsa-miR-130a-3p,hsa-miR-199a-3p,0.07692307692307693,0
hsa-miR-132-3p,hsa-miR-130a-3p,0.07692307692307693,0
hsa-miR-200c-3p,hsa-miR-429,0.07692307692307693,0
hsa-miR-200b-3p,hsa-miR-30a-5p,0.07547169811320754,0
hsa-miR-135b-5p,hsa-miR-30a-5p,0.075,0
hsa-miR-200c-3p,hsa-miR-181a-5p,0.075,0
hsa-miR-141-3p,hsa-miR-429,0.07407407407407407,0
hsa-let-7b-5p,hsa-miR-196a-5p,0.07246376811594203,0
hsa-let-7b-5p,hsa-miR-181d-5p,0.07228915662650602,0
hsa-let-7d-5p,hsa-let-7e-5p,0.07194244604316546,0
hsa-miR-200c-3p,hsa-let-7b-5p,0.07142857142857142,0
hsa-miR-181a-5p,hsa-miR-129-5p,0.07142857142857142,0
hsa-miR-150-5p,hsa-miR-582-5p,0.07142857142857142,0
hsa-miR-30c-5p,hsa-miR-497-5p,0.07142857142857142,0
hsa-miR-182-5p,hsa-miR-370-5p,0.07142857142857142,0
hsa-miR-200a-3p,hsa-miR-31-5p,0.06976744186046512,0
hsa-miR-200a-3p,hsa-miR-182-5p,0.06896551724137931,0
hsa-miR-16-5p,hsa-miR-107,0.06845238095238096,0
hsa-miR-16-5p,hsa-miR-15b-5p,0.06827309236947791,0
hsa-miR-200c-3p,hsa-miR-181d-5p,0.06779661016949153,0
hsa-miR-146b-5p,hsa-miR-205-5p,0.06666666666666667,0
hsa-miR-381-3p,hsa-miR-221-3p,0.06666666666666667,0
hsa-miR-146b-5p,hsa-miR-30d-5p,0.06666666666666667,0
hsa-miR-320b,hsa-miR-19b-3p,0.06666666666666667,0
hsa-miR-370-5p,hsa-miR-493-5p,0.06666666666666667,0
hsa-miR-196a-5p,hsa-miR-148a-3p,0.06666666666666667,0
hsa-miR-181a-5p,hsa-miR-342-3p,0.06666666666666667,0
hsa-miR-150-5p,hsa-miR-328-3p,0.06666666666666667,0
hsa-miR-93-5p,hsa-miR-106b-5p,0.06666666666666667,0
hsa-miR-200c-3p,hsa-miR-30a-5p,0.06521739130434782,0
hsa-miR-15a-5p,hsa-miR-15b-5p,0.06462585034013606,0
hsa-miR-141-3p,hsa-let-7c-5p,0.06451612903225806,0
hsa-miR-30e-5p,hsa-miR-181b-5p,0.06382978723404255,0
hsa-miR-135b-5p,hsa-miR-429,0.06382978723404255,0
hsa-miR-9-5p,hsa-miR-154-5p,0.0625,0
hsa-miR-381-3p,hsa-miR-222-3p,0.0625,0
hsa-miR-410-3p,hsa-miR-96-5p,0.0625,0
hsa-miR-196a-5p,hsa-miR-30e-5p,0.0625,0
hsa-miR-196a-5p,hsa-miR-187-3p,0.0625,0
hsa-miR-21-5p,hsa-miR-130a-3p,0.0625,0
hsa-miR-429,hsa-miR-21-5p,0.0625,0
hsa-miR-200a-3p,hsa-let-7b-5p,0.06172839506172839,0
hsa-miR-20b-5p,hsa-miR-15a-5p,0.06060606060606061,0
hsa-miR-152-3p,hsa-miR-148b-3p,0.060240963855421686,0
hsa-miR-106b-5p,hsa-miR-142-5p,0.05970149253731343,0
hsa-miR-30c-5p,hsa-miR-320b,0.058823529411764705,0
hsa-miR-200a-3p,hsa-miR-135b-5p,0.058823529411764705,0
hsa-miR-424-5p,hsa-miR-100-5p,0.058823529411764705,0
hsa-miR-200a-3p,hsa-miR-30d-5p,0.058823529411764705,0
hsa-miR-34c-5p,hsa-miR-222-3p,0.058823529411764705,0
hsa-miR-200b-3p,hsa-miR-181b-5p,0.058823529411764705,0
hsa-miR-200b-3p,hsa-miR-135a-5p,0.058823529411764705,0
hsa-miR-141-3p,hsa-let-7b-5p,0.05747126436781609,0
hsa-miR-200c-3p,hsa-miR-222-3p,0.05714285714285714,0
hsa-miR-181c-5p,hsa-miR-196a-5p,0.05714285714285714,0
hsa-miR-301a-3p,hsa-miR-130b-3p,0.05714285714285714,0
hsa-miR-532-3p,hsa-miR-1306-5p,0.05714285714285714,0
hsa-miR-200c-3p,hsa-miR-195-5p,0.056338028169014086,0
hsa-miR-18a-5p,hsa-miR-106a-5p,0.056291390728476824,0
hsa-miR-193b-3p,hsa-miR-152-3p,0.055944055944055944,0
hsa-miR-200a-3p,hsa-miR-21-5p,0.05555555555555555,0
hsa-miR-429,hsa-miR-135a-5p,0.05555555555555555,0
hsa-miR-196a-5p,hsa-miR-455-5p,0.05555555555555555,0
hsa-miR-381-3p,hsa-miR-199a-3p,0.05555555555555555,0
hsa-miR-181c-5p,hsa-miR-30a-5p,0.05555555555555555,0
hsa-miR-381-3p,hsa-miR-199b-3p,0.05555555555555555,0
hsa-miR-381-3p,hsa-miR-132-3p,0.05555555555555555,0
hsa-miR-31-5p,hsa-miR-187-3p,0.05555555555555555,0
hsa-miR-181a-5p,hsa-miR-30d-5p,0.05555555555555555,0
hsa-miR-181a-5p,hsa-miR-205-5p,0.05555555555555555,0
hsa-miR-424-5p,hsa-miR-212-3p,0.05555555555555555,0
hsa-miR-181c-5p,hsa-miR-424-5p,0.05555555555555555,0
hsa-let-7d-5p,hsa-miR-17-5p,0.054878048780487805,0
hsa-miR-182-5p,hsa-miR-195-5p,0.0547945205479452,0
hsa-miR-429,hsa-miR-182-5p,0.05454545454545454,0
hsa-miR-135b-5p,hsa-miR-181b-5p,0.05454545454545454,0
hsa-miR-135b-5p,hsa-miR-200c-3p,0.05454545454545454,0
hsa-miR-181d-5p,hsa-miR-146b-5p,0.05405405405405406,0
hsa-miR-181d-5p,hsa-miR-30d-5p,0.05405405405405406,0
hsa-miR-200a-3p,hsa-miR-181a-5p,0.05405405405405406,0
hsa-miR-200b-3p,hsa-let-7b-5p,0.053763440860215055,0
hsa-miR-200a-3p,hsa-miR-181d-5p,0.05357142857142857,0
hsa-miR-1306-5p,hsa-miR-150-5p,0.05263157894736842,0
hsa-miR-381-3p,hsa-miR-205-5p,0.05263157894736842,0
hsa-miR-542-3p,hsa-miR-96-5p,0.05263157894736842,0
hsa-miR-200c-3p,hsa-miR-30d-5p,0.05263157894736842,0
hsa-miR-200a-3p,hsa-miR-181b-5p,0.05263157894736842,0
hsa-miR-31-5p,hsa-miR-410-3p,0.05263157894736842,0
hsa-miR-342-3p,hsa-miR-96-5p,0.05263157894736842,0
hsa-miR-20b-5p,hsa-miR-16-5p,0.052346570397111915,0
hsa-miR-106b-5p,hsa-miR-148b-3p,0.05194805194805195,0
hsa-miR-429,hsa-miR-30a-5p,0.05128205128205128,0
hsa-miR-363-3p,hsa-miR-16-5p,0.05067567567567568,0
hsa-miR-200b-3p,hsa-miR-195-5p,0.05063291139240506,0
hsa-miR-378a-3p,hsa-miR-1306-5p,0.050505050505050504,0
hsa-miR-301a-3p,hsa-miR-551b-3p,0.05,0
hsa-miR-141-3p,hsa-miR-30d-5p,0.05,0
hsa-miR-21-5p,hsa-miR-181a-5p,0.05,0
hsa-miR-9-5p,hsa-miR-542-3p,0.05,0
hsa-miR-200a-3p,hsa-miR-135a-5p,0.05,0
hsa-miR-148a-3p,hsa-miR-493-5p,0.05,0
hsa-miR-130b-3p,hsa-miR-582-5p,0.05,0
hsa-miR-34c-5p,hsa-miR-30d-5p,0.05,0
hsa-let-7b-5p,hsa-miR-26a-5p,0.04918032786885246,0
hsa-let-7d-5p,hsa-miR-98-5p,0.04838709677419355,0
hsa-let-7b-5p,hsa-miR-130a-3p,0.04838709677419355,0
hsa-miR-141-3p,hsa-miR-181d-5p,0.04838709677419355,0
hsa-miR-181c-5p,hsa-miR-100-5p,0.047619047619047616,0
hsa-miR-135a-5p,hsa-miR-30d-5p,0.047619047619047616,0
hsa-miR-31-5p,hsa-miR-29c-3p,0.047619047619047616,0
hsa-miR-181d-5p,hsa-miR-34c-5p,0.047619047619047616,0
hsa-miR-141-3p,hsa-miR-21-5p,0.047619047619047616,0
hsa-miR-141-3p,hsa-miR-181b-5p,0.047619047619047616,0
hsa-miR-16-5p,hsa-miR-106a-5p,0.0472636815920398,0
hsa-miR-454-3p,hsa-miR-152-3p,0.047244094488188976,0
hsa-miR-107,hsa-miR-15b-5p,0.04700854700854701,0
hsa-miR-93-5p,hsa-miR-107,0.04696132596685083,0
hsa-let-7d-5p,hsa-miR-106a-5p,0.046875,0
hsa-miR-22-3p,hsa-miR-20b-5p,0.04678362573099415,0
hsa-miR-141-3p,hsa-miR-181a-5p,0.046511627906976744,0
hsa-miR-200a-3p,hsa-miR-30a-5p,0.046511627906976744,0
hsa-miR-181d-5p,hsa-miR-135a-5p,0.046511627906976744,0
hsa-miR-454-3p,hsa-miR-421,0.046511627906976744,0
hsa-miR-141-3p,hsa-miR-182-5p,0.046153846153846156,0
hsa-let-7b-5p,hsa-miR-21-5p,0.046153846153846156,0
hsa-miR-185-5p,hsa-miR-107,0.0456140350877193,0
hsa-miR-181c-5p,hsa-miR-212-3p,0.045454545454545456,0
hsa-miR-196a-5p,hsa-miR-130a-3p,0.045454545454545456,0
hsa-miR-196a-5p,hsa-miR-132-3p,0.045454545454545456,0
hsa-miR-205-5p,hsa-miR-96-5p,0.045454545454545456,0
hsa-miR-30d-5p,hsa-miR-96-5p,0.045454545454545456,0
hsa-miR-424-5p,hsa-miR-26a-5p,0.045454545454545456,0
hsa-miR-150-5p,hsa-miR-760,0.045454545454545456,0
hsa-miR-135a-5p,hsa-let-7c-5p,0.045454545454545456,0
hsa-miR-31-5p,hsa-miR-542-3p,0.045454545454545456,0
hsa-miR-451a,hsa-miR-301a-3p,0.045454545454545456,0
hsa-miR-378c,hsa-miR-1306-5p,0.0449438202247191,0
hsa-miR-139-5p,hsa-miR-144-3p,0.04477611940298507,0
hsa-miR-15a-5p,hsa-miR-106a-5p,0.044642857142857144,0
hsa-miR-22-3p,hsa-miR-106a-5p,0.04456824512534819,0
hsa-miR-363-3p,hsa-miR-106a-5p,0.04451038575667656,0
hsa-miR-148b-3p,hsa-miR-25-3p,0.044444444444444446,0
hsa-miR-182-5p,hsa-miR-34c-5p,0.044444444444444446,0
hsa-miR-144-3p,hsa-miR-106b-5p,0.044444444444444446,0
hsa-miR-200b-3p,hsa-miR-181d-5p,0.04411764705882353,0
hsa-miR-200a-3p,hsa-miR-195-5p,0.04411764705882353,0
hsa-miR-30e-5p,hsa-miR-26a-5p,0.043478260869565216,0
hsa-miR-301a-3p,hsa-miR-582-5p,0.043478260869565216,0
hsa-miR-200b-3p,hsa-miR-146b-5p,0.043478260869565216,0
hsa-miR-148a-3p,hsa-miR-205-5p,0.043478260869565216,0
hsa-miR-424-5p,hsa-miR-132-3p,0.043478260869565216,0
hsa-miR-532-3p,hsa-miR-1271-5p,0.043478260869565216,0
hsa-miR-501-3p,hsa-miR-1-3p,0.043478260869565216,0
hsa-miR-200c-3p,hsa-miR-196a-5p,0.043478260869565216,0
hsa-miR-144-3p,hsa-miR-454-3p,0.043478260869565216,0
hsa-miR-181a-5p,hsa-miR-34c-5p,0.043478260869565216,0
hsa-miR-148a-3p,hsa-let-7c-5p,0.043478260869565216,0
hsa-miR-30a-5p,hsa-miR-181d-5p,0.043478260869565216,0
hsa-miR-370-5p,hsa-miR-34c-5p,0.043478260869565216,0
hsa-miR-182-5p,hsa-miR-135a-5p,0.043478260869565216,0
hsa-miR-196a-5p,hsa-miR-205-5p,0.043478260869565216,0
hsa-miR-200b-3p,hsa-let-7c-5p,0.043478260869565216,0
hsa-miR-200b-3p,hsa-miR-30d-5p,0.043478260869565216,0
hsa-miR-196a-5p,hsa-miR-30d-5p,0.043478260869565216,0
hsa-miR-196a-5p,hsa-miR-181b-5p,0.043478260869565216,0
hsa-miR-9-5p,hsa-miR-30d-5p,0.043478260869565216,0
hsa-miR-141-3p,hsa-miR-135a-5p,0.043478260869565216,0
hsa-miR-193b-3p,hsa-miR-18a-5p,0.04294478527607362,0
hsa-miR-193b-3p,hsa-miR-378c,0.04285714285714286,0
hsa-miR-139-5p,hsa-miR-18a-5p,0.0425531914893617,0
hsa-miR-30e-5p,hsa-miR-181d-5p,0.0425531914893617,0
hsa-miR-200c-3p,hsa-miR-424-5p,0.0425531914893617,0
hsa-miR-182-5p,hsa-miR-96-5p,0.0425531914893617,0
hsa-miR-30a-5p,hsa-miR-181b-5p,0.0425531914893617,0
hsa-let-7e-5p,hsa-miR-1306-5p,0.04225352112676056,0
hsa-miR-200b-3p,hsa-miR-182-5p,0.04225352112676056,0
hsa-miR-224-5p,hsa-miR-223-3p,0.04201680672268908,0
hsa-miR-363-3p,hsa-miR-25-3p,0.04195804195804196,0
hsa-miR-31-5p,hsa-miR-199a-3p,0.041666666666666664,0
hsa-miR-195-5p,hsa-let-7c-5p,0.041666666666666664,0
hsa-miR-429,hsa-miR-184,0.041666666666666664,0
hsa-miR-31-5p,hsa-miR-199b-3p,0.041666666666666664,0
hsa-miR-339-5p,hsa-miR-331-3p,0.041666666666666664,0
hsa-miR-135a-5p,hsa-miR-370-5p,0.041666666666666664,0
hsa-miR-21-5p,hsa-miR-96-5p,0.041666666666666664,0
hsa-miR-196b-5p,hsa-miR-23a-3p,0.041666666666666664,0
hsa-miR-200b-3p,hsa-miR-21-5p,0.041666666666666664,0
hsa-miR-30e-5p,hsa-miR-199a-3p,0.041666666666666664,0
hsa-miR-30a-5p,hsa-miR-146b-5p,0.041666666666666664,0
hsa-miR-31-5p,hsa-miR-132-3p,0.041666666666666664,0
hsa-miR-30e-5p,hsa-miR-199b-3p,0.041666666666666664,0
hsa-miR-200c-3p,hsa-miR-30e-5p,0.041666666666666664,0
hsa-miR-22-3p,hsa-miR-193b-3p,0.041474654377880185,0
hsa-miR-139-5p,hsa-miR-107,0.041353383458646614,0
hsa-let-7b-5p,hsa-miR-195-5p,0.041237113402061855,0
hsa-miR-18a-5p,hsa-miR-16-5p,0.04119850187265917,0
hsa-miR-141-3p,hsa-miR-30a-5p,0.04081632653061224,0
hsa-miR-200b-3p,hsa-miR-181a-5p,0.04081632653061224,0
hsa-miR-141-3p,hsa-miR-424-5p,0.04081632653061224,0
hsa-miR-141-3p,hsa-miR-30e-5p,0.04,0
hsa-miR-30e-5p,hsa-miR-30d-5p,0.04,0
hsa-miR-152-3p,hsa-miR-142-5p,0.04,0
hsa-miR-370-5p,hsa-miR-96-5p,0.04,0
hsa-miR-141-3p,hsa-miR-31-5p,0.04,0
hsa-miR-429,hsa-miR-30b-5p,0.04,0
hsa-miR-429,hsa-miR-493-3p,0.04,0
hsa-miR-31-5p,hsa-miR-205-5p,0.04,0
hsa-miR-23b-3p,hsa-miR-23a-3p,0.04,0
hsa-miR-22-3p,hsa-miR-107,0.03986710963455149,0
hsa-miR-363-3p,hsa-miR-106b-5p,0.03977272727272727,0
hsa-miR-378a-3p,hsa-miR-193b-3p,0.039735099337748346,0
hsa-miR-181c-5p,hsa-let-7b-5p,0.039473684210526314,0
hsa-miR-107,hsa-miR-152-3p,0.039301310043668124,0
hsa-miR-20b-5p,hsa-miR-24-3p,0.039285714285714285,0
hsa-miR-181c-5p,hsa-miR-200c-3p,0.0392156862745098,0
hsa-miR-381-3p,hsa-miR-96-5p,0.038461538461538464,0
hsa-miR-9-5p,hsa-miR-370-5p,0.038461538461538464,0
hsa-miR-20b-5p,hsa-miR-363-3p,0.03838383838383838,0
hsa-miR-24-3p,hsa-miR-16-5p,0.038356164383561646,0
hsa-miR-22-3p,hsa-miR-15a-5p,0.03814713896457766,0
hsa-miR-22-3p,hsa-miR-93-5p,0.03812316715542522,0
hsa-miR-429,hsa-let-7b-5p,0.0379746835443038,0
hsa-miR-15a-5p,hsa-miR-378c,0.03793103448275862,0
hsa-miR-141-3p,hsa-miR-181c-5p,0.03773584905660377,0
hsa-miR-200b-3p,hsa-miR-96-5p,0.03773584905660377,0
hsa-miR-139-5p,hsa-miR-20b-5p,0.037267080745341616,0
hsa-miR-200b-3p,hsa-miR-9-5p,0.037037037037037035,0
hsa-miR-196a-5p,hsa-miR-381-3p,0.037037037037037035,0
hsa-miR-140-5p,hsa-miR-340-5p,0.037037037037037035,0
hsa-miR-429,hsa-let-7c-5p,0.037037037037037035,0
hsa-miR-215-5p,hsa-miR-1-3p,0.037037037037037035,0
hsa-miR-148a-3p,hsa-miR-381-3p,0.037037037037037035,0
hsa-miR-454-3p,hsa-miR-301a-3p,0.037037037037037035,0
hsa-miR-135b-5p,hsa-miR-410-3p,0.037037037037037035,0
hsa-miR-150-5p,hsa-miR-130b-3p,0.037037037037037035,0
hsa-miR-424-5p,hsa-miR-181a-5p,0.037037037037037035,0
hsa-miR-21-5p,hsa-miR-31-5p,0.037037037037037035,0
hsa-miR-135b-5p,hsa-let-7b-5p,0.037037037037037035,0
hsa-miR-532-3p,hsa-miR-150-5p,0.037037037037037035,0
hsa-miR-30a-5p,hsa-miR-181a-5p,0.037037037037037035,0
hsa-miR-142-5p,hsa-miR-148b-3p,0.037037037037037035,0
hsa-miR-200b-3p,hsa-miR-196a-5p,0.037037037037037035,0
hsa-miR-181c-5p,hsa-miR-132-3p,0.037037037037037035,0
hsa-miR-185-5p,hsa-miR-15a-5p,0.036827195467422094,0
hsa-miR-185-5p,hsa-miR-152-3p,0.03664921465968586,0
hsa-miR-20b-5p,hsa-miR-18a-5p,0.036637931034482756,0
hsa-miR-135b-5p,hsa-miR-181d-5p,0.03636363636363636,0
hsa-miR-139-5p,hsa-miR-454-3p,0.03614457831325301,0
hsa-miR-139-5p,hsa-miR-15a-5p,0.036036036036036036,0
hsa-miR-135b-5p,hsa-miR-455-5p,0.03571428571428571,0
hsa-miR-193b-3p,hsa-miR-15a-5p,0.03571428571428571,0
hsa-miR-9-5p,hsa-miR-34c-5p,0.03571428571428571,0
hsa-miR-148a-3p,hsa-miR-34c-5p,0.03571428571428571,0
hsa-miR-200a-3p,hsa-miR-100-5p,0.03571428571428571,0
hsa-miR-30e-5p,hsa-miR-181a-5p,0.03571428571428571,0
hsa-miR-200b-3p,hsa-miR-30e-5p,0.03571428571428571,0
hsa-miR-185-5p,hsa-let-7d-5p,0.035555555555555556,0
hsa-miR-378c,hsa-miR-107,0.035555555555555556,0
hsa-miR-107,hsa-miR-454-3p,0.035555555555555556,0
hsa-miR-224-5p,hsa-miR-185-5p,0.03553299492385787,0
hsa-miR-144-3p,hsa-miR-106a-5p,0.03543307086614173,0
hsa-miR-421,hsa-miR-106b-5p,0.03529411764705882,0
hsa-miR-378c,hsa-miR-106a-5p,0.03508771929824561,0
hsa-miR-107,hsa-miR-103a-3p,0.03508771929824561,0
hsa-miR-139-5p,hsa-miR-152-3p,0.03508771929824561,0
hsa-miR-139-5p,hsa-miR-185-5p,0.034934497816593885,0
hsa-miR-193b-3p,hsa-miR-193a-3p,0.03488372093023256,0
hsa-miR-15a-5p,hsa-miR-363-3p,0.03468208092485549,0
hsa-miR-135b-5p,hsa-miR-182-5p,0.034482758620689655,0
hsa-miR-141-3p,hsa-miR-135b-5p,0.034482758620689655,0
hsa-miR-31-5p,hsa-miR-381-3p,0.034482758620689655,0
hsa-miR-30e-5p,hsa-miR-30c-5p,0.034482758620689655,0
hsa-miR-30a-5p,hsa-miR-34c-5p,0.034482758620689655,0
hsa-miR-365a-3p,hsa-miR-425-5p,0.034482758620689655,0
hsa-miR-200a-3p,hsa-miR-493-3p,0.034482758620689655,0
hsa-miR-1-3p,hsa-miR-423-5p,0.034482758620689655,0
hsa-miR-185-5p,hsa-miR-106a-5p,0.034482758620689655,0
hsa-miR-106a-5p,hsa-miR-152-3p,0.034482758620689655,0
hsa-miR-365b-3p,hsa-miR-425-5p,0.034482758620689655,0
hsa-let-7b-5p,hsa-miR-181b-5p,0.034482758620689655,0
hsa-miR-9-5p,hsa-miR-135a-5p,0.034482758620689655,0
hsa-miR-18a-5p,hsa-miR-106b-5p,0.034482758620689655,0
hsa-miR-532-3p,hsa-miR-186-5p,0.034482758620689655,0
hsa-miR-452-5p,hsa-miR-15a-5p,0.034129692832764506,0
hsa-miR-22-3p,hsa-miR-185-5p,0.03409090909090909,0
hsa-miR-22-3p,hsa-miR-16-5p,0.034055727554179564,0
hsa-miR-18a-5p,hsa-miR-378c,0.034013605442176874,0
hsa-miR-31-5p,hsa-miR-195-5p,0.03389830508474576,0
hsa-miR-181c-5p,hsa-miR-200b-3p,0.03389830508474576,0
hsa-miR-185-5p,hsa-miR-20b-5p,0.033663366336633666,0
hsa-miR-107,hsa-miR-106a-5p,0.03359173126614987,0
hsa-miR-339-5p,hsa-miR-10a-5p,0.03333333333333333,0
hsa-miR-365b-3p,hsa-miR-193b-3p,0.03333333333333333,0
hsa-miR-196a-5p,hsa-miR-96-5p,0.03333333333333333,0
hsa-miR-150-5p,hsa-miR-301a-3p,0.03333333333333333,0
hsa-miR-135b-5p,hsa-miR-493-5p,0.03333333333333333,0
hsa-miR-365a-3p,hsa-miR-193b-3p,0.03333333333333333,0
hsa-miR-30a-5p,hsa-miR-135a-5p,0.03333333333333333,0
hsa-miR-20b-5p,hsa-let-7d-5p,0.033264033264033266,0
hsa-miR-486-5p,hsa-miR-223-3p,0.03296703296703297,0
hsa-miR-193b-3p,hsa-miR-107,0.03292181069958848,0
hsa-miR-181d-5p,hsa-let-7c-5p,0.03278688524590164,0
hsa-miR-362-5p,hsa-miR-23a-3p,0.03278688524590164,0
hsa-miR-223-3p,hsa-miR-423-5p,0.03278688524590164,0
hsa-miR-20b-5p,hsa-miR-193b-3p,0.03260869565217391,0
hsa-miR-486-5p,hsa-miR-193b-3p,0.032520325203252036,0
hsa-miR-378c,hsa-miR-16-5p,0.032520325203252036,0
hsa-miR-185-5p,hsa-miR-106b-5p,0.032432432432432434,0
hsa-miR-93-5p,hsa-miR-15a-5p,0.03233256351039261,0
hsa-miR-200a-3p,hsa-miR-129-5p,0.03225806451612903,0
hsa-miR-181d-5p,hsa-miR-100-5p,0.03225806451612903,0
hsa-miR-18a-5p,hsa-let-7d-5p,0.03225806451612903,0
hsa-miR-421,hsa-miR-708-5p,0.03225806451612903,0
hsa-miR-429,hsa-miR-30d-5p,0.03225806451612903,0
hsa-miR-378c,hsa-miR-501-3p,0.03225806451612903,0
