source,target,mirtarbase,correlation,qvalue
hsa-miR-200b-3p,ABCA1,,-0.644,0.0
hsa-miR-22-3p,STAG2,,-0.644,0.0
hsa-miR-224-5p,GPR173,,-0.643,0.0
hsa-miR-200b-3p,IAH1,,-0.643,0.0
hsa-miR-365a-3p,SMARCC1,,-0.643,0.0
hsa-miR-365b-3p,SMARCC1,,-0.643,0.0
hsa-let-7b-5p,ACVR1C,,-0.643,0.0
hsa-miR-378a-3p,RAB15,,-0.642,0.0
hsa-miR-139-5p,CADM1,,-0.642,0.0
hsa-miR-486-5p,CADM1,MIRT438847,-0.642,0.0
hsa-miR-185-5p,BSN,,-0.642,0.0
hsa-miR-141-3p,FOXN3,,-0.641,0.0
hsa-miR-200a-3p,GPC6,,-0.641,0.0
hsa-miR-429,SOX5,,-0.641,0.0
hsa-miR-486-5p,POU2F1,,-0.64,0.0
hsa-miR-200b-3p,FLI1,,-0.64,0.0
hsa-miR-378a-3p,AGO1,MIRT043875,-0.64,0.0
hsa-miR-378a-3p,CSNK1G2,,-0.64,0.0
hsa-miR-223-3p,TBC1D4,,-0.639,0.0
hsa-miR-22-3p,MAX,MIRT030633,-0.639,0.0
hsa-miR-378a-3p,SYT12,,-0.639,0.0
hsa-miR-378a-3p,ZNF652,,-0.639,0.0
hsa-miR-20b-5p,RETREG2,,-0.638,0.0
hsa-miR-196a-5p,GYG2,,-0.638,0.0
hsa-miR-139-5p,IGF1R,MIRT006942,-0.638,0.0
hsa-miR-139-5p,TM9SF4,,-0.638,0.0
hsa-miR-141-3p,QKI,MIRT099339,-0.638,0.0
hsa-miR-486-5p,RUBCNL,,-0.637,0.0
hsa-miR-20b-5p,ZBTB43,,-0.637,0.0
hsa-miR-148a-3p,TEK,,-0.637,0.0
hsa-miR-22-3p,ENO1,,-0.636,0.0
hsa-miR-145-5p,GINS2,,-0.636,0.0
hsa-miR-200c-3p,FSTL1,,-0.636,0.0
hsa-miR-139-5p,DTX3,,-0.636,0.0
hsa-miR-215-5p,SLC11A2,,-0.636,0.0
hsa-miR-185-5p,HOOK3,,-0.635,0.0
hsa-miR-22-3p,PHF12,,-0.635,0.0
hsa-miR-20b-5p,PAFAH2,,-0.635,0.0
hsa-miR-200a-3p,TMEM170B,,-0.635,0.0
hsa-miR-429,GPC6,,-0.635,0.0
hsa-let-7b-5p,KLHL31,,-0.635,0.0
hsa-miR-200b-3p,FSTL1,,-0.635,0.0
hsa-miR-15a-5p,VMA21,,-0.634,0.0
hsa-miR-22-3p,PCNP,,-0.634,0.0
hsa-miR-20b-5p,CAPRIN1,,-0.634,0.0
hsa-miR-22-3p,TMEM50B,,-0.634,0.0
hsa-miR-139-5p,CUL3,,-0.634,0.0
hsa-miR-181c-5p,NMT2,MIRT727076,-0.634,0.0
hsa-miR-452-5p,SKP1,,-0.634,0.0
hsa-miR-193a-5p,SLC7A1,,-0.633,0.0
hsa-miR-135b-5p,PHLDB2,,-0.633,0.0
hsa-miR-486-5p,CD47,,-0.633,0.0
hsa-miR-20b-5p,MTMR3,MIRT157601,-0.632,0.0
hsa-miR-22-3p,TLK2,,-0.632,0.0
hsa-miR-452-5p,XKR6,,-0.632,0.0
hsa-miR-139-5p,KCTD15,,-0.632,0.0
hsa-miR-20b-5p,ERBB3,,-0.631,0.0
hsa-miR-20b-5p,FBXO21,MIRT727673,-0.631,0.0
hsa-miR-139-5p,KIAA1549,,-0.631,0.0
hsa-miR-20b-5p,RUNDC1,MIRT146081,-0.631,0.0
hsa-miR-15a-5p,PDIK1L,MIRT248550,-0.63,0.0
hsa-miR-20b-5p,SOWAHC,,-0.63,0.0
hsa-miR-20b-5p,E2F5,MIRT173123,-0.63,0.0
hsa-miR-20b-5p,REPS2,,-0.63,0.0
hsa-miR-22-3p,RFXANK,,-0.63,0.0
hsa-miR-139-5p,MAPK8,,-0.629,0.0
hsa-miR-378a-3p,CBX5,,-0.629,0.0
hsa-miR-224-5p,SDC4,,-0.629,0.0
hsa-miR-200b-3p,GJC1,,-0.629,0.0
hsa-miR-185-5p,PDE7A,,-0.629,0.0
hsa-miR-452-5p,COL23A1,,-0.629,0.0
hsa-miR-139-5p,YWHAQ,,-0.628,0.0
hsa-miR-378a-3p,ABI2,,-0.628,0.0
hsa-miR-22-3p,NPAS3,,-0.628,0.0
hsa-miR-22-3p,FBXO46,,-0.628,0.0
hsa-miR-20b-5p,LDLRAP1,,-0.627,0.0
hsa-miR-196a-5p,EBF1,,-0.627,0.0
hsa-miR-185-5p,FAM76A,,-0.627,0.0
hsa-miR-185-5p,AGO1,MIRT045361,-0.627,0.0
hsa-miR-452-5p,ATP2B1,,-0.627,0.0
hsa-miR-193a-5p,SEC61A1,,-0.626,0.0
hsa-miR-20b-5p,GOSR1,,-0.626,0.0
hsa-miR-20b-5p,ARL4A,,-0.625,0.0
hsa-miR-486-5p,SRSF3,,-0.625,0.0
hsa-miR-200a-3p,SOX5,,-0.625,0.0
hsa-miR-20b-5p,FAM102A,MIRT727732,-0.625,0.0
hsa-miR-148a-3p,EPAS1,,-0.625,0.0
hsa-miR-135b-5p,YWHAG,,-0.624,0.0
hsa-miR-22-3p,TMEM229B,,-0.624,0.0
hsa-miR-378a-3p,NFX1,,-0.623,0.0
hsa-miR-141-3p,TLN2,,-0.623,0.0
hsa-miR-20b-5p,SOCS6,,-0.623,0.0
hsa-miR-15a-5p,LAMTOR3,,-0.623,0.0
hsa-miR-93-5p,COX7A2L,,-0.623,0.0
hsa-miR-326,MAPK4,,-0.622,0.0
hsa-miR-365a-3p,EHF,,-0.622,0.0
hsa-miR-365b-3p,EHF,,-0.622,0.0
hsa-miR-20b-5p,C15orf61,,-0.622,0.0
hsa-miR-378a-3p,BMP8A,,-0.621,0.0
hsa-miR-181c-5p,ACVR1C,,-0.621,0.0
hsa-miR-185-5p,IKZF3,,-0.621,0.0
hsa-miR-139-5p,ESRRG,,-0.621,0.0
hsa-miR-20b-5p,ERMP1,,-0.621,0.0
hsa-miR-139-5p,PRDM15,,-0.62,0.0
hsa-miR-185-5p,ZNF81,,-0.62,0.0
hsa-miR-181c-5p,TBC1D2B,,-0.619,0.0
hsa-miR-224-5p,FUT9,,-0.619,0.0
hsa-miR-20b-5p,ZNF70,MIRT484867,-0.619,0.0
hsa-miR-185-5p,CBX5,,-0.619,0.0
hsa-miR-20b-5p,RAPGEFL1,,-0.619,0.0
hsa-miR-20b-5p,ZNF652,MIRT484884,-0.618,0.0
hsa-miR-22-3p,DEUP1,,-0.618,0.0
hsa-miR-20b-5p,CDC23,,-0.618,0.0
hsa-miR-20b-5p,GNB5,MIRT696201,-0.618,0.0
hsa-miR-224-5p,RBM18,,-0.618,0.0
hsa-miR-18a-5p,FRS2,,-0.617,0.0
hsa-miR-224-5p,CBX5,,-0.617,0.0
hsa-miR-20b-5p,SNX12,,-0.616,0.0
hsa-miR-200a-3p,GJC1,,-0.616,0.0
hsa-miR-200b-3p,BNC2,,-0.615,0.0
hsa-miR-185-5p,SNX30,,-0.615,0.0
hsa-miR-182-5p,FOXN2,,-0.615,0.0
hsa-miR-223-3p,SCN2A,,-0.615,0.0
hsa-miR-185-5p,KDM2A,MIRT738248,-0.615,0.0
hsa-miR-20b-5p,SAMD12,MIRT554486,-0.615,0.0
hsa-miR-378a-3p,ACP6,,-0.614,0.0
hsa-miR-486-5p,RFFL,,-0.614,0.0
hsa-miR-486-5p,PLAGL2,,-0.614,0.0
hsa-miR-20b-5p,GPR157,MIRT476126,-0.614,0.0
hsa-miR-185-5p,BAZ2A,,-0.613,0.0
hsa-miR-141-3p,PGRMC2,,-0.613,0.0
hsa-miR-193a-5p,TCF3,,-0.612,0.0
hsa-miR-22-3p,PAIP2B,,-0.612,0.0
hsa-miR-20b-5p,RAB11FIP4,,-0.612,0.0
hsa-miR-224-5p,C9orf85,,-0.611,0.0
hsa-miR-22-3p,VPS53,,-0.61,0.0
hsa-miR-200b-3p,NR5A2,,-0.61,0.0
hsa-miR-185-5p,SMG7,MIRT045344,-0.61,0.0
hsa-miR-22-3p,CSNK1A1,,-0.609,0.0
hsa-miR-200c-3p,HAS2,,-0.609,0.0
hsa-miR-200c-3p,ANO6,,-0.609,0.0
hsa-miR-20b-5p,PSEN1,,-0.609,0.0
hsa-miR-20b-5p,FAM83F,,-0.608,0.0
hsa-miR-378a-3p,PTPRT,,-0.608,0.0
hsa-miR-200b-3p,PLCXD3,,-0.608,0.0
hsa-miR-20b-5p,FOXJ3,MIRT069701,-0.608,0.0
hsa-miR-362-5p,TWNK,,-0.608,0.0
hsa-miR-185-5p,SSBP2,,-0.608,0.0
hsa-miR-378a-3p,PDPK1,,-0.608,0.0
hsa-miR-20b-5p,IRF2BP2,,-0.607,0.0
hsa-miR-20b-5p,WDR37,MIRT055660,-0.607,0.0
hsa-miR-224-5p,RSPO1,,-0.607,0.0
hsa-miR-22-3p,POGK,,-0.607,0.0
hsa-miR-200c-3p,PLCXD3,,-0.607,0.0
hsa-miR-185-5p,STXBP4,,-0.607,0.0
hsa-miR-200c-3p,PLXNA2,,-0.607,0.0
hsa-miR-532-3p,ARL3,,-0.607,0.0
hsa-miR-20b-5p,RSBN1,,-0.606,0.0
hsa-miR-185-5p,CNNM3,,-0.606,0.0
hsa-miR-486-5p,AFF3,,-0.606,0.0
hsa-miR-20b-5p,CUL3,,-0.606,0.0
hsa-miR-22-3p,RUNX1,,-0.606,0.0
hsa-miR-365a-3p,IFNLR1,MIRT710801,-0.606,0.0
hsa-miR-365b-3p,IFNLR1,MIRT710800,-0.606,0.0
hsa-miR-185-5p,NR6A1,,-0.606,0.0
hsa-miR-181c-5p,BNC2,,-0.606,0.0
hsa-miR-22-3p,GATAD2B,,-0.606,0.0
hsa-let-7b-5p,ATP8B4,,-0.605,0.0
hsa-miR-20b-5p,PRRG4,MIRT230972,-0.605,0.0
hsa-miR-20b-5p,CMTR2,MIRT727639,-0.605,0.0
hsa-miR-200b-3p,TMEM170B,,-0.605,0.0
hsa-miR-20b-5p,NRIP3,MIRT442769,-0.605,0.0
hsa-miR-224-5p,TRA2B,,-0.604,0.0
hsa-miR-139-5p,STXBP5L,,-0.604,0.0
hsa-miR-139-5p,PRDM10,,-0.604,0.0
hsa-miR-429,PALM2AKAP2,,-0.604,0.0
hsa-let-7b-5p,ITSN1,,-0.604,0.0
hsa-miR-30e-5p,ABHD6,,-0.604,0.0
hsa-miR-185-5p,MIEF1,MIRT473232,-0.603,0.0
hsa-miR-145-5p,TPM4,,-0.603,0.0
hsa-miR-185-5p,PKIA,,-0.603,0.0
hsa-miR-378a-3p,YY1,MIRT742742,-0.603,0.0
hsa-miR-30a-5p,ABHD6,,-0.603,0.0
hsa-miR-185-5p,GATAD2B,,-0.603,0.0
hsa-miR-20b-5p,CCDC25,,-0.602,0.0
hsa-miR-20b-5p,LDLRAD3,,-0.602,0.0
hsa-miR-185-5p,EIF4B,,-0.602,0.0
hsa-miR-378a-3p,MAPK1,MIRT437887,-0.602,0.0
hsa-miR-31-5p,ARHGEF15,,-0.601,0.0
hsa-let-7b-5p,FAM214B,,-0.601,0.0
hsa-miR-200b-3p,SDC2,,-0.601,0.0
hsa-miR-185-5p,KAT7,MIRT567093,-0.601,0.0
hsa-miR-20b-5p,DNAJC16,,-0.601,0.0
hsa-miR-193b-3p,FAF1,MIRT041238,-0.601,0.0
hsa-miR-139-5p,CHD7,,-0.601,0.0
hsa-miR-378a-3p,ANKRD52,,-0.601,0.0
hsa-miR-148a-3p,NEURL1B,,-0.6,0.0
hsa-miR-223-3p,HLF,,-0.6,0.0
hsa-miR-145-5p,ESCO2,,-0.6,0.0
hsa-miR-20b-5p,ZNF597,MIRT726029,-0.6,0.0
hsa-miR-139-5p,TMEM200C,,-0.6,0.0
hsa-miR-20b-5p,TMEM231,,-0.6,0.0
hsa-miR-378a-3p,DYRK1A,,-0.6,0.0
hsa-miR-9-5p,LMX1A,,-0.599,0.0
hsa-miR-20b-5p,ZBTB6,MIRT726081,-0.599,0.0
hsa-miR-181c-5p,VKORC1L1,,-0.599,0.0
hsa-miR-31-5p,FZD4,,-0.598,0.0
hsa-let-7b-5p,GJC1,,-0.598,0.0
hsa-miR-20b-5p,COX7A2L,,-0.598,0.0
hsa-miR-196a-5p,HABP4,,-0.598,0.0
hsa-miR-185-5p,USP3,,-0.598,0.0
hsa-miR-452-5p,NRG1,,-0.598,0.0
hsa-miR-135b-5p,PALM2AKAP2,,-0.598,0.0
hsa-miR-20b-5p,RAB5B,MIRT065891,-0.598,0.0
hsa-miR-20b-5p,ARL1,MIRT728312,-0.597,0.0
hsa-miR-20b-5p,MAP3K9,,-0.597,0.0
hsa-miR-22-3p,MEX3A,,-0.597,0.0
hsa-miR-200b-3p,SLC24A4,,-0.597,0.0
hsa-miR-22-3p,TRUB1,,-0.596,0.0
hsa-miR-378a-3p,SLC38A1,,-0.596,0.0
hsa-miR-141-3p,HOXB5,MIRT021658,-0.596,0.0
hsa-miR-486-5p,ARHGAP5,MIRT053295,-0.595,0.0
hsa-miR-200a-3p,FOXN3,,-0.595,0.0
hsa-miR-141-3p,MARK1,,-0.595,0.0
hsa-miR-20b-5p,DYRK1A,,-0.595,0.0
hsa-miR-20b-5p,DNAJB6,MIRT538041,-0.594,0.0
hsa-miR-193a-5p,SYT12,,-0.594,0.0
hsa-miR-139-5p,PHF6,,-0.594,0.0
hsa-miR-20b-5p,TVP23B,,-0.594,0.0
hsa-miR-135b-5p,FOXN2,,-0.594,0.0
hsa-miR-20b-5p,SERP1,,-0.594,0.0
hsa-miR-140-5p,FKBP4,,-0.594,0.0
hsa-miR-185-5p,MLLT3,,-0.593,0.0
hsa-miR-185-5p,TPD52,,-0.593,0.0
hsa-miR-224-5p,ZNF207,MIRT286675,-0.593,0.0
hsa-miR-181c-5p,LAMC1,,-0.593,0.0
hsa-miR-20b-5p,CTDSPL2,,-0.592,0.0
hsa-miR-20b-5p,GPD2,,-0.592,0.0
hsa-miR-452-5p,CHD2,,-0.592,0.0
hsa-miR-182-5p,SOX5,,-0.592,0.0
hsa-miR-486-5p,TWF1,,-0.591,0.0
hsa-miR-22-3p,ANGEL2,,-0.591,0.0
hsa-miR-452-5p,DYRK1A,,-0.591,0.0
hsa-miR-22-3p,PPM1K,MIRT735244,-0.591,0.0
hsa-miR-139-5p,MFSD6,,-0.591,0.0
hsa-miR-193a-5p,METTL1,,-0.591,0.0
hsa-miR-139-5p,FAM168A,,-0.591,0.0
hsa-miR-185-5p,PRKAR2A,,-0.591,0.0
hsa-miR-381-3p,NPR3,,-0.591,0.0
hsa-miR-15a-5p,UBE2K,,-0.591,0.0
hsa-miR-365a-3p,VGLL4,MIRT464227,-0.591,0.0
hsa-miR-20b-5p,ZXDA,,-0.591,0.0
hsa-miR-365b-3p,VGLL4,MIRT464226,-0.591,0.0
hsa-let-7b-5p,COL4A1,,-0.59,0.0
hsa-miR-20b-5p,TRIM3,,-0.59,0.0
hsa-miR-185-5p,VAMP2,,-0.59,0.0
hsa-miR-185-5p,TCF12,,-0.59,0.0
hsa-miR-15a-5p,SCOC,,-0.59,0.0
hsa-miR-200b-3p,TIMP2,,-0.59,0.0
hsa-miR-20b-5p,WNK3,MIRT448317,-0.59,0.0
hsa-miR-20b-5p,ZFP3,,-0.59,0.0
hsa-miR-200b-3p,QKI,MIRT218291,-0.59,0.0
hsa-miR-185-5p,ZNF704,,-0.589,0.0
