id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient
FRMD4A,FRMD4A,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
MEIS2,MEIS2,Messenger RNA,0.0,0,1,0.0151656629311326,0.387331256490135,0.0952380952380952,1.0
SERPINH1,SERPINH1,Messenger RNA,0.0,0,1,0.0,0.3274802458296751,0.0476190476190476,
FLNC,FLNC,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
KIT,KIT,Messenger RNA,0.0,0,1,0.0,0.2939322301024428,0.0476190476190476,
SOX17,SOX17,Messenger RNA,4.0,0,1,0.0151656629311326,0.387331256490135,0.0952380952380952,1.0
FOXP2,FOXP2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
WIPF1,WIPF1,Messenger RNA,0.0,0,1,0.054510658036498,0.4214689265536723,0.0952380952380952,1.0
HIF3A,HIF3A,Messenger RNA,0.0,9,0,,,,
NREP,NREP,Messenger RNA,0.0,0,1,0.0066663266151767,0.3653281096963761,0.0952380952380952,1.0
MOB3B,MOB3B,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
FKBP14,FKBP14,Messenger RNA,0.0,0,1,0.0066663266151767,0.3653281096963761,0.0952380952380952,1.0
PLEKHM3,PLEKHM3,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
FRMD6,FRMD6,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
BHLHE22,BHLHE22,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
CCDC82,CCDC82,Messenger RNA,0.0,0,1,0.0122507351474708,0.387331256490135,0.0952380952380952,1.0
DENND2C,DENND2C,Messenger RNA,1.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
PRDM16,PRDM16,Messenger RNA,0.0,0,1,0.0322123386633873,0.4435196195005945,0.0952380952380952,1.0
CORO1C,CORO1C,Messenger RNA,0.0,0,1,0.0370529709718499,0.4499396863691194,0.0952380952380952,1.0
BACH2,BACH2,Messenger RNA,0.0,0,1,0.1312391314213157,0.4800514800514801,0.1428571428571428,0.6666666666666666
GPX7,GPX7,Messenger RNA,0.0,0,1,0.0066663266151767,0.3653281096963761,0.0952380952380952,1.0
RUNX1T1,RUNX1T1,Messenger RNA,0.0,0,1,0.1339149779456114,0.413984461709212,0.1904761904761904,0.0
ADAM23,ADAM23,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
ARL1,ARL1,Messenger RNA,0.0,0,1,0.0034635783093408,0.2654804270462633,0.0952380952380952,1.0
FLI1,FLI1,Messenger RNA,0.0,0,1,0.0106072085723563,0.3726273726273726,0.0952380952380952,0.0
LAMA2,LAMA2,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
ARL4C,ARL4C,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
HPSE2,HPSE2,Messenger RNA,0.0,10,0,,,,
SRGAP1,SRGAP1,Messenger RNA,0.0,11,0,,,,
PDGFRA,PDGFRA,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
PPIC,PPIC,Messenger RNA,0.0,0,1,0.0066663266151767,0.3653281096963761,0.0952380952380952,1.0
PXYLP1,PXYLP1,Messenger RNA,0.0,0,1,0.1393433328199248,0.3535545023696682,0.0952380952380952,0.0
RARB,RARB,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
LRCH2,LRCH2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
EIF4E2,EIF4E2,Messenger RNA,0.0,0,1,0.0,0.3274802458296751,0.0476190476190476,
QKI,QKI,Messenger RNA,0.0,0,1,0.054510658036498,0.4214689265536723,0.0952380952380952,1.0
PALM2AKAP2,PALM2AKAP2,Messenger RNA,0.0,0,1,0.0544451328431993,0.3897596656217346,0.1428571428571428,0.6666666666666666
FAM126A,FAM126A,Messenger RNA,0.0,0,1,0.0301150478180706,0.4076502732240437,0.1428571428571428,1.0
KIRREL1,KIRREL1,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
ADGRL3,ADGRL3,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
CRTAP,CRTAP,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
ACVR2A,ACVR2A,Messenger RNA,1.0,0,1,0.0211061803225457,0.2177466433158202,0.0952380952380952,0.0
TACC1,TACC1,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
CELF2,CELF2,Messenger RNA,0.0,0,1,0.0850137899993487,0.4875816993464052,0.1428571428571428,0.6666666666666666
TLL1,TLL1,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
ADGRB3,ADGRB3,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
RGS7BP,RGS7BP,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
GRID1,GRID1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
JCAD,JCAD,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
AR,AR,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
NRP1,NRP1,Messenger RNA,0.0,0,1,0.0151656629311326,0.387331256490135,0.0952380952380952,1.0
RGMA,RGMA,Messenger RNA,0.0,0,1,0.0135652276727581,0.3748743718592965,0.0952380952380952,1.0
ZEB1,ZEB1,Messenger RNA,0.0,0,1,0.0510467044078437,0.4775928297055057,0.0952380952380952,1.0
HMCN1,HMCN1,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
FOXO1,FOXO1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
DZIP1,DZIP1,Messenger RNA,0.0,0,1,0.0132561572175436,0.387331256490135,0.0952380952380952,0.0
MAF,MAF,Messenger RNA,0.0,0,1,0.0076115862512797,0.3733733733733734,0.0952380952380952,1.0
PPP2R2B,PPP2R2B,Messenger RNA,0.0,0,1,0.0151656629311326,0.387331256490135,0.0952380952380952,1.0
COL5A1,COL5A1,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
CSRNP3,CSRNP3,Messenger RNA,0.0,0,1,0.0076783613029418,0.3535545023696682,0.0952380952380952,0.0
GALNT7,GALNT7,Messenger RNA,0.0,3,0,,,,
ZEB2,ZEB2,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
TSHZ2,TSHZ2,Messenger RNA,0.0,0,1,0.0,0.3153000845308538,0.0476190476190476,
PRKG1,PRKG1,Messenger RNA,0.0,0,1,0.0,0.1773656680932002,0.0476190476190476,
COL6A3,COL6A3,Messenger RNA,0.0,0,1,0.0,0.3274802458296751,0.0476190476190476,
DNM3,DNM3,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
NAV2,NAV2,Messenger RNA,0.0,4,0,,,,
ANTXR2,ANTXR2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
ARL4A,ARL4A,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
DAB2,DAB2,Messenger RNA,1.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
ASXL3,ASXL3,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
EDA,EDA,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
DUSP7,DUSP7,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
IGSF11,IGSF11,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
FBN1,FBN1,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
SH3PXD2B,SH3PXD2B,Messenger RNA,0.0,0,1,0.048714234947864,0.427262313860252,0.0952380952380952,0.0
CCNJL,CCNJL,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.0476190476190476,
SCN7A,SCN7A,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
NHS,NHS,Messenger RNA,0.0,12,0,,,,
ARHGAP24,ARHGAP24,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
ETS1,ETS1,Messenger RNA,0.0,0,1,0.0,0.3718843469591226,0.0476190476190476,
IGF2,IGF2,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
EBF3,EBF3,Messenger RNA,0.0,0,1,0.2186831784020587,0.4587945879458794,0.0952380952380952,0.0
PLSCR4,PLSCR4,Messenger RNA,0.0,0,1,0.1012014287260526,0.2777364110201042,0.0952380952380952,0.0
RNF150,RNF150,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
CHST7,CHST7,Messenger RNA,0.0,0,1,0.0,0.2651030561478322,0.0476190476190476,
C2CD2,C2CD2,Messenger RNA,0.0,0,1,0.0,0.2651030561478322,0.0476190476190476,
MSN,MSN,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
GATA6,GATA6,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
MYLK,MYLK,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.0476190476190476,
TCF4,TCF4,Messenger RNA,0.0,0,1,0.1306275670126271,0.4587945879458794,0.1428571428571428,0.6666666666666666
CCND2,CCND2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
CALN1,CALN1,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
SLC49A4,SLC49A4,Messenger RNA,0.0,0,1,0.0034635783093408,0.2654804270462633,0.0952380952380952,1.0
ATP11C,ATP11C,Messenger RNA,0.0,0,1,0.0,0.3718843469591226,0.0476190476190476,
TRPC3,TRPC3,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
MBNL3,MBNL3,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
JADE2,JADE2,Messenger RNA,0.0,1,0,,,,
CASP10,CASP10,Messenger RNA,0.0,13,0,,,,
NRG2,NRG2,Messenger RNA,0.0,2,0,,,,
CBX7,CBX7,Messenger RNA,0.0,0,1,0.0,0.2939322301024428,0.0476190476190476,
PLPPR4,PLPPR4,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
DIO2,DIO2,Messenger RNA,1.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
CAV2,CAV2,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
SHOX2,SHOX2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
LRRC28,LRRC28,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
ST6GALNAC3,ST6GALNAC3,Messenger RNA,0.0,0,1,0.0,0.2651030561478322,0.0476190476190476,
KCNB1,KCNB1,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
ESR1,ESR1,Messenger RNA,0.0,5,0,,,,
SLC41A2,SLC41A2,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
ENTPD5,ENTPD5,Messenger RNA,0.0,14,0,,,,
TBX18,TBX18,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
PRRX1,PRRX1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
VCL,VCL,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
SAR1B,SAR1B,Messenger RNA,0.0,0,1,0.0245697586318866,0.2662384011420414,0.1428571428571428,0.3333333333333333
STRADB,STRADB,Messenger RNA,0.0,4,0,,,,
SHROOM4,SHROOM4,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
FRZB,FRZB,Messenger RNA,0.0,0,1,0.0,0.2651030561478322,0.0476190476190476,
ETV1,ETV1,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.0476190476190476,
CHIC2,CHIC2,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
NR3C2,NR3C2,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
PIK3IP1,PIK3IP1,Messenger RNA,0.0,6,0,,,,
TRPM3,TRPM3,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
ITGA11,ITGA11,Messenger RNA,0.0,0,1,0.0,0.3274802458296751,0.0476190476190476,
SLC16A7,SLC16A7,Messenger RNA,0.0,0,1,0.0135652276727581,0.3748743718592965,0.0952380952380952,1.0
TTC28,TTC28,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
EIF3L,EIF3L,Messenger RNA,0.0,15,0,,,,
ISLR2,ISLR2,Messenger RNA,2.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
MSRB3,MSRB3,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
FSTL1,FSTL1,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
CYP2U1,CYP2U1,Messenger RNA,0.0,0,1,0.0521906962672968,0.3095435684647303,0.0952380952380952,0.0
RNF38,RNF38,Messenger RNA,0.0,7,0,,,,
ENPP5,ENPP5,Messenger RNA,0.0,0,1,0.0,0.2651030561478322,0.0476190476190476,
FOXN3,FOXN3,Messenger RNA,0.0,0,1,0.0370529709718499,0.4499396863691194,0.0952380952380952,1.0
RAB14,RAB14,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
KLF6,KLF6,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
EPB41L4A,EPB41L4A,Messenger RNA,0.0,0,1,0.0,0.2082635399218314,0.0476190476190476,
ZMAT3,ZMAT3,Messenger RNA,0.0,0,1,0.0,0.3718843469591226,0.0476190476190476,
RFLNB,RFLNB,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
SGCE,SGCE,Messenger RNA,0.0,0,1,0.0,0.3718843469591226,0.0476190476190476,
F3,F3,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.0476190476190476,
BICC1,BICC1,Messenger RNA,0.0,0,1,0.0,0.2893716058960434,0.0476190476190476,
TNS1,TNS1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
LATS2,LATS2,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
CROT,CROT,Messenger RNA,0.0,0,1,0.1313547044856999,0.3393994540491356,0.0952380952380952,0.0
ITGA9,ITGA9,Messenger RNA,2.0,2,0,,,,
TGFBR2,TGFBR2,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
RASGRF2,RASGRF2,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.0476190476190476,
BCL11B,BCL11B,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
CDH6,CDH6,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
NEDD9,NEDD9,Messenger RNA,0.0,1,0,,,,
PPP1R9A,PPP1R9A,Messenger RNA,0.0,7,0,,,,
ASPN,ASPN,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
VGLL3,VGLL3,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
LMOD1,LMOD1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
MMP16,MMP16,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
GPR85,GPR85,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
SEPTIN11,SEPTIN11,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
TLE4,TLE4,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.0476190476190476,
LRMDA,LRMDA,Messenger RNA,0.0,16,0,,,,
LOX,LOX,Messenger RNA,0.0,0,1,0.0181849044079486,0.3689416419386745,0.0952380952380952,0.0
SYT11,SYT11,Messenger RNA,4.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
B3GALT1,B3GALT1,Messenger RNA,0.0,0,1,0.0635954386486469,0.4023732470334412,0.0952380952380952,0.0
NEDD4L,NEDD4L,Messenger RNA,0.0,17,0,,,,
GRAP2,GRAP2,Messenger RNA,0.0,0,1,0.0,0.3718843469591226,0.0476190476190476,
KIAA1217,KIAA1217,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
TBX3,TBX3,Messenger RNA,0.0,18,0,,,,
PPP2CB,PPP2CB,Messenger RNA,0.0,19,0,,,,
PLPP3,PLPP3,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
TGFBR3,TGFBR3,Messenger RNA,0.0,3,0,,,,
TBC1D12,TBC1D12,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.0476190476190476,
HEY2,HEY2,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
LIFR,LIFR,Messenger RNA,0.0,20,0,,,,
SLC16A14,SLC16A14,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
ZBTB4,ZBTB4,Messenger RNA,0.0,1,0,,,,
SLC2A3,SLC2A3,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.0476190476190476,
CDK6,CDK6,Messenger RNA,0.0,0,1,0.1294512393116138,0.3363390441839495,0.0952380952380952,0.0
CALU,CALU,Messenger RNA,0.0,0,1,0.0,0.3274802458296751,0.0476190476190476,
HOXA3,HOXA3,Messenger RNA,0.0,6,0,,,,
NAV3,NAV3,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
KCNJ15,KCNJ15,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
TBCEL,TBCEL,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.0476190476190476,
PARD6B,PARD6B,Messenger RNA,3.0,21,0,,,,
NRBP1,NRBP1,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.0476190476190476,
TRHDE,TRHDE,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
PLXDC2,PLXDC2,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.0476190476190476,
HAS2,HAS2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
DYNLT1,DYNLT1,Messenger RNA,0.0,0,1,0.0,0.3274802458296751,0.0476190476190476,
IGDCC4,IGDCC4,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
CACNA1C,CACNA1C,Messenger RNA,0.0,0,1,0.0,0.3286343612334801,0.0476190476190476,
NUMBL,NUMBL,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.0476190476190476,
TPD52,TPD52,Messenger RNA,0.0,5,0,,,,
SEMA5A,SEMA5A,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
MEF2D,MEF2D,Messenger RNA,0.0,8,0,,,,
NEDD4,NEDD4,Messenger RNA,0.0,1,0,,,,
MMP19,MMP19,Messenger RNA,0.0,0,1,0.0,0.2893716058960434,0.0476190476190476,
ATOH8,ATOH8,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.0476190476190476,
COL8A1,COL8A1,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
LUZP1,LUZP1,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.0476190476190476,
CYBRD1,CYBRD1,Messenger RNA,0.0,0,1,0.0,0.2651030561478322,0.0476190476190476,
TBX15,TBX15,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.0476190476190476,
SLC24A4,SLC24A4,Messenger RNA,0.0,0,1,0.0,0.3718843469591226,0.0476190476190476,
KIAA1549L,KIAA1549L,Messenger RNA,0.0,0,1,0.0,0.3542260208926875,0.0476190476190476,
FLNC,FLNC,Messenger RNA,1.0,0,1,0.0,0.5700934579439252,0.2,
LAMA2,LAMA2,Messenger RNA,0.0,0,1,0.0274540484682472,0.7176470588235294,0.6000000000000001,1.0
PDGFRA,PDGFRA,Messenger RNA,1.0,0,1,0.0106234761407175,0.6559139784946236,0.4,1.0
PRKG1,PRKG1,Messenger RNA,0.0,0,1,0.0274540484682472,0.7176470588235294,0.6000000000000001,1.0
GATA6,GATA6,Messenger RNA,0.0,0,1,0.0,0.5700934579439252,0.2,
TCF4,TCF4,Messenger RNA,0.0,0,1,0.4427841289504575,1.0,1.0,0.7
DIO2,DIO2,Messenger RNA,1.0,0,1,0.0,0.5700934579439252,0.2,
PRRX1,PRRX1,Messenger RNA,0.0,0,1,0.0,0.5700934579439252,0.2,
TRPM3,TRPM3,Messenger RNA,0.0,0,1,0.0274540484682472,0.7176470588235294,0.6000000000000001,1.0
CROT,CROT,Messenger RNA,0.0,0,1,0.0274540484682472,0.7176470588235294,0.6000000000000001,1.0
WWTR1,WWTR1,Messenger RNA,0.0,0,1,0.0,0.5495495495495496,0.2,
FRMD6,FRMD6,Messenger RNA,0.0,0,1,0.0,0.5495495495495496,0.2,
MAF,MAF,Messenger RNA,0.0,0,1,0.0437227605990283,0.7176470588235294,0.6000000000000001,1.0
TNS1,TNS1,Messenger RNA,0.0,0,1,0.0,0.5495495495495496,0.2,
ITGA9,ITGA9,Messenger RNA,1.0,0,1,0.0441762452107279,0.6421052631578947,0.4,1.0
TBX3,TBX3,Messenger RNA,3.0,0,1,0.0437227605990283,0.7176470588235294,0.6000000000000001,1.0
TBCEL,TBCEL,Messenger RNA,0.0,0,1,0.0138040503557744,0.6421052631578947,0.4,1.0
RUNX1T1,RUNX1T1,Messenger RNA,0.0,0,1,0.0,0.5596330275229358,0.2,
FLI1,FLI1,Messenger RNA,1.0,0,1,0.0,0.5596330275229358,0.2,
RGMA,RGMA,Messenger RNA,0.0,0,1,0.0,0.5596330275229358,0.2,
