id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient
hsa-miR-425-5p,hsa-miR-425-5p,MicroRNA,1.0,19,0,,,,
hsa-miR-27a-3p,hsa-miR-27a-3p,MicroRNA,1.0,20,0,,,,
hsa-miR-193a-3p,hsa-miR-193a-3p,MicroRNA,1.0,0,1,0.0,0.18128654970760233,0.005649717514124294,
hsa-let-7c-5p,hsa-let-7c-5p,MicroRNA,0.0,21,0,,,,
hsa-miR-365b-3p,hsa-miR-365b-3p,MicroRNA,1.0,8,0,,,,
hsa-miR-365a-3p,hsa-miR-365a-3p,MicroRNA,1.0,8,0,,,,
WWTR1,WWTR1,Messenger RNA,0.0,0,1,0.01516566293113264,0.387331256490135,0.09523809523809523,1.0
PHYHIPL,PHYHIPL,Messenger RNA,3.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
SGMS2,SGMS2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
PCSK5,PCSK5,Messenger RNA,0.0,0,1,0.07758361228263295,0.4656679151061174,0.09523809523809523,1.0
FRMD4A,FRMD4A,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
MEIS2,MEIS2,Messenger RNA,0.0,0,1,0.01516566293113264,0.387331256490135,0.09523809523809523,1.0
SERPINH1,SERPINH1,Messenger RNA,0.0,0,1,0.0,0.32748024582967517,0.047619047619047616,
FLNC,FLNC,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
KIT,KIT,Messenger RNA,0.0,0,1,0.0,0.29393223010244285,0.047619047619047616,
SOX17,SOX17,Messenger RNA,4.0,0,1,0.01516566293113264,0.387331256490135,0.09523809523809523,1.0
FOXP2,FOXP2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
WIPF1,WIPF1,Messenger RNA,0.0,0,1,0.05451065803649809,0.4214689265536723,0.09523809523809523,1.0
HIF3A,HIF3A,Messenger RNA,0.0,9,0,,,,
NREP,NREP,Messenger RNA,0.0,0,1,0.006666326615176761,0.3653281096963761,0.09523809523809523,1.0
MOB3B,MOB3B,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
FKBP14,FKBP14,Messenger RNA,0.0,0,1,0.006666326615176761,0.3653281096963761,0.09523809523809523,1.0
PLEKHM3,PLEKHM3,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
FRMD6,FRMD6,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
BHLHE22,BHLHE22,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
CCDC82,CCDC82,Messenger RNA,0.0,0,1,0.012250735147470854,0.387331256490135,0.09523809523809523,1.0
DENND2C,DENND2C,Messenger RNA,1.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
PRDM16,PRDM16,Messenger RNA,0.0,0,1,0.03221233866338732,0.44351961950059454,0.09523809523809523,1.0
CORO1C,CORO1C,Messenger RNA,0.0,0,1,0.037052970971849966,0.4499396863691194,0.09523809523809523,1.0
BACH2,BACH2,Messenger RNA,0.0,0,1,0.13123913142131574,0.4800514800514801,0.14285714285714285,0.6666666666666666
GPX7,GPX7,Messenger RNA,0.0,0,1,0.006666326615176761,0.3653281096963761,0.09523809523809523,1.0
RUNX1T1,RUNX1T1,Messenger RNA,0.0,0,1,0.13391497794561144,0.413984461709212,0.19047619047619047,0.0
ADAM23,ADAM23,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
ARL1,ARL1,Messenger RNA,0.0,0,1,0.0034635783093408187,0.26548042704626335,0.09523809523809523,1.0
FLI1,FLI1,Messenger RNA,0.0,0,1,0.010607208572356315,0.3726273726273726,0.09523809523809523,0.0
LAMA2,LAMA2,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
ARL4C,ARL4C,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
HPSE2,HPSE2,Messenger RNA,0.0,10,0,,,,
SRGAP1,SRGAP1,Messenger RNA,0.0,11,0,,,,
PDGFRA,PDGFRA,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
PPIC,PPIC,Messenger RNA,0.0,0,1,0.006666326615176761,0.3653281096963761,0.09523809523809523,1.0
PXYLP1,PXYLP1,Messenger RNA,0.0,0,1,0.1393433328199248,0.35355450236966823,0.09523809523809523,0.0
RARB,RARB,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
LRCH2,LRCH2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
EIF4E2,EIF4E2,Messenger RNA,0.0,0,1,0.0,0.32748024582967517,0.047619047619047616,
QKI,QKI,Messenger RNA,0.0,0,1,0.05451065803649809,0.4214689265536723,0.09523809523809523,1.0
PALM2AKAP2,PALM2AKAP2,Messenger RNA,0.0,0,1,0.054445132843199365,0.3897596656217346,0.14285714285714285,0.6666666666666666
FAM126A,FAM126A,Messenger RNA,0.0,0,1,0.030115047818070607,0.40765027322404374,0.14285714285714285,1.0
KIRREL1,KIRREL1,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
ADGRL3,ADGRL3,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
CRTAP,CRTAP,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
ACVR2A,ACVR2A,Messenger RNA,1.0,0,1,0.02110618032254573,0.2177466433158202,0.09523809523809523,0.0
TACC1,TACC1,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
CELF2,CELF2,Messenger RNA,0.0,0,1,0.08501378999934875,0.4875816993464052,0.14285714285714285,0.6666666666666666
TLL1,TLL1,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
ADGRB3,ADGRB3,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
RGS7BP,RGS7BP,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
GRID1,GRID1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
JCAD,JCAD,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
AR,AR,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
NRP1,NRP1,Messenger RNA,0.0,0,1,0.01516566293113264,0.387331256490135,0.09523809523809523,1.0
RGMA,RGMA,Messenger RNA,0.0,0,1,0.013565227672758117,0.3748743718592965,0.09523809523809523,1.0
ZEB1,ZEB1,Messenger RNA,0.0,0,1,0.0510467044078437,0.47759282970550576,0.09523809523809523,1.0
HMCN1,HMCN1,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
FOXO1,FOXO1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
DZIP1,DZIP1,Messenger RNA,0.0,0,1,0.013256157217543649,0.387331256490135,0.09523809523809523,0.0
MAF,MAF,Messenger RNA,0.0,0,1,0.007611586251279781,0.3733733733733734,0.09523809523809523,1.0
PPP2R2B,PPP2R2B,Messenger RNA,0.0,0,1,0.01516566293113264,0.387331256490135,0.09523809523809523,1.0
COL5A1,COL5A1,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
CSRNP3,CSRNP3,Messenger RNA,0.0,0,1,0.007678361302941885,0.35355450236966823,0.09523809523809523,0.0
GALNT7,GALNT7,Messenger RNA,0.0,3,0,,,,
ZEB2,ZEB2,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
TSHZ2,TSHZ2,Messenger RNA,0.0,0,1,0.0,0.3153000845308538,0.047619047619047616,
PRKG1,PRKG1,Messenger RNA,0.0,0,1,0.0,0.1773656680932002,0.047619047619047616,
COL6A3,COL6A3,Messenger RNA,0.0,0,1,0.0,0.32748024582967517,0.047619047619047616,
DNM3,DNM3,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
NAV2,NAV2,Messenger RNA,0.0,4,0,,,,
ANTXR2,ANTXR2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
ARL4A,ARL4A,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
DAB2,DAB2,Messenger RNA,1.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
ASXL3,ASXL3,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
EDA,EDA,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
DUSP7,DUSP7,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
IGSF11,IGSF11,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
FBN1,FBN1,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
SH3PXD2B,SH3PXD2B,Messenger RNA,0.0,0,1,0.048714234947864074,0.427262313860252,0.09523809523809523,0.0
CCNJL,CCNJL,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.047619047619047616,
SCN7A,SCN7A,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
NHS,NHS,Messenger RNA,0.0,12,0,,,,
ARHGAP24,ARHGAP24,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
ETS1,ETS1,Messenger RNA,0.0,0,1,0.0,0.37188434695912265,0.047619047619047616,
IGF2,IGF2,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
EBF3,EBF3,Messenger RNA,0.0,0,1,0.21868317840205873,0.45879458794587946,0.09523809523809523,0.0
PLSCR4,PLSCR4,Messenger RNA,0.0,0,1,0.1012014287260526,0.27773641102010427,0.09523809523809523,0.0
RNF150,RNF150,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
CHST7,CHST7,Messenger RNA,0.0,0,1,0.0,0.26510305614783225,0.047619047619047616,
C2CD2,C2CD2,Messenger RNA,0.0,0,1,0.0,0.26510305614783225,0.047619047619047616,
MSN,MSN,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
GATA6,GATA6,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
MYLK,MYLK,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.047619047619047616,
TCF4,TCF4,Messenger RNA,0.0,0,1,0.13062756701262715,0.45879458794587946,0.14285714285714285,0.6666666666666666
CCND2,CCND2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
CALN1,CALN1,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
SLC49A4,SLC49A4,Messenger RNA,0.0,0,1,0.0034635783093408187,0.26548042704626335,0.09523809523809523,1.0
ATP11C,ATP11C,Messenger RNA,0.0,0,1,0.0,0.37188434695912265,0.047619047619047616,
TRPC3,TRPC3,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
MBNL3,MBNL3,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
JADE2,JADE2,Messenger RNA,0.0,1,0,,,,
CASP10,CASP10,Messenger RNA,0.0,13,0,,,,
NRG2,NRG2,Messenger RNA,0.0,2,0,,,,
CBX7,CBX7,Messenger RNA,0.0,0,1,0.0,0.29393223010244285,0.047619047619047616,
PLPPR4,PLPPR4,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
DIO2,DIO2,Messenger RNA,1.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
CAV2,CAV2,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
SHOX2,SHOX2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
LRRC28,LRRC28,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
ST6GALNAC3,ST6GALNAC3,Messenger RNA,0.0,0,1,0.0,0.26510305614783225,0.047619047619047616,
KCNB1,KCNB1,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
ESR1,ESR1,Messenger RNA,0.0,5,0,,,,
SLC41A2,SLC41A2,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
ENTPD5,ENTPD5,Messenger RNA,0.0,14,0,,,,
TBX18,TBX18,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
PRRX1,PRRX1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
VCL,VCL,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
SAR1B,SAR1B,Messenger RNA,0.0,0,1,0.02456975863188663,0.2662384011420414,0.14285714285714285,0.3333333333333333
STRADB,STRADB,Messenger RNA,0.0,4,0,,,,
SHROOM4,SHROOM4,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
FRZB,FRZB,Messenger RNA,0.0,0,1,0.0,0.26510305614783225,0.047619047619047616,
ETV1,ETV1,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.047619047619047616,
CHIC2,CHIC2,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
NR3C2,NR3C2,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
PIK3IP1,PIK3IP1,Messenger RNA,0.0,6,0,,,,
TRPM3,TRPM3,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
ITGA11,ITGA11,Messenger RNA,0.0,0,1,0.0,0.32748024582967517,0.047619047619047616,
SLC16A7,SLC16A7,Messenger RNA,0.0,0,1,0.013565227672758117,0.3748743718592965,0.09523809523809523,1.0
TTC28,TTC28,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
EIF3L,EIF3L,Messenger RNA,0.0,15,0,,,,
ISLR2,ISLR2,Messenger RNA,2.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
MSRB3,MSRB3,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
FSTL1,FSTL1,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
CYP2U1,CYP2U1,Messenger RNA,0.0,0,1,0.05219069626729683,0.3095435684647303,0.09523809523809523,0.0
RNF38,RNF38,Messenger RNA,0.0,7,0,,,,
ENPP5,ENPP5,Messenger RNA,0.0,0,1,0.0,0.26510305614783225,0.047619047619047616,
FOXN3,FOXN3,Messenger RNA,0.0,0,1,0.037052970971849966,0.4499396863691194,0.09523809523809523,1.0
RAB14,RAB14,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
KLF6,KLF6,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
EPB41L4A,EPB41L4A,Messenger RNA,0.0,0,1,0.0,0.2082635399218314,0.047619047619047616,
ZMAT3,ZMAT3,Messenger RNA,0.0,0,1,0.0,0.37188434695912265,0.047619047619047616,
RFLNB,RFLNB,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
SGCE,SGCE,Messenger RNA,0.0,0,1,0.0,0.37188434695912265,0.047619047619047616,
F3,F3,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.047619047619047616,
BICC1,BICC1,Messenger RNA,0.0,0,1,0.0,0.28937160589604344,0.047619047619047616,
TNS1,TNS1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
LATS2,LATS2,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
CROT,CROT,Messenger RNA,0.0,0,1,0.1313547044856999,0.3393994540491356,0.09523809523809523,0.0
ITGA9,ITGA9,Messenger RNA,2.0,2,0,,,,
TGFBR2,TGFBR2,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
RASGRF2,RASGRF2,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.047619047619047616,
BCL11B,BCL11B,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
CDH6,CDH6,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
NEDD9,NEDD9,Messenger RNA,0.0,1,0,,,,
PPP1R9A,PPP1R9A,Messenger RNA,0.0,7,0,,,,
ASPN,ASPN,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
VGLL3,VGLL3,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
LMOD1,LMOD1,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
MMP16,MMP16,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
GPR85,GPR85,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
SEPTIN11,SEPTIN11,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
TLE4,TLE4,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.047619047619047616,
LRMDA,LRMDA,Messenger RNA,0.0,16,0,,,,
LOX,LOX,Messenger RNA,0.0,0,1,0.01818490440794867,0.36894164193867457,0.09523809523809523,0.0
SYT11,SYT11,Messenger RNA,4.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
B3GALT1,B3GALT1,Messenger RNA,0.0,0,1,0.06359543864864695,0.4023732470334412,0.09523809523809523,0.0
NEDD4L,NEDD4L,Messenger RNA,0.0,17,0,,,,
GRAP2,GRAP2,Messenger RNA,0.0,0,1,0.0,0.37188434695912265,0.047619047619047616,
KIAA1217,KIAA1217,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
TBX3,TBX3,Messenger RNA,0.0,18,0,,,,
PPP2CB,PPP2CB,Messenger RNA,0.0,19,0,,,,
PLPP3,PLPP3,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
TGFBR3,TGFBR3,Messenger RNA,0.0,3,0,,,,
TBC1D12,TBC1D12,Messenger RNA,0.0,0,1,0.0,0.3327386262265834,0.047619047619047616,
HEY2,HEY2,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
LIFR,LIFR,Messenger RNA,0.0,20,0,,,,
SLC16A14,SLC16A14,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
ZBTB4,ZBTB4,Messenger RNA,0.0,1,0,,,,
SLC2A3,SLC2A3,Messenger RNA,0.0,0,1,0.0,0.352219074598678,0.047619047619047616,
CDK6,CDK6,Messenger RNA,0.0,0,1,0.1294512393116138,0.3363390441839495,0.09523809523809523,0.0
CALU,CALU,Messenger RNA,0.0,0,1,0.0,0.32748024582967517,0.047619047619047616,
HOXA3,HOXA3,Messenger RNA,0.0,6,0,,,,
NAV3,NAV3,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
KCNJ15,KCNJ15,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
TBCEL,TBCEL,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.047619047619047616,
PARD6B,PARD6B,Messenger RNA,3.0,21,0,,,,
NRBP1,NRBP1,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.047619047619047616,
TRHDE,TRHDE,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
PLXDC2,PLXDC2,Messenger RNA,0.0,0,1,0.0,0.2736610418195158,0.047619047619047616,
HAS2,HAS2,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
DYNLT1,DYNLT1,Messenger RNA,0.0,0,1,0.0,0.32748024582967517,0.047619047619047616,
IGDCC4,IGDCC4,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
CACNA1C,CACNA1C,Messenger RNA,0.0,0,1,0.0,0.32863436123348017,0.047619047619047616,
NUMBL,NUMBL,Messenger RNA,0.0,0,1,0.0,0.3456904541241891,0.047619047619047616,
TPD52,TPD52,Messenger RNA,0.0,5,0,,,,
SEMA5A,SEMA5A,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
MEF2D,MEF2D,Messenger RNA,0.0,8,0,,,,
NEDD4,NEDD4,Messenger RNA,0.0,1,0,,,,
MMP19,MMP19,Messenger RNA,0.0,0,1,0.0,0.28937160589604344,0.047619047619047616,
ATOH8,ATOH8,Messenger RNA,0.0,0,1,0.0,0.4158305462653289,0.047619047619047616,
COL8A1,COL8A1,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
LUZP1,LUZP1,Messenger RNA,0.0,0,1,0.0,0.2172393709959231,0.047619047619047616,
CYBRD1,CYBRD1,Messenger RNA,0.0,0,1,0.0,0.26510305614783225,0.047619047619047616,
TBX15,TBX15,Messenger RNA,0.0,0,1,0.0,0.2525389302640487,0.047619047619047616,
SLC24A4,SLC24A4,Messenger RNA,0.0,0,1,0.0,0.37188434695912265,0.047619047619047616,
KIAA1549L,KIAA1549L,Messenger RNA,0.0,0,1,0.0,0.35422602089268757,0.047619047619047616,
