file_id,case_id,tissue_type,sample_type,experimental_strategy,data_type,data_format
16786247-5ff5-47e0-83e2-fee15779e522,31c31cce-1b4d-4f12-922f-84f389403170,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e35f3c2a-1324-4b50-9096-5e59cf80da93,324bcba2-f6a4-45a6-807c-215bdffcca21,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d2a12641-a25f-4aab-99a4-433cf664ae73,324bcba2-f6a4-45a6-807c-215bdffcca21,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d14e57a0-143e-4faf-a197-e7429544ad86,327a2395-85c8-42e1-9638-8e037a1723ed,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
de6f1503-33d7-4f86-b835-bdffba7ea4e3,327a2395-85c8-42e1-9638-8e037a1723ed,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ccd3b6f5-b425-47fb-b48e-0e24a4d6a4b2,328dfcb0-b5ae-43f2-bc87-dad0ab3df9e7,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
711608f3-1b39-45ae-9f55-248cbf2a707b,328dfcb0-b5ae-43f2-bc87-dad0ab3df9e7,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
8603da6b-3bb9-4fff-b409-c5af2afd53b3,32bc7cc4-d185-4594-bbee-4b96410be512,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6137053a-f7df-4eba-a296-16530ca8ea1e,32bc7cc4-d185-4594-bbee-4b96410be512,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d716a9e8-f98d-4bb4-8cea-9d8cbe3f9838,32efa6e8-6b19-480a-9d04-ace02e93318a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5aba8f7f-c815-45e9-bee0-4dda9bfac07f,32efa6e8-6b19-480a-9d04-ace02e93318a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
046b15a8-38d3-41fc-b55f-04dd591a8e14,49717f75-0f2d-4e1c-9a12-f1cd7877b80a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d141392c-757b-44f5-b531-0bcc136d8b17,49717f75-0f2d-4e1c-9a12-f1cd7877b80a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
86bbc63c-70a5-4d2c-bdea-f9de18f8b510,49dc3e68-6206-4f16-969f-a758cc7be8ed,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9cf6e387-2b87-4f53-bb5a-d545a78f21cd,49dc3e68-6206-4f16-969f-a758cc7be8ed,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
de3a4d13-6a5d-4943-8b84-bffaa2410c27,4a16429b-884f-4c95-8683-feeedf0d6a55,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7d904415-9887-4738-99ae-66dcd60084ac,4a16429b-884f-4c95-8683-feeedf0d6a55,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
600a260b-0e31-4158-ab13-414d41ef7d35,4ac693e9-10f3-46b3-9d46-df3af7b0d259,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7860a938-e43a-4c3a-83b4-6578cea95df8,4ac693e9-10f3-46b3-9d46-df3af7b0d259,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b4d6811f-cb5c-4ad9-8f13-5d58f0b6afd4,4b0d295c-e185-4b52-9752-178e5bc1d47d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c2c6e1dd-c3fe-4196-a4e2-eedd600bd8d5,4b0d295c-e185-4b52-9752-178e5bc1d47d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5a647051-a5d5-4188-8671-bf1784415255,8986a141-eae7-4157-b695-02cc6fc3b071,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7cf427fc-2c7c-434b-84c5-9ea118da110f,8986a141-eae7-4157-b695-02cc6fc3b071,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
af03c277-4949-4640-9da0-a25ca2d0df70,89e867de-d30e-4bfc-a453-0a76309dabd5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
4dc3285f-fd32-4a3e-ad59-28597ab5323a,89e867de-d30e-4bfc-a453-0a76309dabd5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0f1bec43-6235-4390-a148-e7038126c0c8,8ace3b8c-f23e-48a9-a137-9e046bd9549b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
48e35d76-273a-4dd7-ad6a-cd740e109921,8ace3b8c-f23e-48a9-a137-9e046bd9549b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2c3000b7-4db9-4f00-a82a-ca6802806631,8b525ec6-d24b-49d4-bfcb-b354de4dae7c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7c44a1e3-6765-4a73-830f-6ff19d87d43f,8b525ec6-d24b-49d4-bfcb-b354de4dae7c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5a41d026-6876-4db0-b8bf-a15fc771d1be,8bd68696-5eeb-46d7-9dc6-c39c849029a4,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cf089a52-2196-422d-affa-a5f434edd134,8bd68696-5eeb-46d7-9dc6-c39c849029a4,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a4589532-53e0-4025-b8d3-e11e79e1fc9c,2e8e70f2-c781-44c2-8f12-1f8c2f536aa3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e3476c1f-d114-40df-8968-a8f51a0b6484,2e8e70f2-c781-44c2-8f12-1f8c2f536aa3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3a06f1a2-3a06-4f3b-876a-2c570036a132,2f4cbedf-ed7e-45a2-bf34-f1d1e696bdde,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
82d46633-2eea-4b43-81b6-addab4f069b4,2f4cbedf-ed7e-45a2-bf34-f1d1e696bdde,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
24c5fcbb-019c-4636-813b-0b9d4d1d9501,2fdfd287-d13c-4910-9788-73987d45908a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7434d066-f641-42ab-a87e-7e70ccf885f8,2fdfd287-d13c-4910-9788-73987d45908a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a58e2ae3-a236-4209-8292-70465216cb85,2fe854b4-bac9-4801-9a1c-ee99388e8082,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4328f48c-5c7d-4ec4-98fc-f4a28674c49f,2fe854b4-bac9-4801-9a1c-ee99388e8082,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
65775f26-9935-472f-8187-8c488c4b1cee,303a1d77-a37a-4966-a4a4-9981d99ba1b4,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a03952ab-2ac1-43a5-a438-1f022bcd0b16,303a1d77-a37a-4966-a4a4-9981d99ba1b4,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0ed77a2e-a2c9-4557-8ba3-2c8bade9b792,1c3610f7-e0aa-48d7-9a27-0dbaf6e244f9,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
cebd233b-8463-4cc6-95c3-9150170b18de,1c3610f7-e0aa-48d7-9a27-0dbaf6e244f9,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2dc5eb24-fb84-455a-ae05-3b58ad2fc284,4e42fdc5-2a8b-49e9-87ef-6db7a6692d08,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
284358d4-9c45-4749-b1f4-46e724c59d1f,4e42fdc5-2a8b-49e9-87ef-6db7a6692d08,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
31fc1006-d826-4d63-8fe0-881cce64b722,24334ac1-28a3-4b61-b590-3f51e375b247,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
25c20f52-1031-4cd1-a9ed-4b2049b01a3e,24334ac1-28a3-4b61-b590-3f51e375b247,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9d8eb79b-50fd-45d3-9b7e-88c1197c7bc7,24e39609-9645-43e5-960b-db5446eaea65,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
84e36620-ae1e-4221-84c9-3a6f1d11606d,24e39609-9645-43e5-960b-db5446eaea65,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
70e1218e-5d4c-49b7-a479-9b5a4a112938,cab38ea8-4555-413c-b81e-4621aac4ef85,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
03d18286-1038-4c0c-9c05-d1269e280250,cab38ea8-4555-413c-b81e-4621aac4ef85,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
577dde85-20c6-44c0-bf77-bda22a7f58c0,cb0a2055-2168-4454-8755-47dd613db36f,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ae7025c3-27ac-4435-958a-0a2887f5e737,cb0a2055-2168-4454-8755-47dd613db36f,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c933036a-3ea4-4ed5-b318-95c310e6c11d,cc074b7f-d3b2-4880-902e-bf10e667b665,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
561bb38a-f9b8-4a0a-b03b-fbe70859869a,cc074b7f-d3b2-4880-902e-bf10e667b665,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
3841a099-bf19-4891-9b12-5db1d699e922,cc0902fd-a2fc-4327-929e-d4219e32e1d7,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ffc1e2ea-a8ff-461f-8ed6-ed2ed6d547a1,cc0902fd-a2fc-4327-929e-d4219e32e1d7,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
870fb4d4-8366-4bfa-b4c1-04d55eded427,86b7b206-8e69-432d-acc9-bccce710955e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b10e1f39-79f4-43f6-8352-4c2e95de228e,86b7b206-8e69-432d-acc9-bccce710955e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0e14a024-d7be-48ca-9aa4-8ce915a584e9,878f975b-94fd-4d69-b7e7-1ed3ac2ee438,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
744a6d3d-b666-49aa-8d26-47f34e3d1eb5,878f975b-94fd-4d69-b7e7-1ed3ac2ee438,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4ecc1f1a-8ff4-4552-a5e8-7a9652b6d1d5,e4fc0909-f284-4471-866d-d8967b6adcbc,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
5c50f5de-8495-43d9-a6af-1a0cdec79f9e,e4fc0909-f284-4471-866d-d8967b6adcbc,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
1ace2a0c-773d-45b5-8fd6-968c88731bbb,e5aae05a-478e-4a55-a27c-12b2b4be302a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9ffe4074-da8b-402b-8820-2d50aff099a0,e5aae05a-478e-4a55-a27c-12b2b4be302a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
77f150b1-5f40-442d-91c5-6d3571513513,e828455d-4680-41b2-8a1c-1582e3790d62,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9993fdc8-ba90-4daa-8260-8e1a0941eff1,e828455d-4680-41b2-8a1c-1582e3790d62,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
406fd7d3-b73a-4014-b315-1eeaae01e988,e89a9deb-6321-4e61-b412-b4993d4277dd,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
59d61414-a337-4e45-9e89-4526dde82786,e89a9deb-6321-4e61-b412-b4993d4277dd,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f5e5f153-f422-4c2a-ae54-fc11f416c637,2585edbd-3488-4100-a4ab-a161252a31ee,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
683a097e-79ff-41d5-843c-d23674867f02,2585edbd-3488-4100-a4ab-a161252a31ee,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
4ef4f9f1-7883-4fff-91c0-223cac5f1887,3b01d064-8c00-4972-9f07-407eac8e7534,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
df44fccd-11dc-4fed-b2b9-74ff4081405e,3b01d064-8c00-4972-9f07-407eac8e7534,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
8644d07c-979f-4ec6-928a-afe9229fb9f1,3c08aabd-d5b5-4bbe-857c-38a7527b2163,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
378e7d58-2089-4797-85e8-af08e71477ab,3c08aabd-d5b5-4bbe-857c-38a7527b2163,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9921ecf7-18c2-49ea-9243-293de7bd9e59,3c612e12-6de8-44fa-a095-805c45474821,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f8e5691a-e24d-4dba-873e-9ffa3ca12bb6,3c612e12-6de8-44fa-a095-805c45474821,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
09a491b5-1bfb-47d9-963f-69f6c7e6c1e5,abdc76db-f85e-4337-a57e-6d098789da03,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d6c77415-a3c1-4627-a0ab-dacdac3db507,abdc76db-f85e-4337-a57e-6d098789da03,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5cc8d0d0-e196-4ef2-85c8-20f8d35764e3,ac18b3a3-8d52-4e35-8625-673171a7fd92,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
debafec8-b9f4-45f3-aa4c-8e48e58e6a49,ac18b3a3-8d52-4e35-8625-673171a7fd92,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c8d46326-0b84-40cd-983e-0a8e99763727,ae8c77fe-e6c8-44d5-8265-4a38c637bbef,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5dee4a6f-9cf4-4360-a37b-e7b94aa70dac,ae8c77fe-e6c8-44d5-8265-4a38c637bbef,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4af55932-ab7a-41e5-aa7f-fb16ab18c629,aeb6a3a6-b57a-4c53-90e6-e833777dd2a1,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
85e388dc-f9a8-40f9-a532-fbfb172ef122,aeb6a3a6-b57a-4c53-90e6-e833777dd2a1,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3efa1571-cad2-4796-a459-144c38b87d9c,af5453a9-cf1f-40de-aec4-0e0710908fb7,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
ecf9996e-0cba-4394-9f5a-51fceab1ac56,af5453a9-cf1f-40de-aec4-0e0710908fb7,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
32c24548-2714-4a90-bfb1-002f1c46c0c5,b0bcb829-cee0-4247-bb75-093a5bea89ee,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2e60bad2-2dd2-4dc3-aa45-dfc36ef4884b,b0bcb829-cee0-4247-bb75-093a5bea89ee,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7d5e390d-86f3-4988-9606-aeedabd31b52,b0f8d698-a30e-4d8d-b0a2-a5a01fac8406,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
5c97f076-c198-4d3d-b680-97c3e9fb08db,b0f8d698-a30e-4d8d-b0a2-a5a01fac8406,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
52ed290d-a590-473d-8267-2a2de81b2d3f,b205bba0-1870-4458-9088-8817e20389fe,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
762adf07-6d7a-4d02-98fb-16fffd548a93,b205bba0-1870-4458-9088-8817e20389fe,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
93b8bab9-acd8-4a5a-b4ba-ec52b2ab186b,b205c89f-af62-4186-acad-ed23d243fa98,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c4afcca9-94e4-4ecd-98d1-0aab86de8685,b205c89f-af62-4186-acad-ed23d243fa98,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
cee943a8-ea26-4b2f-b8a4-66300ccacfb5,b43e41af-1d82-4b5f-b8f1-add0510e6b86,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
41dbd6ab-871d-4ee4-be13-392b4995f6ce,b43e41af-1d82-4b5f-b8f1-add0510e6b86,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a701ab46-0745-4f23-8723-df5846e8806f,b58ad350-5140-4fa8-bc2c-24bca8395f3a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
704072c3-be9e-4221-9847-f558ccde7a5b,b58ad350-5140-4fa8-bc2c-24bca8395f3a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9e73d394-b8e3-4ee2-bb35-a1fb43fd280f,b6633c36-7ce4-4b69-9bf6-30b64d46c66f,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d9ea5bde-aa1a-4210-976f-b2f67c6d0191,b6633c36-7ce4-4b69-9bf6-30b64d46c66f,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
cf801232-8aa2-4ede-80b0-8c5b9876941b,f31c21b6-0f7f-435b-9e24-97c909755c36,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a8c56ead-63aa-453e-871b-4d1688c1e715,f31c21b6-0f7f-435b-9e24-97c909755c36,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a9b5ab37-10c2-4fb6-9c4e-3fcd5ea26526,f357fe19-5359-4662-8ce9-aa996132283b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
343e46a0-ce35-4efc-99d7-720f6a13eff4,f357fe19-5359-4662-8ce9-aa996132283b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2fa144d0-2776-46d9-a7d4-41f68a1d3727,f3a058b9-fb7f-4098-8f0e-83c2acfa1ed5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
846495f1-2325-4885-860b-ecf2c64a2f4c,f3a058b9-fb7f-4098-8f0e-83c2acfa1ed5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
ca69edd8-72d1-48f9-91e8-4ed748144c46,88cd6ccc-70f7-436e-a99c-039b9d31e335,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a2837f64-2441-4d31-befc-514f8526b1f7,88cd6ccc-70f7-436e-a99c-039b9d31e335,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ed797859-4d7e-40e6-bae3-54ef15ad0f0a,89128dba-403f-4a96-bb3b-23ed0d5e2147,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
bb7f69e5-2fff-4178-bc7b-93a41fbe6123,89128dba-403f-4a96-bb3b-23ed0d5e2147,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
099fa24d-d952-4617-935c-a8d9439a5a11,a9b7d7fe-be31-4f71-afee-c1bfdf511888,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7fa9ad2e-67a7-449f-be73-9e18dc46b529,a9b7d7fe-be31-4f71-afee-c1bfdf511888,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
04d487db-ee31-431d-ad5f-29645cf75e1b,ab89bb2e-da84-4116-a8cd-49aad7bbfd4d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
95f4620f-f9b0-4533-bb13-f412d774244a,ab89bb2e-da84-4116-a8cd-49aad7bbfd4d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
260c1dd7-d6f8-4337-9bba-5de192fc5af3,f4b69043-4a67-48e3-a4d1-72a21ae2d175,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
812eeeed-1222-4add-b6d1-f53ae2669218,f4b69043-4a67-48e3-a4d1-72a21ae2d175,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e22bc31b-332f-45a1-b17c-c747179abe61,17c1d42c-cb84-4655-a4cd-b54bae17ecaf,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ca97a614-bab8-4bdc-a663-2d6a81ae4c27,17c1d42c-cb84-4655-a4cd-b54bae17ecaf,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
4c2a67aa-54ef-405d-a498-45c1790380da,17f275c1-a0d4-487d-8f02-ea279584b4cd,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ffcc91b1-b803-4dab-a98e-37f12f28be82,17f275c1-a0d4-487d-8f02-ea279584b4cd,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
41e96cc6-43d5-4eea-bbd3-23fb389d5532,195b6731-6ae6-416e-a345-0eb8874a0ca2,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
bd884fbc-b8ad-4c27-8eb7-6202db49afec,195b6731-6ae6-416e-a345-0eb8874a0ca2,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
b7f48223-8420-44c2-a8ff-b59b859cd664,7acf33e7-c386-45fd-8c9a-469600378687,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
20e90b8d-aa05-4918-8e54-1b969488148f,7acf33e7-c386-45fd-8c9a-469600378687,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
14edb678-3b6c-4a58-aabf-0f9d1f7d9bdc,f251cb6c-d18e-4691-9c82-24ed1ac0abf9,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c7fcb557-2a7c-41d2-92f1-7014b9f639d3,f251cb6c-d18e-4691-9c82-24ed1ac0abf9,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0a688b9b-06ea-4b83-bfce-9cee0d866a0c,dd0f8e5a-383d-4f03-bb71-0e115d4e442c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9b7b5c81-80c9-4db4-8cd4-9eb4c41e88f9,dd0f8e5a-383d-4f03-bb71-0e115d4e442c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
36e4ffb0-0bab-4035-88f1-a181b195fce1,9f93ea0a-1687-44e0-9e8a-eeb4097d471c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d4654d40-a23f-4a56-8079-211087e14dee,9f93ea0a-1687-44e0-9e8a-eeb4097d471c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
95863f78-6d63-4de0-a42f-f4d8156e2a33,a1093598-d3a8-4ffe-83fc-bc7d1faff7e5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c3bab823-4bf2-40ea-903c-fb342067c893,a1093598-d3a8-4ffe-83fc-bc7d1faff7e5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1936440a-9cfc-4b04-af40-3fbc22fe87f6,a8015490-9740-45c9-8bd2-eb6d1beefc2e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
71f38728-5265-4317-a9da-95129726fe2b,a8015490-9740-45c9-8bd2-eb6d1beefc2e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2c4770c9-01db-4f5e-b392-fca2d1c0ddcb,a1674d7b-787a-45c4-bf16-1b7d0efce207,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d923e06d-c747-419d-bd40-b05eb3e13edb,a1674d7b-787a-45c4-bf16-1b7d0efce207,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
04cfe993-afde-4e40-9cb1-d9c2415b16b6,4e3699da-4367-4a43-9d66-a117d3ad460d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
1341b934-ead3-4c4a-bd84-09084895fa83,4e3699da-4367-4a43-9d66-a117d3ad460d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f2ac5078-6abc-4e01-80d1-a0d723fe91af,a991644b-3ee6-4cda-acf0-e37de48a49fc,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3eb2d652-73f5-41c0-bf73-f40e85e1ecae,a991644b-3ee6-4cda-acf0-e37de48a49fc,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
5fbbee45-08b5-4cd0-83c6-c18bc4e89d99,d10a4887-373b-4726-a61d-126f950e4a06,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a68715a2-cd9b-4e96-8c20-5ebe9469d8d8,d10a4887-373b-4726-a61d-126f950e4a06,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
588e3a31-b4c2-41ed-bb23-5ffa1c150ec7,546248b0-22a0-4b70-a437-76fb0a238a0d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
511ca25f-0b7f-4912-9b79-ed551721a420,546248b0-22a0-4b70-a437-76fb0a238a0d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fb898446-9ba2-47d5-b86f-41a424c6fc38,4d26dada-5eb7-4d4e-8eb8-f5465c5c3428,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
fb397586-1b5b-40e0-a885-8663f9c76f6d,4d26dada-5eb7-4d4e-8eb8-f5465c5c3428,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
65126cbb-60a9-41d4-9fa5-6acd91bf53e1,557cb0a3-6f1b-4faf-8296-0a15c24158f9,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a2f1fa8f-26d6-4b3e-8816-33f42e3f9209,557cb0a3-6f1b-4faf-8296-0a15c24158f9,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
128bf144-f452-48af-941d-f6069e3bb0bb,7d681cc6-689d-41c8-9e84-e13733089ec9,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
45530049-cc5a-431b-a424-3664a4e9692d,7d681cc6-689d-41c8-9e84-e13733089ec9,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
08837ae7-6f4f-4aa1-8722-7c404b66ed75,30ec8b1f-28c4-4f46-8a1b-a8d51e558c7d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
