source,target,mirtarbase,correlation,qvalue
hsa-miR-9-5p,CLMN,,-0.372,0.007
hsa-miR-200c-3p,JCAD,,-0.371,0.007
hsa-miR-32-5p,PDZD2,,-0.371,0.007
hsa-miR-33a-5p,MAP4K4,,-0.371,0.007
hsa-miR-760,CDK6,,-0.371,0.007
hsa-miR-146a-5p,BAG1,,-0.37,0.007
hsa-miR-200c-3p,HAS2,,-0.37,0.007
hsa-miR-181b-5p,CPEB4,MIRT727962,-0.37,0.007
hsa-miR-22-3p,MSL2,,-0.37,0.007
hsa-miR-342-3p,JCAD,,-0.369,0.007
hsa-miR-151a-3p,DEUP1,,-0.369,0.007
hsa-miR-200c-3p,CELF2,,-0.369,0.007
hsa-miR-18a-5p,MEF2D,MIRT731240,-0.369,0.007
hsa-miR-33b-5p,CROT,,-0.369,0.007
hsa-miR-148a-3p,GPR137C,,-0.369,0.007
hsa-miR-205-5p,SECISBP2L,,-0.369,0.007
hsa-miR-30a-5p,GPR157,,-0.368,0.007
hsa-miR-148a-3p,MACIR,,-0.368,0.007
hsa-miR-106a-5p,IL1RAP,,-0.367,0.007
hsa-miR-590-5p,KLF6,,-0.365,0.008
hsa-miR-182-5p,ELMO1,,-0.365,0.008
hsa-miR-200c-3p,JAKMIP2,,-0.365,0.008
hsa-miR-22-3p,C17orf58,,-0.365,0.008
hsa-miR-33a-5p,CALN1,,-0.365,0.008
hsa-miR-26a-5p,NAV1,,-0.364,0.008
hsa-miR-106b-5p,TGFBR2,MIRT091689,-0.364,0.008
hsa-miR-379-5p,IGF1R,,-0.364,0.008
hsa-miR-205-5p,CALM1,,-0.364,0.008
hsa-miR-148a-3p,C18orf25,,-0.364,0.008
hsa-miR-30b-5p,ADAM10,,-0.364,0.008
hsa-miR-182-5p,MTDH,,-0.364,0.008
hsa-miR-96-5p,SGMS2,,-0.363,0.008
hsa-miR-130b-3p,RALGPS2,,-0.363,0.008
hsa-miR-16-5p,GALNT1,MIRT080012,-0.363,0.008
hsa-miR-33a-5p,CSRNP3,,-0.363,0.008
hsa-miR-141-3p,SYNPO2,,-0.363,0.008
hsa-miR-27b-3p,TNPO1,MIRT097060,-0.363,0.008
hsa-miR-27b-3p,ZBTB20,MIRT498024,-0.362,0.008
hsa-miR-140-5p,ZNF827,,-0.362,0.008
hsa-miR-200c-3p,PEAK1,,-0.361,0.008
hsa-miR-98-5p,PTAR1,,-0.361,0.008
hsa-miR-15b-5p,NRP2,,-0.361,0.008
hsa-miR-18a-5p,ZBTB20,,-0.361,0.008
hsa-miR-27b-3p,NFAT5,,-0.361,0.008
hsa-miR-200c-3p,CDH11,MIRT054102,-0.361,0.008
hsa-miR-32-5p,IPO5,,-0.36,0.008
hsa-let-7d-5p,CPEB4,,-0.36,0.008
hsa-miR-148a-3p,SH3PXD2A,MIRT382244,-0.36,0.008
hsa-miR-421,MGAT5,,-0.359,0.008
hsa-miR-22-3p,RSBN1,,-0.359,0.008
hsa-miR-15b-5p,HOXA3,MIRT475538,-0.359,0.009
hsa-miR-378a-3p,ABI2,,-0.359,0.009
hsa-miR-532-3p,CHD3,,-0.358,0.009
hsa-miR-15b-5p,ADAMTS5,,-0.357,0.009
hsa-miR-148a-3p,PHAX,,-0.357,0.009
hsa-miR-96-5p,FOXO1,MIRT001087,-0.357,0.009
hsa-let-7i-5p,CPEB4,,-0.357,0.009
hsa-miR-29c-3p,TMOD3,,-0.357,0.009
hsa-miR-29a-3p,FEM1B,MIRT548238,-0.356,0.009
hsa-miR-106b-5p,PEAK1,MIRT439649,-0.356,0.009
hsa-miR-16-5p,ANKIB1,,-0.356,0.009
hsa-miR-27b-3p,ZNF106,MIRT611934,-0.355,0.009
hsa-miR-141-3p,MOB3B,,-0.355,0.009
hsa-miR-142-5p,ARPP19,,-0.355,0.009
hsa-miR-32-5p,PLXDC2,,-0.355,0.009
hsa-miR-128-3p,ZBTB20,MIRT498022,-0.355,0.009
hsa-miR-22-3p,C5orf24,MIRT030656,-0.355,0.009
hsa-miR-30d-5p,IFNAR2,MIRT155237,-0.355,0.009
hsa-miR-130b-3p,ING1,,-0.354,0.009
hsa-miR-205-5p,BMF,,-0.354,0.009
hsa-miR-29a-3p,DTWD2,,-0.354,0.009
hsa-miR-24-3p,GBA2,MIRT476461,-0.354,0.009
hsa-miR-148a-3p,KLF6,MIRT485432,-0.353,0.01
hsa-miR-330-3p,JCAD,,-0.353,0.01
hsa-miR-29c-3p,DIO2,,-0.353,0.01
hsa-miR-17-5p,GNB5,MIRT696203,-0.353,0.01
hsa-miR-29a-3p,MIB1,,-0.352,0.01
hsa-miR-142-5p,SMAD5,,-0.352,0.01
hsa-let-7g-5p,PRLR,,-0.352,0.01
hsa-miR-32-5p,HEG1,,-0.352,0.01
hsa-miR-27b-3p,RNF111,,-0.351,0.01
hsa-miR-29b-3p,ABHD5,,-0.351,0.01
hsa-let-7b-5p,PEG10,MIRT561775,-0.351,0.01
hsa-miR-29c-3p,VASH2,,-0.351,0.01
hsa-miR-29a-3p,GRPEL2,,-0.351,0.01
hsa-miR-130b-3p,VMP1,,-0.35,0.01
hsa-miR-106b-5p,LRCH1,,-0.35,0.01
hsa-miR-148a-3p,ARFIP1,,-0.35,0.011
hsa-miR-29b-3p,SLC16A14,,-0.35,0.011
hsa-miR-106b-5p,AAK1,MIRT441317,-0.35,0.011
hsa-miR-16-5p,EFNB2,MIRT032048,-0.348,0.011
hsa-miR-30b-5p,TSPAN2,,-0.348,0.011
hsa-miR-15b-5p,FOXO1,MIRT052909,-0.348,0.011
hsa-miR-33a-5p,ANK3,,-0.348,0.011
hsa-miR-185-5p,NFIX,,-0.348,0.011
hsa-miR-29c-3p,SPSB4,,-0.348,0.011
hsa-miR-1271-5p,MEF2D,,-0.347,0.011
hsa-miR-130b-3p,LAMC1,,-0.347,0.011
hsa-let-7i-5p,MSI2,MIRT547377,-0.347,0.011
hsa-miR-15b-5p,AKT3,MIRT482118,-0.347,0.012
hsa-miR-200c-3p,KCTD16,,-0.346,0.012
hsa-miR-25-3p,NRG1,,-0.346,0.012
hsa-miR-27b-3p,RLIM,,-0.346,0.012
hsa-miR-33a-5p,CACNA1C,,-0.346,0.012
hsa-miR-27b-3p,CREBRF,,-0.346,0.012
hsa-miR-330-3p,DKK3,,-0.346,0.012
hsa-miR-27a-3p,BBX,,-0.345,0.012
hsa-miR-96-5p,ANTXR2,,-0.345,0.012
hsa-miR-182-5p,MAF,,-0.345,0.012
hsa-miR-16-5p,ADGRL2,,-0.345,0.012
hsa-miR-24-3p,CREBL2,,-0.344,0.012
hsa-miR-7-5p,BMPR2,MIRT025637,-0.344,0.012
hsa-miR-15b-5p,FGF1,,-0.344,0.012
hsa-miR-363-3p,TBX3,,-0.344,0.012
hsa-miR-33a-5p,NCKAP1,,-0.344,0.012
hsa-miR-23b-3p,MAP3K1,,-0.343,0.012
hsa-miR-342-3p,FLNC,,-0.343,0.012
hsa-miR-155-5p,VEZF1,MIRT005253,-0.343,0.012
hsa-miR-222-3p,SLC16A6,,-0.343,0.012
hsa-miR-15b-5p,ZMAT3,MIRT500424,-0.343,0.013
hsa-miR-205-5p,SRGAP1,,-0.343,0.013
hsa-miR-378a-3p,CAMKK2,,-0.342,0.013
hsa-miR-15b-5p,PRKG1,,-0.342,0.013
hsa-miR-27b-3p,JADE2,,-0.342,0.013
hsa-miR-502-3p,SH3PXD2A,,-0.342,0.013
hsa-miR-18a-5p,FOSL2,,-0.342,0.013
hsa-miR-330-3p,CYTH3,,-0.341,0.013
hsa-miR-27b-3p,USF3,,-0.341,0.013
hsa-miR-15b-5p,CALU,MIRT102438,-0.341,0.013
hsa-miR-181b-5p,ZBTB4,MIRT047283,-0.341,0.013
hsa-miR-33a-5p,SLC30A4,,-0.341,0.013
hsa-miR-33a-5p,SLC16A7,,-0.34,0.013
hsa-miR-16-5p,MYLK,,-0.34,0.013
hsa-miR-33a-5p,NAV3,,-0.34,0.013
hsa-miR-33a-5p,TRAM2,,-0.34,0.013
hsa-miR-374c-5p,PRRC2C,,-0.34,0.013
hsa-miR-15b-5p,MYLK,,-0.34,0.014
hsa-miR-29c-3p,DAAM1,,-0.34,0.014
hsa-miR-27b-3p,RCBTB1,,-0.339,0.014
hsa-miR-29b-3p,FKBP14,,-0.339,0.014
hsa-miR-27b-3p,SUCO,MIRT485067,-0.339,0.014
hsa-miR-24-3p,MLEC,MIRT003889,-0.339,0.014
hsa-miR-146a-5p,TLCD5,MIRT513662,-0.339,0.014
hsa-miR-200c-3p,ZSWIM4,,-0.339,0.014
hsa-miR-27b-3p,NAV2,,-0.339,0.014
hsa-miR-146a-5p,CDS1,,-0.339,0.014
hsa-miR-30b-5p,FTO,,-0.339,0.014
hsa-miR-96-5p,DAB2,,-0.338,0.014
hsa-miR-148a-3p,USP38,MIRT048041,-0.338,0.014
hsa-miR-24-3p,ACVR1B,MIRT003830,-0.338,0.014
hsa-miR-330-3p,CARM1,,-0.338,0.014
hsa-miR-25-3p,KCND2,,-0.338,0.014
hsa-miR-200c-3p,ZNF423,,-0.338,0.014
hsa-miR-193b-3p,RUNX1T1,,-0.337,0.014
hsa-miR-34a-5p,TMED8,,-0.336,0.015
hsa-miR-212-3p,FRK,,-0.336,0.015
hsa-miR-24-3p,AQR,,-0.336,0.015
hsa-miR-34a-5p,YTHDC1,,-0.336,0.015
hsa-miR-27a-3p,SOS1,MIRT699017,-0.336,0.015
hsa-miR-146a-5p,TRAF6,MIRT000711,-0.336,0.015
hsa-miR-146a-5p,PRELID2,,-0.336,0.015
hsa-miR-106b-5p,RPS6KA2,,-0.336,0.015
hsa-miR-25-3p,LPP,,-0.336,0.015
hsa-miR-96-5p,MTDH,,-0.336,0.015
hsa-miR-330-3p,PRKG1,,-0.335,0.015
hsa-miR-34a-5p,CNOT6L,,-0.335,0.015
hsa-miR-502-3p,CSNK1A1,,-0.335,0.015
hsa-miR-33a-5p,TCF4,,-0.335,0.015
hsa-miR-29b-3p,STMP1,,-0.334,0.015
hsa-miR-193a-3p,KIT,,-0.334,0.015
hsa-miR-106b-5p,SH3PXD2A,,-0.334,0.015
hsa-miR-27a-3p,CPEB3,,-0.334,0.015
hsa-miR-182-5p,RRAGD,,-0.334,0.015
hsa-miR-32-5p,TCF4,,-0.334,0.015
hsa-miR-205-5p,TTLL7,,-0.334,0.015
hsa-miR-29c-3p,HMCN1,,-0.334,0.015
hsa-miR-30d-5p,ADAM19,,-0.334,0.015
hsa-miR-25-3p,FOSL2,,-0.334,0.015
hsa-miR-301a-3p,BHLHE41,,-0.333,0.015
hsa-miR-22-3p,STAG2,,-0.333,0.016
hsa-miR-15b-5p,RUNX1T1,MIRT546622,-0.333,0.016
hsa-miR-33a-5p,PPP1R9A,MIRT028245,-0.333,0.016
hsa-miR-29a-3p,YY1,,-0.333,0.016
hsa-miR-195-5p,ATP7A,,-0.332,0.016
hsa-miR-221-3p,MYEF2,,-0.332,0.016
hsa-miR-33a-5p,CDH6,MIRT669111,-0.332,0.016
hsa-miR-18a-5p,NAV1,,-0.332,0.016
hsa-miR-29a-3p,CNNM2,,-0.332,0.016
hsa-miR-135b-5p,ZKSCAN1,,-0.332,0.016
hsa-miR-27b-3p,ITGA2,,-0.332,0.016
hsa-miR-96-5p,BHLHE22,,-0.331,0.016
hsa-miR-150-5p,ABI2,,-0.331,0.016
hsa-miR-148a-3p,NFAT5,,-0.331,0.016
hsa-miR-27b-3p,AFF4,MIRT728376,-0.331,0.016
hsa-miR-30c-5p,CBX2,MIRT289628,-0.331,0.016
hsa-miR-378c,MEF2D,,-0.331,0.016
hsa-miR-106b-5p,ZBTB20,,-0.33,0.016
hsa-miR-130b-3p,ATXN7L1,,-0.33,0.017
hsa-miR-96-5p,BACH2,,-0.33,0.017
hsa-miR-27a-3p,RLIM,,-0.33,0.017
hsa-miR-320b,USP46,,-0.329,0.017
hsa-miR-24-3p,NEK4,,-0.329,0.017
hsa-miR-502-3p,ZBTB20,,-0.329,0.017
hsa-miR-24-3p,ZNF740,,-0.329,0.018
hsa-miR-32-5p,ITGAV,MIRT028372,-0.328,0.018
hsa-miR-33a-5p,PALM2AKAP2,,-0.328,0.018
hsa-miR-15b-5p,CCND2,MIRT064687,-0.328,0.018
hsa-miR-30b-5p,RAP2B,,-0.328,0.018
hsa-miR-30a-5p,CABLES2,,-0.328,0.018
hsa-miR-130b-3p,KIAA1217,,-0.328,0.018
hsa-miR-96-5p,PPM1F,,-0.328,0.018
hsa-miR-128-3p,HIPK2,,-0.328,0.018
hsa-miR-34a-5p,PTPN4,,-0.328,0.018
hsa-miR-148a-3p,SMAD2,MIRT053560,-0.328,0.018
hsa-miR-16-5p,SHROOM4,,-0.328,0.018
hsa-miR-452-5p,SKP1,,-0.328,0.018
hsa-miR-96-5p,ARL4C,,-0.327,0.018
hsa-miR-15b-5p,FAT3,,-0.327,0.018
hsa-miR-23b-3p,LPGAT1,,-0.327,0.018
hsa-miR-29a-3p,TET3,MIRT207248,-0.327,0.018
hsa-miR-454-3p,AJAP1,,-0.327,0.018
hsa-miR-590-5p,KLF12,,-0.327,0.018
hsa-miR-7-5p,LPP,,-0.327,0.018
hsa-miR-30d-5p,GALNT3,,-0.327,0.018
hsa-miR-330-3p,ADAMTS2,,-0.327,0.018
hsa-miR-106b-5p,TGOLN2,MIRT439461,-0.326,0.018
hsa-miR-7-5p,NFIC,,-0.326,0.018
hsa-miR-146a-5p,LSM11,,-0.326,0.018
hsa-miR-29c-3p,COL6A3,,-0.326,0.018
hsa-miR-106b-5p,DCUN1D3,,-0.326,0.018
hsa-miR-16-5p,ZMAT3,MIRT500423,-0.326,0.018
hsa-miR-34a-5p,RTF1,,-0.326,0.018
hsa-miR-16-5p,PPP6R3,MIRT737990,-0.326,0.018
hsa-miR-130b-3p,ZBTB20,,-0.326,0.018
hsa-miR-223-3p,RSBN1L,,-0.325,0.018
hsa-miR-590-5p,FTO,,-0.325,0.018
hsa-miR-30b-5p,GRIN2A,,-0.325,0.018
hsa-miR-34a-5p,CTNND2,,-0.325,0.018
hsa-miR-501-3p,DOK6,,-0.325,0.018
hsa-miR-106b-5p,RASGRF2,,-0.325,0.018
hsa-miR-193b-3p,ENTPD1,,-0.325,0.019
hsa-miR-30b-5p,CTTNBP2NL,,-0.325,0.019
hsa-miR-148a-3p,ADAM22,,-0.325,0.019
hsa-miR-339-5p,ZBTB16,,-0.324,0.019
hsa-miR-96-5p,FOXN3,,-0.324,0.019
hsa-miR-106a-5p,RND3,MIRT734169,-0.324,0.019
hsa-miR-25-3p,AXL,,-0.324,0.019
hsa-miR-130b-3p,MAP4K4,,-0.323,0.019
hsa-miR-200c-3p,LRRC8A,,-0.323,0.019
hsa-miR-7-5p,SEMA6D,MIRT565782,-0.323,0.019
hsa-miR-423-5p,S1PR1,,-0.323,0.019
hsa-miR-15b-5p,AKAP12,,-0.323,0.019
hsa-miR-429,NCOA3,,-0.323,0.019
hsa-miR-34a-5p,LIN54,,-0.323,0.019
hsa-miR-33b-5p,SBNO1,,-0.323,0.019
hsa-let-7i-5p,FNIP1,,-0.323,0.019
hsa-miR-34a-5p,CDS2,,-0.322,0.02
hsa-miR-196a-5p,RASGRP1,,-0.322,0.02
hsa-miR-146a-5p,AFAP1L2,,-0.322,0.02
hsa-miR-200c-3p,NR5A2,,-0.322,0.02
hsa-miR-30b-5p,EOGT,,-0.322,0.02
hsa-miR-30c-5p,KCNN3,,-0.322,0.02
hsa-miR-25-3p,PLXDC2,,-0.322,0.02
hsa-miR-200c-3p,ZFHX4,MIRT106298,-0.322,0.02
hsa-let-7g-5p,SMARCAD1,MIRT094464,-0.322,0.02
hsa-miR-19b-3p,CHST7,,-0.321,0.02
hsa-miR-200c-3p,ERG,,-0.321,0.02
hsa-let-7g-5p,ACER2,MIRT324735,-0.321,0.02
hsa-miR-15b-5p,DZIP1,,-0.321,0.02
hsa-miR-33a-5p,CTDSPL2,,-0.321,0.02
hsa-miR-221-3p,C18orf25,,-0.321,0.02
hsa-miR-33a-5p,TTC28,,-0.321,0.02
hsa-miR-200c-3p,PRKCA,,-0.321,0.02
hsa-miR-148a-3p,DYNLL2,MIRT025997,-0.321,0.02
hsa-miR-33a-5p,PLEKHM3,,-0.32,0.021
hsa-miR-23b-3p,SUCO,,-0.32,0.021
hsa-miR-125b-5p,CCDC85C,,-0.32,0.021
hsa-miR-182-5p,UBASH3B,,-0.32,0.021
hsa-miR-92b-3p,FAR1,MIRT129552,-0.32,0.021
hsa-miR-23b-3p,FBXO28,,-0.32,0.021
hsa-miR-429,MAP4K4,,-0.32,0.021
hsa-miR-27b-3p,TGOLN2,MIRT466393,-0.319,0.021
hsa-miR-106a-5p,JAK1,,-0.319,0.021
hsa-miR-221-3p,ZFHX3,,-0.319,0.021
hsa-miR-134-5p,NIPA1,,-0.319,0.021
hsa-miR-29a-3p,ATP6V1A,,-0.319,0.021
hsa-miR-25-3p,MITF,,-0.319,0.021
hsa-miR-221-3p,NSUN4,,-0.319,0.021
hsa-miR-96-5p,LMOD1,,-0.319,0.021
hsa-miR-7-5p,SNCA,MIRT000032,-0.319,0.021
hsa-miR-27b-3p,PTPN9,,-0.319,0.021
hsa-miR-330-3p,ENAH,,-0.318,0.021
hsa-miR-141-3p,IGF2,,-0.318,0.022
hsa-miR-200c-3p,KLF6,,-0.318,0.022
hsa-miR-27b-3p,HIPK2,,-0.318,0.022
hsa-miR-106a-5p,EFCAB14,MIRT562427,-0.318,0.022
hsa-miR-24-3p,TMED8,,-0.318,0.022
hsa-miR-29a-3p,RLIM,,-0.318,0.022
hsa-miR-340-5p,YPEL2,,-0.318,0.022
hsa-miR-378c,TOLLIP,,-0.318,0.022
hsa-miR-18a-5p,ANK3,,-0.318,0.022
hsa-miR-26a-5p,ELAVL2,MIRT727780,-0.318,0.022
hsa-miR-182-5p,CHST11,,-0.318,0.022
hsa-miR-23a-3p,SRGAP3,,-0.317,0.022
hsa-miR-29a-3p,IRGQ,,-0.317,0.022
hsa-miR-200b-3p,ETS1,MIRT003783,-0.317,0.022
hsa-miR-128-3p,GNG12,MIRT502305,-0.317,0.022
hsa-miR-30c-5p,INTS2,,-0.317,0.022
hsa-miR-449a,BCL2L13,MIRT508004,-0.317,0.022
hsa-miR-29b-3p,DSC2,MIRT437731,-0.317,0.022
hsa-miR-27b-3p,ARIH1,,-0.317,0.022
hsa-miR-27b-3p,IL6ST,,-0.317,0.022
hsa-miR-29c-3p,KCTD20,,-0.316,0.022
hsa-miR-19b-3p,BCL3,MIRT252921,-0.316,0.022
hsa-miR-106b-5p,MMP2,MIRT438153,-0.316,0.022
hsa-let-7d-5p,CSRNP3,,-0.316,0.022
hsa-miR-130b-3p,MEOX2,,-0.316,0.022
hsa-miR-25-3p,CAMK2A,,-0.315,0.023
hsa-miR-29b-3p,HMGCR,MIRT733945,-0.315,0.023
hsa-miR-33a-5p,SH2B3,,-0.315,0.023
hsa-miR-106b-5p,PLXDC2,,-0.315,0.023
hsa-miR-338-3p,COX4I1,,-0.315,0.023
hsa-miR-33a-5p,STXBP5,,-0.315,0.023
hsa-miR-29b-3p,MEST,,-0.315,0.023
hsa-miR-155-5p,BCORL1,MIRT020688,-0.315,0.023
hsa-miR-532-5p,ZC3H14,,-0.315,0.023
hsa-miR-16-5p,BACE1,MIRT732050,-0.315,0.023
hsa-miR-30b-5p,KLF12,,-0.315,0.023
hsa-miR-27a-3p,XIAP,,-0.314,0.023
hsa-miR-106a-5p,FRZB,,-0.314,0.023
hsa-miR-29c-3p,SERPINH1,MIRT437560,-0.314,0.023
hsa-miR-29b-3p,NREP,MIRT048382,-0.314,0.023
hsa-miR-27a-3p,CPEB4,MIRT727960,-0.314,0.023
hsa-miR-23a-3p,GPBP1,,-0.314,0.023
hsa-miR-34a-5p,PPP4R2,,-0.314,0.023
hsa-miR-27a-3p,KIF3A,,-0.314,0.023
hsa-miR-141-3p,WWTR1,,-0.314,0.024
hsa-miR-34a-5p,TBCK,,-0.314,0.024
hsa-miR-200c-3p,INTS6L,,-0.313,0.024
hsa-miR-106b-5p,NBEAL1,,-0.313,0.024
hsa-miR-155-5p,TBCK,,-0.313,0.024
hsa-miR-7-5p,HERPUD2,,-0.313,0.024
hsa-miR-301a-3p,PTPN14,,-0.313,0.024
hsa-miR-378a-3p,MEF2D,,-0.313,0.024
hsa-miR-378c,ABI2,,-0.313,0.024
hsa-miR-16-5p,CRISPLD2,,-0.313,0.024
hsa-miR-16-5p,CCNJL,,-0.313,0.024
hsa-miR-98-5p,TRIB2,,-0.313,0.024
hsa-miR-128-3p,NREP,,-0.313,0.024
hsa-miR-30b-5p,RAB10,MIRT206181,-0.312,0.024
hsa-let-7g-5p,KCTD10,,-0.312,0.024
hsa-miR-24-3p,NEDD4L,MIRT030590,-0.312,0.025
hsa-miR-29b-3p,DCUN1D4,,-0.312,0.025
hsa-miR-26a-5p,MTPN,,-0.312,0.025
hsa-miR-106a-5p,HEG1,,-0.312,0.025
hsa-miR-502-3p,LUZP1,,-0.312,0.025
hsa-miR-24-3p,ERBB3,MIRT030589,-0.312,0.025
hsa-miR-106b-5p,KIRREL1,,-0.312,0.025
hsa-miR-141-3p,KCNJ2,,-0.311,0.025
hsa-miR-29c-3p,LOX,MIRT437561,-0.311,0.025
hsa-miR-128-3p,PAPPA,,-0.311,0.025
hsa-miR-146a-5p,MARCHF6,,-0.311,0.025
hsa-miR-27b-3p,NF1,MIRT727088,-0.311,0.025
hsa-miR-30c-5p,SNAI1,MIRT006762,-0.311,0.025
hsa-miR-148a-3p,LMTK2,,-0.311,0.025
hsa-miR-200c-3p,SPATS2L,,-0.311,0.025
hsa-miR-15b-5p,BACH2,,-0.311,0.025
hsa-miR-34a-5p,AFF4,,-0.311,0.025
hsa-miR-24-3p,STRADB,MIRT030416,-0.311,0.025
hsa-miR-15b-5p,PLAGL1,,-0.311,0.025
hsa-miR-106a-5p,FOXF1,,-0.311,0.025
hsa-miR-29a-3p,PPM1D,MIRT004044,-0.31,0.025
hsa-miR-1271-5p,ERBB4,,-0.31,0.025
hsa-miR-98-5p,STX17,,-0.31,0.025
hsa-miR-199a-5p,ZC2HC1C,,-0.31,0.025
hsa-miR-362-5p,ZBTB20,,-0.31,0.025
hsa-miR-200b-3p,DIRAS2,,-0.31,0.025
hsa-let-7g-5p,BZW1,MIRT300041,-0.31,0.026
hsa-miR-155-5p,MID2,,-0.309,0.026
hsa-miR-27a-3p,SRGAP3,,-0.309,0.026
hsa-miR-30c-5p,FYN,,-0.309,0.026
hsa-miR-29c-3p,RAB6B,,-0.309,0.026
