miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-let-7a-1	hg38:chr9:94176012-94176033:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176012-94176034:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176012-94176035:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176013-94176032:+	23	2.399774	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176013-94176033:+	94	9.807774	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176013-94176034:+	220	22.954364	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176013-94176035:+	14	1.460732	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176014-94176032:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176014-94176033:+	15	1.565070	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176014-94176034:+	42	4.382197	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176014-94176035:+	123	12.833576	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176015-94176033:+	4	0.417352	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176015-94176034:+	16	1.669408	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176015-94176035:+	15	1.565070	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176015-94176036:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176016-94176033:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176016-94176035:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176016-94176036:+	4	0.417352	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176017-94176033:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176017-94176034:+	7	0.730366	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176017-94176035:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-1	hg38:chr9:94176018-94176034:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-2	hg38:chr11:122146523-122146543:-	1	0.104338	N	mature,MIMAT0010195
hsa-let-7a-2	hg38:chr11:122146523-122146544:-	6	0.626028	N	mature,MIMAT0010195
hsa-let-7a-2	hg38:chr11:122146524-122146544:-	3	0.313014	N	mature,MIMAT0010195
hsa-let-7a-2	hg38:chr11:122146527-122146547:-	2	0.208676	N	mature,MIMAT0010195
hsa-let-7a-2	hg38:chr11:122146561-122146589:-	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146565-122146589:-	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146566-122146584:-	3	0.313014	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146566-122146586:-	3	0.313014	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146566-122146587:-	3	0.313014	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146566-122146588:-	3	0.313014	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146566-122146589:-	196	20.450252	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146582:-	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146584:-	26	2.712789	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146585:-	71	7.407999	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146586:-	93	9.703436	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146587:-	174	18.154816	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146588:-	388	40.483152	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146589:-	9407	981.507755	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146590:-	54	5.634253	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146567-122146591:-	2	0.208676	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146584:-	541	56.446869	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146585:-	1075	112.163372	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146586:-	1285	134.074356	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146587:-	2678	279.417218	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146588:-	7363	768.240842	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146589:-	158857	16574.824863	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146590:-	618	64.480896	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146591:-	72	7.512337	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146592:-	3	0.313014	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146568-122146594:-	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146585:-	257	26.814871	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146586:-	313	32.657800	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146587:-	687	71.680220	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146588:-	1865	194.590408	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146589:-	39595	4131.263907	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146590:-	134	13.981295	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146569-122146591:-	15	1.565070	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146585:-	28	2.921465	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146586:-	23	2.399774	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146587:-	89	9.286084	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146588:-	252	26.293181	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146589:-	5365	559.773478	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146590:-	18	1.878084	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146570-122146591:-	4	0.417352	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146571-122146587:-	15	1.565070	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146571-122146588:-	25	2.608451	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146571-122146589:-	591	61.663770	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146571-122146590:-	14	1.460732	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146571-122146591:-	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146572-122146590:-	9	0.939042	Y	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146572-122146591:-	2	0.208676	Y	mature,MIMAT0000062
hsa-let-7a-2	hg38:chr11:122146590-122146607:-	1	0.104338	N	precursor
hsa-let-7a-2	hg38:chr11:122146590-122146608:-	1	0.104338	N	precursor
hsa-let-7a-2	hg38:chr11:122146590-122146609:-	22	2.295436	N	precursor
hsa-let-7a-2	hg38:chr11:122146590-122146610:-	6	0.626028	N	precursor
hsa-let-7a-2	hg38:chr11:122146590-122146611:-	4	0.417352	N	precursor
hsa-let-7a-3	hg38:chr22:46112749-46112773:+	3	0.313014	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112750-46112771:+	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112750-46112772:+	5	0.521690	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112750-46112773:+	6	0.626028	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112768:+	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112769:+	15	1.565070	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112770:+	2	0.208676	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112771:+	32	3.338817	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112772:+	314	32.762138	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112773:+	586	61.142080	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112751-46112774:+	34	3.547493	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112770:+	644	67.193685	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112771:+	5579	582.101814	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112772:+	39472	4118.430330	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112773:+	159336	16624.802775	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112774:+	9441	985.055248	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112775:+	47	4.903887	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112777:+	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112770:+	30	3.130141	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112771:+	268	27.962589	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112772:+	1914	199.702971	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112773:+	7335	765.319378	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112774:+	405	42.256898	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112775:+	2	0.208676	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112754-46112770:+	10	1.043380	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112754-46112771:+	97	10.120788	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112754-46112772:+	662	69.071769	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112754-46112773:+	2794	291.520428	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112754-46112774:+	172	17.946139	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112755-46112771:+	42	4.382197	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112755-46112772:+	336	35.057575	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112755-46112773:+	1423	148.473003	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112755-46112774:+	90	9.390422	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112756-46112771:+	29	3.025803	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112756-46112772:+	248	25.875829	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112756-46112773:+	1195	124.683934	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112756-46112774:+	84	8.764394	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112756-46112775:+	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112757-46112773:+	536	55.925179	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112757-46112774:+	25	2.608451	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112758-46112774:+	1	0.104338	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112774-46112799:+	1	0.104338	N	stemloop
hsa-let-7a-3	hg38:chr22:46112796-46112817:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112798-46112819:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112799-46112819:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112799-46112820:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112799-46112821:+	6	0.626028	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112799-46112822:+	1	0.104338	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112819:+	11	1.147718	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112820:+	106	11.059830	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112821:+	216	22.537012	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112822:+	14	1.460732	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112801-46112820:+	10	1.043380	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112801-46112821:+	49	5.112563	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112801-46112822:+	119	12.416224	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112801-46112823:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112802-46112820:+	12	1.252056	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112802-46112821:+	15	1.565070	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112802-46112822:+	13	1.356394	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112802-46112823:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112820:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112821:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112822:+	4	0.417352	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112823:+	3	0.313014	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112824:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112825:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112804-46112821:+	7	0.730366	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112804-46112822:+	2	0.208676	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112805-46112821:+	4	0.417352	N	mature,MIMAT0004481
hsa-let-7b	hg38:chr22:46113671-46113690:+	6	0.626028	N	precursor
hsa-let-7b	hg38:chr22:46113672-46113690:+	9	0.939042	N	precursor
hsa-let-7b	hg38:chr22:46113673-46113690:+	2	0.208676	N	precursor
hsa-let-7b	hg38:chr22:46113674-46113690:+	2	0.208676	N	precursor
hsa-let-7b	hg38:chr22:46113689-46113710:+	1	0.104338	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113689-46113712:+	4	0.417352	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113689-46113713:+	2	0.208676	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113690-46113710:+	5	0.521690	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113690-46113711:+	13	1.356394	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113690-46113712:+	63	6.573295	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113690-46113713:+	24	2.504112	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113707:+	37	3.860507	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113708:+	723	75.436389	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113709:+	405	42.256898	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113710:+	3417	356.523015	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113711:+	10697	1116.103801	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113712:+	51636	5387.598007	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113713:+	23855	2488.983470	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113714:+	36	3.756169	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113708:+	47	4.903887	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113709:+	12	1.252056	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113710:+	198	20.658928	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113711:+	548	57.177235	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113712:+	3029	316.039863	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113713:+	1457	152.020495	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113714:+	1	0.104338	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113693-46113709:+	5	0.521690	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113693-46113710:+	49	5.112563	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113693-46113711:+	214	22.328336	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113693-46113712:+	1088	113.519766	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113693-46113713:+	559	58.324953	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113693-46113714:+	2	0.208676	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113709:+	2	0.208676	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113710:+	14	1.460732	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113711:+	56	5.842929	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113712:+	270	28.171265	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113713:+	129	13.459605	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113695-46113710:+	4	0.417352	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113695-46113711:+	45	4.695211	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113695-46113712:+	233	24.310759	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113695-46113713:+	126	13.146591	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113696-46113711:+	10	1.043380	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113696-46113712:+	64	6.677633	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113696-46113713:+	84	8.764394	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113696-46113714:+	2	0.208676	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113696-46113716:+	1	0.104338	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113713-46113738:+	1	0.104338	N	stemloop
hsa-let-7b	hg38:chr22:46113739-46113762:+	2	0.208676	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113743-46113764:+	2	0.208676	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113743-46113765:+	2	0.208676	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113744-46113764:+	2	0.208676	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113744-46113765:+	30	3.130141	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113745-46113764:+	35	3.651831	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113745-46113765:+	244	25.458477	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113746-46113764:+	8	0.834704	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113746-46113765:+	20	2.086760	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113747-46113765:+	3	0.313014	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113749-46113765:+	1	0.104338	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113750-46113765:+	1	0.104338	N	mature,MIMAT0004482
hsa-let-7c	hg38:chr21:16539836-16539855:+	2	0.208676	Y	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539836-16539858:+	1	0.104338	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539836-16539859:+	11	1.147718	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539855:+	9	0.939042	Y	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539857:+	6	0.626028	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539858:+	79	8.242704	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539859:+	123	12.833576	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539860:+	15	1.565070	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539856:+	116	12.103210	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539857:+	629	65.628615	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539858:+	3759	392.206618	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539859:+	28937	3019.229288	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539860:+	3014	314.474793	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539861:+	60	6.260281	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539856:+	3	0.313014	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539857:+	39	4.069183	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539858:+	174	18.154816	N	mature,MIMAT0000064
