node_a,node_b,association,is_association_of_interest
hsa-miR-18a-5p,hsa-miR-128-3p,0.07142857142857142,0
hsa-miR-146a-5p,hsa-miR-222-3p,0.07142857142857142,0
hsa-miR-106b-5p,hsa-miR-128-3p,0.07142857142857142,0
hsa-miR-15b-5p,hsa-miR-16-5p,0.06896551724137931,0
hsa-let-7g-5p,hsa-miR-98-5p,0.06666666666666667,0
hsa-miR-30b-5p,hsa-miR-429,0.06666666666666667,0
hsa-miR-106b-5p,hsa-miR-32-5p,0.06666666666666667,0
hsa-miR-193b-3p,hsa-miR-32-5p,0.06666666666666667,0
hsa-miR-29b-3p,hsa-miR-128-3p,0.06666666666666667,0
hsa-miR-141-3p,hsa-miR-200b-3p,0.06666666666666667,0
hsa-miR-330-3p,hsa-miR-342-3p,0.06666666666666667,0
hsa-miR-18a-5p,hsa-miR-106b-5p,0.06451612903225806,0
hsa-miR-330-3p,hsa-miR-502-3p,0.0625,0
hsa-miR-130b-3p,hsa-miR-30c-5p,0.0625,0
hsa-miR-193b-3p,hsa-miR-18a-5p,0.0625,0
hsa-miR-130b-3p,hsa-miR-502-3p,0.0625,0
hsa-miR-96-5p,hsa-miR-15b-5p,0.0625,0
hsa-miR-151a-3p,hsa-miR-30b-5p,0.0625,0
hsa-miR-130b-3p,hsa-miR-128-3p,0.0625,0
hsa-miR-106b-5p,hsa-miR-106a-5p,0.06060606060606061,0
hsa-miR-200c-3p,hsa-miR-590-5p,0.06060606060606061,0
hsa-miR-24-3p,hsa-miR-223-3p,0.058823529411764705,0
hsa-miR-193b-3p,hsa-miR-33a-5p,0.058823529411764705,0
hsa-miR-27b-3p,hsa-miR-106b-5p,0.05660377358490566,0
hsa-miR-106a-5p,hsa-miR-32-5p,0.05555555555555555,0
hsa-miR-29c-3p,hsa-miR-107,0.05555555555555555,0
hsa-miR-27b-3p,hsa-miR-128-3p,0.05555555555555555,0
hsa-miR-148a-3p,hsa-miR-148b-3p,0.05555555555555555,0
hsa-miR-148a-3p,hsa-miR-421,0.05555555555555555,0
hsa-miR-193b-3p,hsa-miR-141-3p,0.05555555555555555,0
hsa-miR-330-3p,hsa-miR-32-5p,0.05555555555555555,0
hsa-miR-30b-5p,hsa-miR-98-5p,0.05555555555555555,0
hsa-miR-30b-5p,hsa-miR-30c-5p,0.05263157894736842,0
hsa-miR-15b-5p,hsa-miR-107,0.05263157894736842,0
hsa-miR-18a-5p,hsa-miR-130b-3p,0.05263157894736842,0
hsa-miR-27b-3p,hsa-miR-18a-5p,0.05128205128205128,0
hsa-miR-501-3p,hsa-miR-148a-3p,0.05,0
hsa-miR-148a-3p,hsa-miR-590-5p,0.05,0
hsa-miR-34a-5p,hsa-miR-125b-5p,0.047619047619047616,0
hsa-miR-24-3p,hsa-miR-22-3p,0.047619047619047616,0
hsa-miR-29a-3p,hsa-miR-27a-3p,0.047619047619047616,0
hsa-miR-29c-3p,hsa-let-7d-5p,0.047619047619047616,0
hsa-miR-25-3p,hsa-miR-7-5p,0.045454545454545456,0
hsa-miR-221-3p,hsa-miR-148a-3p,0.045454545454545456,0
hsa-miR-330-3p,hsa-miR-16-5p,0.045454545454545456,0
hsa-miR-15b-5p,hsa-let-7d-5p,0.045454545454545456,0
hsa-miR-148a-3p,hsa-miR-222-3p,0.045454545454545456,0
hsa-miR-18a-5p,hsa-miR-24-3p,0.043478260869565216,0
hsa-miR-30b-5p,hsa-miR-29b-3p,0.043478260869565216,0
hsa-miR-18a-5p,hsa-miR-25-3p,0.043478260869565216,0
hsa-miR-148a-3p,hsa-miR-502-3p,0.043478260869565216,0
hsa-miR-30b-5p,hsa-miR-130b-3p,0.041666666666666664,0
hsa-miR-200c-3p,hsa-miR-15b-5p,0.04081632653061224,0
hsa-miR-25-3p,hsa-miR-106a-5p,0.04,0
hsa-miR-27b-3p,hsa-miR-34a-5p,0.04,0
hsa-miR-34a-5p,hsa-miR-155-5p,0.04,0
hsa-miR-106b-5p,hsa-miR-374c-5p,0.04,0
hsa-miR-141-3p,hsa-miR-96-5p,0.04,0
hsa-miR-106b-5p,hsa-miR-362-5p,0.04,0
hsa-miR-106b-5p,hsa-miR-501-3p,0.038461538461538464,0
hsa-miR-193b-3p,hsa-miR-15b-5p,0.038461538461538464,0
hsa-miR-193b-3p,hsa-miR-34a-5p,0.037037037037037035,0
hsa-miR-330-3p,hsa-miR-148a-3p,0.03571428571428571,0
hsa-miR-33a-5p,hsa-miR-374b-5p,0.03571428571428571,0
hsa-miR-33a-5p,hsa-miR-429,0.034482758620689655,0
hsa-miR-330-3p,hsa-miR-15b-5p,0.034482758620689655,0
hsa-miR-15b-5p,hsa-miR-130b-3p,0.034482758620689655,0
hsa-miR-33a-5p,hsa-miR-33b-5p,0.03333333333333333,0
hsa-miR-29c-3p,hsa-miR-29a-3p,0.03333333333333333,0
hsa-miR-33a-5p,hsa-let-7d-5p,0.03225806451612903,0
hsa-miR-193b-3p,hsa-miR-106b-5p,0.03225806451612903,0
hsa-miR-33a-5p,hsa-miR-221-3p,0.03125,0
hsa-miR-34a-5p,hsa-miR-29a-3p,0.03125,0
hsa-miR-33a-5p,hsa-miR-30c-5p,0.030303030303030304,0
hsa-miR-27b-3p,hsa-miR-362-5p,0.030303030303030304,0
hsa-miR-106b-5p,hsa-miR-141-3p,0.029411764705882353,0
hsa-miR-200c-3p,hsa-miR-151a-3p,0.029411764705882353,0
hsa-miR-106b-5p,hsa-miR-130b-3p,0.029411764705882353,0
hsa-miR-330-3p,hsa-miR-106b-5p,0.029411764705882353,0
hsa-miR-34a-5p,hsa-miR-24-3p,0.029411764705882353,0
hsa-miR-27b-3p,hsa-miR-181b-5p,0.02857142857142857,0
hsa-miR-33a-5p,hsa-miR-32-5p,0.02857142857142857,0
hsa-miR-29c-3p,hsa-miR-15b-5p,0.027777777777777776,0
hsa-miR-200c-3p,hsa-miR-200b-3p,0.027777777777777776,0
hsa-miR-200c-3p,hsa-miR-342-3p,0.027777777777777776,0
hsa-miR-27b-3p,hsa-miR-23b-3p,0.027777777777777776,0
hsa-miR-18a-5p,hsa-miR-33a-5p,0.027777777777777776,0
hsa-miR-27b-3p,hsa-miR-502-3p,0.02702702702702703,0
hsa-miR-200c-3p,hsa-miR-182-5p,0.02702702702702703,0
hsa-miR-33a-5p,hsa-miR-130b-3p,0.02631578947368421,0
hsa-miR-200c-3p,hsa-miR-30d-5p,0.02631578947368421,0
hsa-miR-29c-3p,hsa-miR-106b-5p,0.024390243902439025,0
hsa-miR-30b-5p,hsa-miR-33a-5p,0.024390243902439025,0
hsa-miR-106b-5p,hsa-miR-148a-3p,0.024390243902439025,0
hsa-miR-106b-5p,hsa-miR-15b-5p,0.023809523809523808,0
hsa-miR-27b-3p,hsa-miR-130b-3p,0.023809523809523808,0
hsa-miR-200c-3p,hsa-miR-141-3p,0.023809523809523808,0
hsa-miR-200c-3p,hsa-miR-330-3p,0.023809523809523808,0
hsa-miR-200c-3p,hsa-miR-16-5p,0.023255813953488372,0
hsa-miR-27b-3p,hsa-miR-29a-3p,0.022727272727272728,0
hsa-miR-200c-3p,hsa-miR-30b-5p,0.022222222222222223,0
hsa-miR-200c-3p,hsa-miR-96-5p,0.021739130434782608,0
hsa-miR-200c-3p,hsa-miR-25-3p,0.021739130434782608,0
hsa-miR-33a-5p,hsa-miR-34a-5p,0.02127659574468085,0
hsa-miR-200c-3p,hsa-miR-148a-3p,0.02040816326530612,0
hsa-miR-200c-3p,hsa-miR-29c-3p,0.02040816326530612,0
hsa-miR-27b-3p,hsa-miR-148a-3p,0.02040816326530612,0
hsa-miR-200c-3p,hsa-miR-106b-5p,0.01818181818181818,0
hsa-miR-26a-5p,hsa-miR-27a-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-185-5p,0.0,0
hsa-miR-26a-5p,hsa-let-7b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-17-5p,0.0,0
hsa-miR-33b-5p,hsa-let-7b-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-17-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-128-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-185-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-142-5p,0.0,0
hsa-miR-26a-5p,hsa-let-7i-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-1271-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-27a-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-363-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-378a-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-1271-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-128-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-363-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-23b-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-222-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-502-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-374c-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-212-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-193a-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-301a-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-142-5p,0.0,0
hsa-miR-33b-5p,hsa-let-7i-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-195-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-135b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-532-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-150-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-532-3p,0.0,0
hsa-miR-182-5p,hsa-miR-199a-5p,0.0,0
hsa-miR-182-5p,hsa-miR-15a-5p,0.0,0
hsa-miR-182-5p,hsa-miR-299-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-135b-5p,0.0,0
hsa-miR-182-5p,hsa-miR-107,0.0,0
hsa-miR-33b-5p,hsa-miR-195-5p,0.0,0
hsa-miR-182-5p,hsa-miR-186-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-301a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-26b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-193a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-143-3p,0.0,0
hsa-miR-182-5p,hsa-miR-708-5p,0.0,0
hsa-miR-182-5p,hsa-miR-20b-5p,0.0,0
hsa-miR-182-5p,hsa-miR-200a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-374b-5p,0.0,0
hsa-miR-379-5p,hsa-miR-128-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-30c-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-23b-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-421,0.0,0
hsa-miR-33b-5p,hsa-miR-222-3p,0.0,0
hsa-miR-22-3p,hsa-miR-23a-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-502-3p,0.0,0
hsa-miR-26a-5p,hsa-let-7d-5p,0.0,0
hsa-miR-182-5p,hsa-let-7f-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-140-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-16-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-374c-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-379-5p,0.0,0
hsa-miR-379-5p,hsa-miR-17-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-212-3p,0.0,0
hsa-miR-182-5p,hsa-miR-146b-5p,0.0,0
hsa-miR-182-5p,hsa-miR-30e-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-98-5p,0.0,0
hsa-miR-22-3p,hsa-let-7f-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-107,0.0,0
hsa-miR-26a-5p,hsa-miR-186-5p,0.0,0
hsa-miR-22-3p,hsa-miR-374b-5p,0.0,0
hsa-miR-22-3p,hsa-miR-338-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-143-3p,0.0,0
hsa-miR-22-3p,hsa-miR-200a-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-708-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-20b-5p,0.0,0
hsa-miR-22-3p,hsa-miR-20b-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-200a-3p,0.0,0
hsa-miR-22-3p,hsa-miR-708-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-374b-5p,0.0,0
hsa-miR-26a-5p,hsa-let-7f-5p,0.0,0
hsa-miR-22-3p,hsa-miR-143-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-378a-3p,0.0,0
hsa-miR-379-5p,hsa-let-7i-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-146b-5p,0.0,0
hsa-miR-22-3p,hsa-miR-26b-5p,0.0,0
hsa-miR-379-5p,hsa-miR-16-5p,0.0,0
hsa-miR-379-5p,hsa-miR-140-5p,0.0,0
hsa-miR-22-3p,hsa-miR-186-5p,0.0,0
hsa-miR-379-5p,hsa-miR-98-5p,0.0,0
hsa-miR-379-5p,hsa-miR-532-3p,0.0,0
hsa-miR-379-5p,hsa-miR-378a-3p,0.0,0
hsa-miR-22-3p,hsa-miR-107,0.0,0
hsa-miR-379-5p,hsa-let-7d-5p,0.0,0
hsa-miR-22-3p,hsa-miR-299-5p,0.0,0
hsa-miR-379-5p,hsa-miR-421,0.0,0
hsa-miR-22-3p,hsa-miR-15a-5p,0.0,0
hsa-miR-22-3p,hsa-miR-199a-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-30e-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-378c,0.0,0
hsa-miR-26a-5p,hsa-miR-320b,0.0,0
hsa-miR-33b-5p,hsa-miR-421,0.0,0
hsa-miR-33b-5p,hsa-let-7d-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-452-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-98-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-454-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-223-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-339-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-423-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-140-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-429,0.0,0
hsa-miR-33b-5p,hsa-miR-16-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-196a-5p,0.0,0
hsa-miR-379-5p,hsa-miR-142-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-299-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-379-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-125b-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-92b-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-134-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-26a-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-340-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-23a-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-449a,0.0,0
hsa-miR-26a-5p,hsa-miR-338-3p,0.0,0
hsa-miR-26a-5p,hsa-miR-199a-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-182-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-15a-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-590-5p,0.0,0
hsa-miR-22-3p,hsa-miR-146b-5p,0.0,0
hsa-miR-22-3p,hsa-miR-30e-5p,0.0,0
hsa-miR-26a-5p,hsa-miR-19b-3p,0.0,0
hsa-miR-590-5p,hsa-miR-199a-5p,0.0,0
hsa-miR-33b-5p,hsa-let-7f-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-30e-5p,0.0,0
hsa-miR-590-5p,hsa-miR-338-3p,0.0,0
hsa-miR-590-5p,hsa-miR-449a,0.0,0
hsa-miR-590-5p,hsa-miR-23a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-340-5p,0.0,0
hsa-miR-182-5p,hsa-miR-338-3p,0.0,0
hsa-miR-590-5p,hsa-miR-92b-3p,0.0,0
hsa-miR-590-5p,hsa-miR-125b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-19b-3p,0.0,0
hsa-miR-590-5p,hsa-miR-196a-5p,0.0,0
hsa-miR-590-5p,hsa-miR-429,0.0,0
hsa-miR-33b-5p,hsa-miR-146b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-423-5p,0.0,0
hsa-miR-590-5p,hsa-miR-339-5p,0.0,0
hsa-miR-590-5p,hsa-miR-134-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-26b-5p,0.0,0
hsa-miR-379-5p,hsa-let-7b-5p,0.0,0
hsa-miR-590-5p,hsa-let-7f-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-143-3p,0.0,0
hsa-miR-590-5p,hsa-miR-374b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-200a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-20b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-708-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-374b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-26b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-708-5p,0.0,0
hsa-miR-590-5p,hsa-miR-186-5p,0.0,0
hsa-miR-590-5p,hsa-miR-107,0.0,0
hsa-miR-33b-5p,hsa-miR-20b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-200a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-299-5p,0.0,0
hsa-miR-590-5p,hsa-miR-15a-5p,0.0,0
hsa-miR-590-5p,hsa-miR-143-3p,0.0,0
hsa-miR-590-5p,hsa-miR-98-5p,0.0,0
hsa-miR-590-5p,hsa-miR-222-3p,0.0,0
hsa-miR-590-5p,hsa-miR-23b-3p,0.0,0
hsa-miR-590-5p,hsa-miR-363-3p,0.0,0
hsa-miR-590-5p,hsa-let-7d-5p,0.0,0
hsa-miR-590-5p,hsa-miR-27a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-1271-5p,0.0,0
hsa-miR-590-5p,hsa-miR-182-5p,0.0,0
hsa-miR-590-5p,hsa-miR-185-5p,0.0,0
hsa-miR-590-5p,hsa-let-7b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-17-5p,0.0,0
hsa-miR-590-5p,hsa-miR-128-3p,0.0,0
hsa-miR-590-5p,hsa-miR-142-5p,0.0,0
hsa-miR-590-5p,hsa-let-7i-5p,0.0,0
hsa-miR-590-5p,hsa-miR-378a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-532-3p,0.0,0
hsa-miR-590-5p,hsa-miR-421,0.0,0
hsa-miR-590-5p,hsa-miR-223-3p,0.0,0
hsa-miR-590-5p,hsa-miR-454-3p,0.0,0
hsa-miR-590-5p,hsa-miR-452-5p,0.0,0
hsa-miR-590-5p,hsa-miR-26a-5p,0.0,0
hsa-miR-590-5p,hsa-miR-379-5p,0.0,0
hsa-miR-590-5p,hsa-miR-320b,0.0,0
hsa-miR-590-5p,hsa-miR-378c,0.0,0
hsa-miR-590-5p,hsa-miR-30c-5p,0.0,0
hsa-miR-590-5p,hsa-miR-502-3p,0.0,0
hsa-miR-590-5p,hsa-miR-135b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-16-5p,0.0,0
hsa-miR-590-5p,hsa-miR-140-5p,0.0,0
hsa-miR-590-5p,hsa-miR-195-5p,0.0,0
hsa-miR-590-5p,hsa-miR-301a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-193a-3p,0.0,0
hsa-miR-590-5p,hsa-miR-212-3p,0.0,0
hsa-miR-590-5p,hsa-miR-374c-5p,0.0,0
hsa-miR-590-5p,hsa-miR-150-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-320b,0.0,0
hsa-miR-182-5p,hsa-miR-378c,0.0,0
hsa-miR-182-5p,hsa-miR-30c-5p,0.0,0
hsa-miR-182-5p,hsa-miR-150-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-452-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-454-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-223-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-186-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-423-5p,0.0,0
hsa-miR-182-5p,hsa-miR-135b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-429,0.0,0
hsa-miR-182-5p,hsa-miR-195-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-196a-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-19b-3p,0.0,0
hsa-miR-182-5p,hsa-miR-301a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-193a-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-339-5p,0.0,0
hsa-miR-182-5p,hsa-miR-449a,0.0,0
hsa-miR-182-5p,hsa-miR-23a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-340-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-150-5p,0.0,0
hsa-miR-182-5p,hsa-miR-134-5p,0.0,0
hsa-miR-182-5p,hsa-miR-92b-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-30c-5p,0.0,0
hsa-miR-182-5p,hsa-miR-125b-5p,0.0,0
hsa-miR-182-5p,hsa-miR-320b,0.0,0
hsa-miR-182-5p,hsa-miR-196a-5p,0.0,0
hsa-miR-182-5p,hsa-miR-429,0.0,0
hsa-miR-33b-5p,hsa-miR-378c,0.0,0
hsa-miR-182-5p,hsa-miR-423-5p,0.0,0
hsa-miR-182-5p,hsa-miR-339-5p,0.0,0
hsa-miR-182-5p,hsa-miR-223-3p,0.0,0
hsa-miR-182-5p,hsa-miR-454-3p,0.0,0
hsa-miR-182-5p,hsa-miR-452-5p,0.0,0
hsa-miR-182-5p,hsa-miR-19b-3p,0.0,0
hsa-miR-182-5p,hsa-miR-142-5p,0.0,0
hsa-miR-182-5p,hsa-let-7i-5p,0.0,0
hsa-miR-182-5p,hsa-miR-532-3p,0.0,0
hsa-miR-182-5p,hsa-miR-378a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-421,0.0,0
hsa-miR-33b-5p,hsa-miR-199a-5p,0.0,0
hsa-miR-182-5p,hsa-let-7d-5p,0.0,0
hsa-miR-182-5p,hsa-miR-98-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-125b-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-15a-5p,0.0,0
hsa-miR-182-5p,hsa-miR-16-5p,0.0,0
hsa-miR-182-5p,hsa-miR-379-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-299-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-107,0.0,0
hsa-miR-182-5p,hsa-miR-26a-5p,0.0,0
hsa-miR-590-5p,hsa-miR-146b-5p,0.0,0
hsa-miR-590-5p,hsa-miR-30e-5p,0.0,0
hsa-miR-182-5p,hsa-miR-140-5p,0.0,0
hsa-miR-182-5p,hsa-miR-212-3p,0.0,0
hsa-miR-182-5p,hsa-miR-374c-5p,0.0,0
hsa-miR-182-5p,hsa-miR-502-3p,0.0,0
hsa-miR-182-5p,hsa-miR-222-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-92b-3p,0.0,0
hsa-miR-182-5p,hsa-miR-23b-3p,0.0,0
hsa-miR-182-5p,hsa-miR-363-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-134-5p,0.0,0
hsa-miR-182-5p,hsa-miR-128-3p,0.0,0
hsa-miR-33b-5p,hsa-miR-340-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-23a-3p,0.0,0
hsa-miR-182-5p,hsa-miR-1271-5p,0.0,0
hsa-miR-33b-5p,hsa-miR-449a,0.0,0
hsa-miR-182-5p,hsa-miR-185-5p,0.0,0
