id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient
ATXN1,ATXN1,Messenger RNA,0.0,0,1,0.1645376085859481,0.5463917525773195,0.1818181818181818,0.3333333333333333
ZNFX1,ZNFX1,Messenger RNA,0.0,0,1,0.0091618480773506,0.501577287066246,0.0909090909090909,1.0
ERBB3,ERBB3,Messenger RNA,1.0,5,0,,,,
CCND2,CCND2,Messenger RNA,0.0,0,1,0.071987127677598,0.5932835820895522,0.1363636363636363,1.0
RTN4,RTN4,Messenger RNA,3.0,2,0,,,,
SMIM14,SMIM14,Messenger RNA,0.0,0,1,0.0051178590258422,0.4877300613496932,0.0909090909090909,1.0
NREP,NREP,Messenger RNA,0.0,3,0,,,,
SERTAD3,SERTAD3,Messenger RNA,0.0,0,1,0.0,0.258957654723127,0.0454545454545454,
LRRC8C,LRRC8C,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
RXRG,RXRG,Messenger RNA,0.0,9,0,,,,
COPS7B,COPS7B,Messenger RNA,0.0,1,0,,,,
KLF3,KLF3,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
PLXNA4,PLXNA4,Messenger RNA,0.0,0,1,0.0087431698201183,0.3794749403341289,0.0909090909090909,0.0
KIF19,KIF19,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
FCMR,FCMR,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
RASGRF2,RASGRF2,Messenger RNA,0.0,0,1,0.0303821965937461,0.5096153846153846,0.1818181818181818,0.8333333333333334
TOM1L2,TOM1L2,Messenger RNA,0.0,0,1,0.0,0.3426724137931034,0.0454545454545454,
ARL4C,ARL4C,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
PPM1F,PPM1F,Messenger RNA,0.0,0,1,0.033724347031955,0.496875,0.0909090909090909,1.0
MSN,MSN,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
DCBLD1,DCBLD1,Messenger RNA,0.0,12,0,,,,
MMP2,MMP2,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
SFXN5,SFXN5,Messenger RNA,0.0,4,0,,,,
IKZF1,IKZF1,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
FYCO1,FYCO1,Messenger RNA,0.0,0,1,0.0055037707942243,0.4517045454545454,0.1363636363636363,1.0
TRIM8,TRIM8,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
SEMA4A,SEMA4A,Messenger RNA,0.0,4,0,,,,
TOMM40,TOMM40,Messenger RNA,0.0,6,0,,,,
RND3,RND3,Messenger RNA,0.0,0,1,0.0284152285178237,0.4704142011834319,0.0909090909090909,0.0
CHRDL1,CHRDL1,Messenger RNA,0.0,0,1,0.0,0.3441558441558441,0.0454545454545454,
AXL,AXL,Messenger RNA,0.0,0,1,0.0,0.3533333333333333,0.0454545454545454,
TACC1,TACC1,Messenger RNA,0.0,0,1,0.0542961835569534,0.5824175824175825,0.0909090909090909,1.0
SYTL4,SYTL4,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
FBXO46,FBXO46,Messenger RNA,0.0,17,0,,,,
SLC5A6,SLC5A6,Messenger RNA,0.0,7,0,,,,
PDE7B,PDE7B,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
KIF18B,KIF18B,Messenger RNA,0.0,6,0,,,,
HEG1,HEG1,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
FAM104A,FAM104A,Messenger RNA,0.0,13,0,,,,
WIPF1,WIPF1,Messenger RNA,0.0,0,1,0.0230902067461028,0.4517045454545454,0.0909090909090909,0.0
KLF2,KLF2,Messenger RNA,0.0,0,1,0.0363280400261039,0.3557046979865771,0.0909090909090909,0.0
ICOS,ICOS,Messenger RNA,0.0,0,1,0.0,0.3161033797216699,0.0454545454545454,
GNAS,GNAS,Messenger RNA,0.0,18,0,,,,
ADAM19,ADAM19,Messenger RNA,0.0,0,1,0.0,0.3533333333333333,0.0454545454545454,
HAS2,HAS2,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
CAMK2B,CAMK2B,Messenger RNA,0.0,4,0,,,,
TMEM134,TMEM134,Messenger RNA,0.0,14,0,,,,
YPEL5,YPEL5,Messenger RNA,0.0,0,1,0.0360776362279786,0.4228723404255319,0.0909090909090909,0.0
ABHD5,ABHD5,Messenger RNA,0.0,3,0,,,,
TP53INP2,TP53INP2,Messenger RNA,0.0,5,0,,,,
ESR1,ESR1,Messenger RNA,0.0,0,1,0.0274259964590927,0.4953271028037383,0.1818181818181818,0.5
MAF,MAF,Messenger RNA,0.0,0,1,0.0,0.4005037783375315,0.0454545454545454,
PAPLN,PAPLN,Messenger RNA,0.0,10,0,,,,
FOXO1,FOXO1,Messenger RNA,0.0,0,1,0.0481473424697266,0.4746268656716418,0.0909090909090909,0.0
KIAA0513,KIAA0513,Messenger RNA,0.0,0,1,0.0542961835569534,0.5824175824175825,0.0909090909090909,1.0
ZNF597,ZNF597,Messenger RNA,4.0,0,1,0.0401996349067093,0.4922600619195046,0.0909090909090909,1.0
IFFO2,IFFO2,Messenger RNA,0.0,19,0,,,,
DPY19L3,DPY19L3,Messenger RNA,0.0,0,1,0.0,0.2461300309597523,0.0454545454545454,
KMT5C,KMT5C,Messenger RNA,0.0,4,0,,,,
BNC2,BNC2,Messenger RNA,0.0,0,1,0.0836218223651413,0.5247524752475248,0.1363636363636363,0.3333333333333333
EIF2S2,EIF2S2,Messenger RNA,0.0,15,0,,,,
ABCB7,ABCB7,Messenger RNA,0.0,1,0,,,,
ZKSCAN1,ZKSCAN1,Messenger RNA,4.0,20,0,,,,
ZFPM2,ZFPM2,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
CERT1,CERT1,Messenger RNA,0.0,0,1,0.0,0.3173652694610778,0.0454545454545454,
MIDN,MIDN,Messenger RNA,0.0,5,0,,,,
ZNF25,ZNF25,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
CREBRF,CREBRF,Messenger RNA,0.0,0,1,0.0125730850948023,0.4892307692307692,0.0909090909090909,1.0
ASTN1,ASTN1,Messenger RNA,0.0,0,1,0.033724347031955,0.496875,0.0909090909090909,1.0
C6orf120,C6orf120,Messenger RNA,0.0,16,0,,,,
STK17B,STK17B,Messenger RNA,0.0,0,1,0.0125730850948023,0.4892307692307692,0.0909090909090909,1.0
SBK1,SBK1,Messenger RNA,0.0,5,0,,,,
CYRIB,CYRIB,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
KCND3,KCND3,Messenger RNA,0.0,0,1,0.0077966958738444,0.424,0.0909090909090909,1.0
ARHGEF3,ARHGEF3,Messenger RNA,0.0,0,1,0.0143441053670035,0.4504249291784702,0.1363636363636363,0.3333333333333333
RORB,RORB,Messenger RNA,0.0,0,1,0.0598216227974766,0.4847560975609756,0.0909090909090909,0.0
DIAPH2,DIAPH2,Messenger RNA,0.0,0,1,0.0,0.3161033797216699,0.0454545454545454,
FLI1,FLI1,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
TNS3,TNS3,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
TNS1,TNS1,Messenger RNA,0.0,0,1,0.0542961835569534,0.5824175824175825,0.0909090909090909,1.0
MYLK4,MYLK4,Messenger RNA,0.0,21,0,,,,
TRHDE,TRHDE,Messenger RNA,0.0,10,0,,,,
FOSL2,FOSL2,Messenger RNA,0.0,0,1,0.0,0.3173652694610778,0.0454545454545454,
ANTXR2,ANTXR2,Messenger RNA,0.0,0,1,0.033724347031955,0.496875,0.0909090909090909,1.0
EIF3M,EIF3M,Messenger RNA,1.0,11,0,,,,
PLCXD3,PLCXD3,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
NTN4,NTN4,Messenger RNA,0.0,0,1,0.0034145726791456,0.4097938144329897,0.0909090909090909,1.0
TARDBP,TARDBP,Messenger RNA,0.0,22,0,,,,
ZEB1,ZEB1,Messenger RNA,0.0,0,1,0.0720884695193116,0.5112540192926045,0.1363636363636363,0.3333333333333333
PAX5,PAX5,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
JADE2,JADE2,Messenger RNA,0.0,0,1,0.0,0.3533333333333333,0.0454545454545454,
MARCHF9,MARCHF9,Messenger RNA,0.0,8,0,,,,
PURA,PURA,Messenger RNA,0.0,0,1,0.0051178590258422,0.4877300613496932,0.0909090909090909,1.0
PRDM16,PRDM16,Messenger RNA,0.0,0,1,0.0,0.4005037783375315,0.0454545454545454,
CAMK4,CAMK4,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
DAB2,DAB2,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
ANKRD44,ANKRD44,Messenger RNA,0.0,0,1,0.0308370142354385,0.3935643564356436,0.0909090909090909,0.0
RPS6KA2,RPS6KA2,Messenger RNA,0.0,0,1,0.0051178590258422,0.4877300613496932,0.0909090909090909,1.0
RNF122,RNF122,Messenger RNA,0.0,23,0,,,,
ITM2B,ITM2B,Messenger RNA,0.0,0,1,0.0077966958738444,0.424,0.0909090909090909,1.0
CELF2,CELF2,Messenger RNA,0.0,0,1,0.0363280400261039,0.4732142857142857,0.0909090909090909,0.0
P2RX1,P2RX1,Messenger RNA,0.0,7,0,,,,
SMARCD1,SMARCD1,Messenger RNA,0.0,2,0,,,,
RXRA,RXRA,Messenger RNA,0.0,2,0,,,,
TLR4,TLR4,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
DIPK1A,DIPK1A,Messenger RNA,0.0,0,1,7.251105793633529e-05,0.2717948717948718,0.0909090909090909,1.0
HMGA1,HMGA1,Messenger RNA,0.0,11,0,,,,
RAB3IP,RAB3IP,Messenger RNA,0.0,6,0,,,,
ST3GAL5,ST3GAL5,Messenger RNA,0.0,10,0,,,,
ZNF423,ZNF423,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
SCN2B,SCN2B,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
C1orf198,C1orf198,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
TADA2B,TADA2B,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
RGS4,RGS4,Messenger RNA,0.0,0,1,0.0,0.3776722090261282,0.0454545454545454,
AGFG2,AGFG2,Messenger RNA,0.0,0,1,0.0002292389706176,0.3565022421524663,0.0909090909090909,1.0
PCNX1,PCNX1,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
BFAR,BFAR,Messenger RNA,0.0,12,0,,,,
CCDC50,CCDC50,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
IGF1R,IGF1R,Messenger RNA,0.0,15,0,,,,
AFF1,AFF1,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
PDGFRA,PDGFRA,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
FSTL1,FSTL1,Messenger RNA,0.0,0,1,0.0027650269929024,0.4262734584450402,0.0909090909090909,1.0
LASP1,LASP1,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
RUNX1T1,RUNX1T1,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
PLEKHM1,PLEKHM1,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
NCEH1,NCEH1,Messenger RNA,0.0,0,1,0.0051178590258422,0.4877300613496932,0.0909090909090909,1.0
GAN,GAN,Messenger RNA,0.0,24,0,,,,
FGF1,FGF1,Messenger RNA,0.0,0,1,0.0,0.3173652694610778,0.0454545454545454,
ELFN2,ELFN2,Messenger RNA,1.0,0,1,0.0,0.3533333333333333,0.0454545454545454,
KLHL18,KLHL18,Messenger RNA,0.0,2,0,,,,
RORA,RORA,Messenger RNA,3.0,0,1,0.0,0.3533333333333333,0.0454545454545454,
MAP2,MAP2,Messenger RNA,0.0,25,0,,,,
TCF4,TCF4,Messenger RNA,0.0,0,1,0.0393908335210019,0.4862385321100917,0.0909090909090909,0.0
MORF4L1,MORF4L1,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
LAMP5,LAMP5,Messenger RNA,0.0,0,1,0.0,0.3776722090261282,0.0454545454545454,
NHLRC3,NHLRC3,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
PRRX1,PRRX1,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
ABAT,ABAT,Messenger RNA,0.0,16,0,,,,
SUGT1,SUGT1,Messenger RNA,0.0,2,0,,,,
CXCL14,CXCL14,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
RHOBTB1,RHOBTB1,Messenger RNA,0.0,3,0,,,,
SFXN1,SFXN1,Messenger RNA,0.0,1,0,,,,
PLEKHO2,PLEKHO2,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
EFCAB14,EFCAB14,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
RAP2B,RAP2B,Messenger RNA,0.0,1,0,,,,
DAZAP2,DAZAP2,Messenger RNA,0.0,0,1,0.0091618480773506,0.501577287066246,0.0909090909090909,1.0
KCTD15,KCTD15,Messenger RNA,0.0,26,0,,,,
PKIA,PKIA,Messenger RNA,0.0,9,0,,,,
ARHGAP24,ARHGAP24,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
ITSN1,ITSN1,Messenger RNA,0.0,1,0,,,,
HIVEP3,HIVEP3,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
NMT1,NMT1,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
CHST1,CHST1,Messenger RNA,0.0,0,1,0.0,0.258957654723127,0.0454545454545454,
SCN1B,SCN1B,Messenger RNA,0.0,0,1,0.0,0.2713310580204778,0.0454545454545454,
PRKACB,PRKACB,Messenger RNA,0.0,0,1,0.0092156576816498,0.3955223880597014,0.1363636363636363,0.3333333333333333
NGFR,NGFR,Messenger RNA,0.0,27,0,,,,
MAP4K4,MAP4K4,Messenger RNA,2.0,1,0,,,,
BACH2,BACH2,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
NFIA,NFIA,Messenger RNA,0.0,28,0,,,,
SALL1,SALL1,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
PRRG1,PRRG1,Messenger RNA,0.0,0,1,0.0719261796587551,0.5371621621621622,0.0909090909090909,0.0
FAM241A,FAM241A,Messenger RNA,0.0,0,1,0.0,0.4005037783375315,0.0454545454545454,
NOVA1,NOVA1,Messenger RNA,0.0,0,1,0.0,0.3225152129817444,0.0454545454545454,
NEK9,NEK9,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
KSR1,KSR1,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
PHF6,PHF6,Messenger RNA,0.0,1,0,,,,
CD200R1,CD200R1,Messenger RNA,0.0,7,0,,,,
SYNPO2,SYNPO2,Messenger RNA,0.0,0,1,0.0,0.3426724137931034,0.0454545454545454,
IGF1,IGF1,Messenger RNA,0.0,0,1,0.0243637154666086,0.3326359832635983,0.0909090909090909,0.0
PLEKHA5,PLEKHA5,Messenger RNA,0.0,29,0,,,,
FOXP1,FOXP1,Messenger RNA,0.0,0,1,0.0,0.3426724137931034,0.0454545454545454,
BCL11B,BCL11B,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
ARHGAP19,ARHGAP19,Messenger RNA,0.0,30,0,,,,
ZC3H12C,ZC3H12C,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
PCDHA6,PCDHA6,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
CREBL2,CREBL2,Messenger RNA,0.0,0,1,0.0,0.375886524822695,0.0454545454545454,
NEGR1,NEGR1,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
MEOX1,MEOX1,Messenger RNA,2.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
TIA1,TIA1,Messenger RNA,0.0,1,0,,,,
RLIM,RLIM,Messenger RNA,0.0,0,1,0.0,0.3225152129817444,0.0454545454545454,
SLC35B4,SLC35B4,Messenger RNA,0.0,1,0,,,,
FGF14,FGF14,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
NRIP1,NRIP1,Messenger RNA,0.0,0,1,0.0,0.3225152129817444,0.0454545454545454,
SESN1,SESN1,Messenger RNA,0.0,4,0,,,,
FKBP14,FKBP14,Messenger RNA,0.0,3,0,,,,
PTPRQ,PTPRQ,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
GPX7,GPX7,Messenger RNA,0.0,3,0,,,,
MOSPD1,MOSPD1,Messenger RNA,0.0,2,0,,,,
IL6ST,IL6ST,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
CD86,CD86,Messenger RNA,0.0,7,0,,,,
TNFAIP8,TNFAIP8,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
JAK1,JAK1,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
NEK10,NEK10,Messenger RNA,0.0,0,1,0.0,0.3441558441558441,0.0454545454545454,
GDI2,GDI2,Messenger RNA,0.0,11,0,,,,
LMOD1,LMOD1,Messenger RNA,0.0,0,1,0.0,0.4690265486725664,0.0454545454545454,
FBXO39,FBXO39,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
SSTR1,SSTR1,Messenger RNA,0.0,4,0,,,,
DCUN1D5,DCUN1D5,Messenger RNA,0.0,31,0,,,,
ACER3,ACER3,Messenger RNA,0.0,13,0,,,,
PDE1B,PDE1B,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
ETS1,ETS1,Messenger RNA,0.0,0,1,0.0,0.4173228346456692,0.0454545454545454,
SLC46A3,SLC46A3,Messenger RNA,0.0,0,1,0.0,0.3776722090261282,0.0454545454545454,
ARPP19,ARPP19,Messenger RNA,0.0,2,0,,,,
SESN3,SESN3,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
RBL2,RBL2,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
CYBRD1,CYBRD1,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
ZNF385A,ZNF385A,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
PCDH9,PCDH9,Messenger RNA,0.0,0,1,0.0,0.33125,0.0454545454545454,
SLC38A1,SLC38A1,Messenger RNA,0.0,1,0,,,,
HSPA12A,HSPA12A,Messenger RNA,0.0,32,0,,,,
LRCH1,LRCH1,Messenger RNA,0.0,0,1,0.0091618480773506,0.501577287066246,0.0909090909090909,1.0
SMARCD2,SMARCD2,Messenger RNA,0.0,1,0,,,,
SYT11,SYT11,Messenger RNA,0.0,0,1,0.0,0.3225152129817444,0.0454545454545454,
SH3BP5L,SH3BP5L,Messenger RNA,0.0,14,0,,,,
CORO2B,CORO2B,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
SCN8A,SCN8A,Messenger RNA,0.0,0,1,0.0,0.3441558441558441,0.0454545454545454,
CDS2,CDS2,Messenger RNA,0.0,8,0,,,,
TMEM50B,TMEM50B,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
FNDC3A,FNDC3A,Messenger RNA,0.0,0,1,0.0,0.4380165289256198,0.0454545454545454,
CAMTA2,CAMTA2,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
LIMD1,LIMD1,Messenger RNA,0.0,8,0,,,,
HDAC9,HDAC9,Messenger RNA,0.0,0,1,0.0,0.3517699115044247,0.0454545454545454,
PACRGL,PACRGL,Messenger RNA,0.0,1,0,,,,
OPCML,OPCML,Messenger RNA,0.0,8,0,,,,
UNC13B,UNC13B,Messenger RNA,0.0,3,0,,,,
B4GALT5,B4GALT5,Messenger RNA,0.0,1,0,,,,
DNAL4,DNAL4,Messenger RNA,0.0,6,0,,,,
DYNLL2,DYNLL2,Messenger RNA,0.0,2,0,,,,
TGFBR2,TGFBR2,Messenger RNA,0.0,0,1,0.0,0.4774774774774775,0.0454545454545454,
DHX36,DHX36,Messenger RNA,0.0,1,0,,,,
CCND2,CCND2,Messenger RNA,1.0,0,1,0.0383211723372661,0.6912751677852349,0.3076923076923077,1.0
