id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient
CELF2,CELF2,Messenger RNA,1.0,0,1,0.0,0.4497816593886463,0.07692307692307693,
SSTR1,SSTR1,Messenger RNA,0.0,0,1,0.0,0.4497816593886463,0.07692307692307693,
AXL,AXL,Messenger RNA,1.0,0,1,0.0,0.4975845410628019,0.07692307692307693,
RASGRF2,RASGRF2,Messenger RNA,0.0,0,1,0.0009216515787229179,0.5392670157068062,0.15384615384615385,1.0
ANKRD44,ANKRD44,Messenger RNA,1.0,0,1,0.0,0.5228426395939086,0.07692307692307693,
PRKACB,PRKACB,Messenger RNA,0.0,0,1,0.0,0.5228426395939086,0.07692307692307693,
WIPF1,WIPF1,Messenger RNA,3.0,0,1,0.0,0.4790697674418605,0.07692307692307693,
SLC46A3,SLC46A3,Messenger RNA,0.0,0,1,0.0,0.4790697674418605,0.07692307692307693,
MSN,MSN,Messenger RNA,1.0,0,1,0.0,0.5024390243902439,0.07692307692307693,
RXRA,RXRA,Messenger RNA,2.0,0,1,0.0,0.5024390243902439,0.07692307692307693,
ELFN2,ELFN2,Messenger RNA,1.0,0,1,0.0,0.42386831275720166,0.07692307692307693,
NOVA1,NOVA1,Messenger RNA,0.0,0,1,0.0,0.5024390243902439,0.07692307692307693,
SESN3,SESN3,Messenger RNA,2.0,0,1,0.0,0.4618834080717489,0.07692307692307693,
KEGG:05202,Transcriptional misregulation in cancer,Pathway,0.0,0,1,0.30359329180244826,0.5072463768115942,0.3695652173913043,0.22794117647058823
KEGG:05200,Pathways in cancer,Pathway,4.0,0,1,0.26636532230728527,0.5555555555555556,0.3913043478260869,0.5098039215686274
KEGG:04211,Longevity regulating pathway,Pathway,0.0,0,1,0.06990250972006895,0.4605263157894737,0.15217391304347827,0.5714285714285714
KEGG:04020,Calcium signaling pathway,Pathway,0.0,0,1,0.15431785162682654,0.4069767441860465,0.2391304347826087,0.3090909090909091
KEGG:01521,EGFR tyrosine kinase inhibitor resistance,Pathway,0.0,0,1,0.05390186763399853,0.4666666666666667,0.13043478260869565,0.6
KEGG:01522,Endocrine resistance,Pathway,0.0,0,1,0.02021728669460939,0.45454545454545453,0.13043478260869565,1.0
KEGG:04010,MAPK signaling pathway,Pathway,0.0,0,1,0.13144895350142347,0.5,0.2391304347826087,0.5818181818181818
KEGG:04068,FoxO signaling pathway,Pathway,0.0,0,1,0.07746362194888969,0.4430379746835443,0.15217391304347827,0.47619047619047616
KEGG:05205,Proteoglycans in cancer,Pathway,0.0,0,1,0.09744833108616405,0.47297297297297297,0.19565217391304346,0.5277777777777778
KEGG:04659,Th17 cell differentiation,Pathway,0.0,0,1,0.04299496751587847,0.3763440860215054,0.13043478260869565,0.6666666666666666
KEGG:04014,Ras signaling pathway,Pathway,0.0,0,1,0.07790759997287984,0.47297297297297297,0.19565217391304346,0.7222222222222222
KEGG:04115,p53 signaling pathway,Pathway,0.0,0,1,0.05479638345398047,0.42168674698795183,0.10869565217391304,0.4
KEGG:05214,Glioma,Pathway,0.0,0,1,0.01953841736686959,0.44871794871794873,0.10869565217391304,1.0
