node_a,node_b,association
hsa-miR-200b-3p,hsa-miR-195-5p,0.05063291139240506
hsa-miR-378a-3p,hsa-miR-1306-5p,0.050505050505050504
hsa-miR-301a-3p,hsa-miR-551b-3p,0.05
hsa-miR-141-3p,hsa-miR-30d-5p,0.05
hsa-miR-21-5p,hsa-miR-181a-5p,0.05
hsa-miR-9-5p,hsa-miR-542-3p,0.05
hsa-miR-200a-3p,hsa-miR-135a-5p,0.05
hsa-miR-148a-3p,hsa-miR-493-5p,0.05
hsa-miR-130b-3p,hsa-miR-582-5p,0.05
hsa-miR-34c-5p,hsa-miR-30d-5p,0.05
hsa-let-7b-5p,hsa-miR-26a-5p,0.04918032786885246
hsa-let-7d-5p,hsa-miR-98-5p,0.04838709677419355
hsa-let-7b-5p,hsa-miR-130a-3p,0.04838709677419355
hsa-miR-141-3p,hsa-miR-181d-5p,0.04838709677419355
hsa-miR-181c-5p,hsa-miR-100-5p,0.047619047619047616
hsa-miR-135a-5p,hsa-miR-30d-5p,0.047619047619047616
hsa-miR-31-5p,hsa-miR-29c-3p,0.047619047619047616
hsa-miR-181d-5p,hsa-miR-34c-5p,0.047619047619047616
hsa-miR-141-3p,hsa-miR-21-5p,0.047619047619047616
hsa-miR-141-3p,hsa-miR-181b-5p,0.047619047619047616
hsa-miR-16-5p,hsa-miR-106a-5p,0.0472636815920398
hsa-miR-454-3p,hsa-miR-152-3p,0.047244094488188976
hsa-miR-107,hsa-miR-15b-5p,0.04700854700854701
hsa-miR-93-5p,hsa-miR-107,0.04696132596685083
hsa-let-7d-5p,hsa-miR-106a-5p,0.046875
hsa-miR-22-3p,hsa-miR-20b-5p,0.04678362573099415
hsa-miR-141-3p,hsa-miR-181a-5p,0.046511627906976744
hsa-miR-200a-3p,hsa-miR-30a-5p,0.046511627906976744
hsa-miR-181d-5p,hsa-miR-135a-5p,0.046511627906976744
hsa-miR-454-3p,hsa-miR-421,0.046511627906976744
hsa-miR-141-3p,hsa-miR-182-5p,0.046153846153846156
hsa-let-7b-5p,hsa-miR-21-5p,0.046153846153846156
hsa-miR-185-5p,hsa-miR-107,0.0456140350877193
hsa-miR-181c-5p,hsa-miR-212-3p,0.045454545454545456
hsa-miR-196a-5p,hsa-miR-130a-3p,0.045454545454545456
hsa-miR-196a-5p,hsa-miR-132-3p,0.045454545454545456
hsa-miR-205-5p,hsa-miR-96-5p,0.045454545454545456
hsa-miR-30d-5p,hsa-miR-96-5p,0.045454545454545456
hsa-miR-424-5p,hsa-miR-26a-5p,0.045454545454545456
hsa-miR-150-5p,hsa-miR-760,0.045454545454545456
hsa-miR-135a-5p,hsa-let-7c-5p,0.045454545454545456
hsa-miR-31-5p,hsa-miR-542-3p,0.045454545454545456
hsa-miR-451a,hsa-miR-301a-3p,0.045454545454545456
hsa-miR-378c,hsa-miR-1306-5p,0.0449438202247191
hsa-miR-139-5p,hsa-miR-144-3p,0.04477611940298507
hsa-miR-15a-5p,hsa-miR-106a-5p,0.044642857142857144
hsa-miR-22-3p,hsa-miR-106a-5p,0.04456824512534819
hsa-miR-363-3p,hsa-miR-106a-5p,0.04451038575667656
hsa-miR-148b-3p,hsa-miR-25-3p,0.044444444444444446
hsa-miR-182-5p,hsa-miR-34c-5p,0.044444444444444446
hsa-miR-144-3p,hsa-miR-106b-5p,0.044444444444444446
hsa-miR-200b-3p,hsa-miR-181d-5p,0.04411764705882353
hsa-miR-200a-3p,hsa-miR-195-5p,0.04411764705882353
hsa-miR-30e-5p,hsa-miR-26a-5p,0.043478260869565216
hsa-miR-301a-3p,hsa-miR-582-5p,0.043478260869565216
hsa-miR-200b-3p,hsa-miR-146b-5p,0.043478260869565216
hsa-miR-148a-3p,hsa-miR-205-5p,0.043478260869565216
hsa-miR-424-5p,hsa-miR-132-3p,0.043478260869565216
hsa-miR-532-3p,hsa-miR-1271-5p,0.043478260869565216
hsa-miR-501-3p,hsa-miR-1-3p,0.043478260869565216
hsa-miR-200c-3p,hsa-miR-196a-5p,0.043478260869565216
hsa-miR-144-3p,hsa-miR-454-3p,0.043478260869565216
hsa-miR-181a-5p,hsa-miR-34c-5p,0.043478260869565216
hsa-miR-148a-3p,hsa-let-7c-5p,0.043478260869565216
hsa-miR-30a-5p,hsa-miR-181d-5p,0.043478260869565216
hsa-miR-370-5p,hsa-miR-34c-5p,0.043478260869565216
hsa-miR-182-5p,hsa-miR-135a-5p,0.043478260869565216
hsa-miR-196a-5p,hsa-miR-205-5p,0.043478260869565216
hsa-miR-200b-3p,hsa-let-7c-5p,0.043478260869565216
hsa-miR-200b-3p,hsa-miR-30d-5p,0.043478260869565216
hsa-miR-196a-5p,hsa-miR-30d-5p,0.043478260869565216
hsa-miR-196a-5p,hsa-miR-181b-5p,0.043478260869565216
hsa-miR-9-5p,hsa-miR-30d-5p,0.043478260869565216
hsa-miR-141-3p,hsa-miR-135a-5p,0.043478260869565216
hsa-miR-193b-3p,hsa-miR-18a-5p,0.04294478527607362
hsa-miR-193b-3p,hsa-miR-378c,0.04285714285714286
hsa-miR-139-5p,hsa-miR-18a-5p,0.0425531914893617
hsa-miR-30e-5p,hsa-miR-181d-5p,0.0425531914893617
hsa-miR-200c-3p,hsa-miR-424-5p,0.0425531914893617
hsa-miR-182-5p,hsa-miR-96-5p,0.0425531914893617
hsa-miR-30a-5p,hsa-miR-181b-5p,0.0425531914893617
hsa-let-7e-5p,hsa-miR-1306-5p,0.04225352112676056
hsa-miR-200b-3p,hsa-miR-182-5p,0.04225352112676056
hsa-miR-224-5p,hsa-miR-223-3p,0.04201680672268908
hsa-miR-363-3p,hsa-miR-25-3p,0.04195804195804196
hsa-miR-31-5p,hsa-miR-199a-3p,0.041666666666666664
hsa-miR-195-5p,hsa-let-7c-5p,0.041666666666666664
hsa-miR-429,hsa-miR-184,0.041666666666666664
hsa-miR-31-5p,hsa-miR-199b-3p,0.041666666666666664
hsa-miR-339-5p,hsa-miR-331-3p,0.041666666666666664
hsa-miR-135a-5p,hsa-miR-370-5p,0.041666666666666664
hsa-miR-21-5p,hsa-miR-96-5p,0.041666666666666664
hsa-miR-196b-5p,hsa-miR-23a-3p,0.041666666666666664
hsa-miR-200b-3p,hsa-miR-21-5p,0.041666666666666664
hsa-miR-30e-5p,hsa-miR-199a-3p,0.041666666666666664
hsa-miR-30a-5p,hsa-miR-146b-5p,0.041666666666666664
hsa-miR-31-5p,hsa-miR-132-3p,0.041666666666666664
hsa-miR-30e-5p,hsa-miR-199b-3p,0.041666666666666664
hsa-miR-200c-3p,hsa-miR-30e-5p,0.041666666666666664
hsa-miR-22-3p,hsa-miR-193b-3p,0.041474654377880185
hsa-miR-139-5p,hsa-miR-107,0.041353383458646614
hsa-let-7b-5p,hsa-miR-195-5p,0.041237113402061855
hsa-miR-18a-5p,hsa-miR-16-5p,0.04119850187265917
hsa-miR-141-3p,hsa-miR-30a-5p,0.04081632653061224
hsa-miR-200b-3p,hsa-miR-181a-5p,0.04081632653061224
hsa-miR-141-3p,hsa-miR-424-5p,0.04081632653061224
hsa-miR-141-3p,hsa-miR-30e-5p,0.04
hsa-miR-30e-5p,hsa-miR-30d-5p,0.04
hsa-miR-152-3p,hsa-miR-142-5p,0.04
hsa-miR-370-5p,hsa-miR-96-5p,0.04
hsa-miR-141-3p,hsa-miR-31-5p,0.04
hsa-miR-429,hsa-miR-30b-5p,0.04
hsa-miR-429,hsa-miR-493-3p,0.04
hsa-miR-31-5p,hsa-miR-205-5p,0.04
hsa-miR-23b-3p,hsa-miR-23a-3p,0.04
hsa-miR-22-3p,hsa-miR-107,0.03986710963455149
hsa-miR-363-3p,hsa-miR-106b-5p,0.03977272727272727
hsa-miR-378a-3p,hsa-miR-193b-3p,0.039735099337748346
hsa-miR-181c-5p,hsa-let-7b-5p,0.039473684210526314
hsa-miR-107,hsa-miR-152-3p,0.039301310043668124
hsa-miR-20b-5p,hsa-miR-24-3p,0.039285714285714285
hsa-miR-181c-5p,hsa-miR-200c-3p,0.0392156862745098
hsa-miR-381-3p,hsa-miR-96-5p,0.038461538461538464
hsa-miR-9-5p,hsa-miR-370-5p,0.038461538461538464
hsa-miR-20b-5p,hsa-miR-363-3p,0.03838383838383838
hsa-miR-24-3p,hsa-miR-16-5p,0.038356164383561646
hsa-miR-22-3p,hsa-miR-15a-5p,0.03814713896457766
hsa-miR-22-3p,hsa-miR-93-5p,0.03812316715542522
hsa-miR-429,hsa-let-7b-5p,0.0379746835443038
hsa-miR-15a-5p,hsa-miR-378c,0.03793103448275862
hsa-miR-141-3p,hsa-miR-181c-5p,0.03773584905660377
hsa-miR-200b-3p,hsa-miR-96-5p,0.03773584905660377
hsa-miR-139-5p,hsa-miR-20b-5p,0.037267080745341616
hsa-miR-200b-3p,hsa-miR-9-5p,0.037037037037037035
hsa-miR-196a-5p,hsa-miR-381-3p,0.037037037037037035
hsa-miR-140-5p,hsa-miR-340-5p,0.037037037037037035
hsa-miR-429,hsa-let-7c-5p,0.037037037037037035
hsa-miR-215-5p,hsa-miR-1-3p,0.037037037037037035
hsa-miR-148a-3p,hsa-miR-381-3p,0.037037037037037035
hsa-miR-454-3p,hsa-miR-301a-3p,0.037037037037037035
hsa-miR-135b-5p,hsa-miR-410-3p,0.037037037037037035
hsa-miR-150-5p,hsa-miR-130b-3p,0.037037037037037035
hsa-miR-424-5p,hsa-miR-181a-5p,0.037037037037037035
hsa-miR-21-5p,hsa-miR-31-5p,0.037037037037037035
hsa-miR-135b-5p,hsa-let-7b-5p,0.037037037037037035
hsa-miR-532-3p,hsa-miR-150-5p,0.037037037037037035
hsa-miR-30a-5p,hsa-miR-181a-5p,0.037037037037037035
hsa-miR-142-5p,hsa-miR-148b-3p,0.037037037037037035
hsa-miR-200b-3p,hsa-miR-196a-5p,0.037037037037037035
hsa-miR-181c-5p,hsa-miR-132-3p,0.037037037037037035
hsa-miR-185-5p,hsa-miR-15a-5p,0.036827195467422094
hsa-miR-185-5p,hsa-miR-152-3p,0.03664921465968586
hsa-miR-20b-5p,hsa-miR-18a-5p,0.036637931034482756
hsa-miR-135b-5p,hsa-miR-181d-5p,0.03636363636363636
hsa-miR-139-5p,hsa-miR-454-3p,0.03614457831325301
hsa-miR-139-5p,hsa-miR-15a-5p,0.036036036036036036
hsa-miR-135b-5p,hsa-miR-455-5p,0.03571428571428571
hsa-miR-193b-3p,hsa-miR-15a-5p,0.03571428571428571
hsa-miR-9-5p,hsa-miR-34c-5p,0.03571428571428571
hsa-miR-148a-3p,hsa-miR-34c-5p,0.03571428571428571
hsa-miR-200a-3p,hsa-miR-100-5p,0.03571428571428571
hsa-miR-30e-5p,hsa-miR-181a-5p,0.03571428571428571
hsa-miR-200b-3p,hsa-miR-30e-5p,0.03571428571428571
hsa-miR-185-5p,hsa-let-7d-5p,0.035555555555555556
hsa-miR-378c,hsa-miR-107,0.035555555555555556
hsa-miR-107,hsa-miR-454-3p,0.035555555555555556
hsa-miR-224-5p,hsa-miR-185-5p,0.03553299492385787
hsa-miR-144-3p,hsa-miR-106a-5p,0.03543307086614173
hsa-miR-421,hsa-miR-106b-5p,0.03529411764705882
hsa-miR-378c,hsa-miR-106a-5p,0.03508771929824561
hsa-miR-107,hsa-miR-103a-3p,0.03508771929824561
hsa-miR-139-5p,hsa-miR-152-3p,0.03508771929824561
hsa-miR-139-5p,hsa-miR-185-5p,0.034934497816593885
hsa-miR-193b-3p,hsa-miR-193a-3p,0.03488372093023256
hsa-miR-15a-5p,hsa-miR-363-3p,0.03468208092485549
hsa-miR-135b-5p,hsa-miR-182-5p,0.034482758620689655
hsa-miR-141-3p,hsa-miR-135b-5p,0.034482758620689655
hsa-miR-31-5p,hsa-miR-381-3p,0.034482758620689655
hsa-miR-30e-5p,hsa-miR-30c-5p,0.034482758620689655
hsa-miR-30a-5p,hsa-miR-34c-5p,0.034482758620689655
hsa-miR-365a-3p,hsa-miR-425-5p,0.034482758620689655
hsa-miR-200a-3p,hsa-miR-493-3p,0.034482758620689655
hsa-miR-1-3p,hsa-miR-423-5p,0.034482758620689655
hsa-miR-185-5p,hsa-miR-106a-5p,0.034482758620689655
hsa-miR-106a-5p,hsa-miR-152-3p,0.034482758620689655
hsa-miR-365b-3p,hsa-miR-425-5p,0.034482758620689655
hsa-let-7b-5p,hsa-miR-181b-5p,0.034482758620689655
hsa-miR-9-5p,hsa-miR-135a-5p,0.034482758620689655
hsa-miR-18a-5p,hsa-miR-106b-5p,0.034482758620689655
hsa-miR-532-3p,hsa-miR-186-5p,0.034482758620689655
hsa-miR-452-5p,hsa-miR-15a-5p,0.034129692832764506
hsa-miR-22-3p,hsa-miR-185-5p,0.03409090909090909
hsa-miR-22-3p,hsa-miR-16-5p,0.034055727554179564
hsa-miR-18a-5p,hsa-miR-378c,0.034013605442176874
hsa-miR-31-5p,hsa-miR-195-5p,0.03389830508474576
hsa-miR-181c-5p,hsa-miR-200b-3p,0.03389830508474576
hsa-miR-185-5p,hsa-miR-20b-5p,0.033663366336633666
hsa-miR-107,hsa-miR-106a-5p,0.03359173126614987
hsa-miR-339-5p,hsa-miR-10a-5p,0.03333333333333333
hsa-miR-365b-3p,hsa-miR-193b-3p,0.03333333333333333
hsa-miR-196a-5p,hsa-miR-96-5p,0.03333333333333333
hsa-miR-150-5p,hsa-miR-301a-3p,0.03333333333333333
hsa-miR-135b-5p,hsa-miR-493-5p,0.03333333333333333
hsa-miR-365a-3p,hsa-miR-193b-3p,0.03333333333333333
hsa-miR-30a-5p,hsa-miR-135a-5p,0.03333333333333333
hsa-miR-20b-5p,hsa-let-7d-5p,0.033264033264033266
hsa-miR-486-5p,hsa-miR-223-3p,0.03296703296703297
hsa-miR-193b-3p,hsa-miR-107,0.03292181069958848
hsa-miR-181d-5p,hsa-let-7c-5p,0.03278688524590164
hsa-miR-362-5p,hsa-miR-23a-3p,0.03278688524590164
hsa-miR-223-3p,hsa-miR-423-5p,0.03278688524590164
hsa-miR-20b-5p,hsa-miR-193b-3p,0.03260869565217391
hsa-miR-486-5p,hsa-miR-193b-3p,0.032520325203252036
hsa-miR-378c,hsa-miR-16-5p,0.032520325203252036
hsa-miR-185-5p,hsa-miR-106b-5p,0.032432432432432434
hsa-miR-93-5p,hsa-miR-15a-5p,0.03233256351039261
hsa-miR-200a-3p,hsa-miR-129-5p,0.03225806451612903
hsa-miR-181d-5p,hsa-miR-100-5p,0.03225806451612903
hsa-miR-18a-5p,hsa-let-7d-5p,0.03225806451612903
hsa-miR-421,hsa-miR-708-5p,0.03225806451612903
hsa-miR-429,hsa-miR-30d-5p,0.03225806451612903
hsa-miR-378c,hsa-miR-501-3p,0.03225806451612903
hsa-miR-425-5p,hsa-miR-423-5p,0.03225806451612903
hsa-miR-200a-3p,hsa-miR-29c-3p,0.03225806451612903
hsa-miR-429,hsa-miR-146b-5p,0.03225806451612903
hsa-miR-148a-3p,hsa-miR-9-5p,0.03225806451612903
hsa-miR-98-5p,hsa-let-7g-5p,0.03225806451612903
hsa-miR-363-3p,hsa-miR-107,0.03202846975088968
hsa-miR-193b-3p,hsa-miR-93-5p,0.03180212014134275
hsa-miR-378a-3p,hsa-miR-18a-5p,0.03164556962025317
hsa-miR-139-5p,hsa-miR-363-3p,0.03153153153153153
hsa-miR-152-3p,hsa-miR-106b-5p,0.031496062992125984
hsa-miR-17-5p,hsa-miR-106b-5p,0.031496062992125984
hsa-miR-193b-3p,hsa-miR-223-3p,0.031496062992125984
hsa-miR-30a-5p,hsa-miR-9-5p,0.03125
hsa-miR-200a-3p,hsa-miR-542-3p,0.03125
hsa-miR-141-3p,hsa-miR-200c-3p,0.03125
hsa-miR-182-5p,hsa-miR-181b-5p,0.03125
hsa-miR-378a-3p,hsa-miR-24-3p,0.03125
hsa-miR-196a-5p,hsa-miR-30a-5p,0.03125
hsa-let-7b-5p,hsa-miR-146b-5p,0.03125
hsa-miR-181b-5p,hsa-miR-100-5p,0.03125
hsa-miR-20b-5p,hsa-miR-107,0.031192660550458717
hsa-miR-378a-3p,hsa-miR-16-5p,0.0311284046692607
hsa-miR-486-5p,hsa-miR-18a-5p,0.031007751937984496
hsa-miR-93-5p,hsa-miR-16-5p,0.030927835051546393
hsa-miR-15a-5p,hsa-miR-454-3p,0.030821917808219176
hsa-miR-326,hsa-miR-760,0.03076923076923077
