accession_id,is_expressed,7262f244-82d5-4d3c-8762-782c5381a6e5,ed716c0b-4b09-4902-86b8-6955488d60c3,6a813732-f636-4369-8a31-04ef69340706,d7e60e41-5da6-49df-a8e4-c732699a6f61,ce2f555b-bfd9-4a8a-84b1-54feaf484cd2,f5b1694d-7bd1-43be-8ec6-2bcaad95d802,42f12ac2-0c43-4fea-bf8f-edc15cd33d47,0397db08-993e-4a47-802e-36f88161ec6f,7b9a5582-5ce8-45b7-a699-4b0d6e5559e2,e7b953fa-ad4a-4931-9ff0-43ed402d7110,0a8016e1-0321-4421-a5ad-db2fd9caf7ab,dd0e32d6-4704-4abd-82e4-2041fbc19a79,828a2b26-d2d0-4f4f-8ab3-22f3bf82b61a,a1f1b5f0-6161-45d2-a0cf-f62b4f48c8fc,d507dac5-5517-4f37-a9e9-fafda456ddd0,aeee0cc4-69ba-4335-8629-57d1ae11716c,6e528c0b-ea1b-4ac5-a2f0-9667a1ca1b44,404cd7fd-7dbb-4fc9-b3f1-e3b523f1b322,d464d804-d185-4dee-b822-ef874fad77de,0b4727f6-8ed4-4ad6-a3fe-81a58dd7d033,d06292bd-c8bb-47b2-9506-6f3c9e021d27,054fdd39-3fa4-4676-8341-6b66da8dc3f5,d3a5c8df-e9e4-414d-9584-1fc13845edb6,b5404c18-0496-4c3b-8d8a-2a0456d729f2,04ab7272-e2e2-47a8-8bc1-6c10f4b0624b,e6f5763b-ef3e-430a-b47a-dff65e2768eb,78090b15-811b-4b2b-9559-8fbfbcaad80c,13da461a-0f97-4b71-b573-7b8347073c7b,1bbd0662-6be7-4f97-9c49-e827ad5eca17,099fa301-2bd0-4cf8-b419-84c0c9e4441d,cc09326c-c449-49e6-85d8-67ff565b6d65,f2514068-0386-4006-9809-c0d8b29c6355,c138edb1-07ef-40ee-bb5e-591cffd94699,4c5502b4-f137-4b70-a5a9-65ee2245d94d,cca41100-3e14-4d5e-91f8-be8607823ac6,efc2c7f1-12a6-4cc2-bf88-73f2713bdd56,d98594fb-1051-44f6-b016-8c2d9284383b,65654739-bed4-4ea7-b75c-ca1f278adcc9,a012c66a-bcb7-46f6-a6c0-29a971ba543f,e0d903f9-3249-4af6-887a-080ad4024cd2,8ae26ade-1ddf-45e2-a297-61baeacadd6c,6cfe6db4-c7c5-408c-b43e-45f6953114f0,a83060e9-a15a-46c5-85f9-9dbd3cd0166f,e6844069-5753-414d-94f3-4e3fc0b2793f,7c275803-bb6d-4fbc-b851-5fcb393f8496,9c68a687-af95-43b0-918d-85e7079fb3e8,91a97f93-53f2-4571-a4bc-233643a1da0b,69a63fd5-3647-4681-ab0d-964d5dbe7287,d45379cd-88e5-42fe-9e61-29223c079002,dba8d64b-b2a8-426a-ad43-0ba21aeb5c51,9711f9ba-0f6c-446a-9097-f514fa6441d6,09cf7c34-2a62-4334-a246-73877305b361,bad24748-3268-4e31-8ae1-35a84c16acbf,2f1fe5b6-f5ec-41d1-bf98-3455ed635bfb,e12c0da3-79fe-4fef-aa84-195e53b32a44,a94f6890-7675-4166-a0d5-746e7c690c63,f2edea21-ce45-4fe5-b0de-499c2e50f0c4,935b5f15-eded-4c7b-a912-99cdd8b33594,e18f28eb-b4c0-46e9-9fee-7194d77c65ee,b7a062ee-2ea3-4fce-862e-adb86c42a9ec,f507feab-b895-4a33-8daa-44a681edd905,f4f9a228-3aba-4a06-a64b-241616713cf7,1e30fd9b-77dc-451e-9894-4740b51fe6b8,f3660d46-1b93-4a8b-8f4e-21cd872548ab,a0d63f75-62f5-4bc6-82b8-e3d41c5708f4,cf5bd0a9-6891-4bf0-8d09-4c235e208291,744381ad-64d7-47fb-8fac-b5b9c910ddbf,c4b1b889-0340-42f9-aea3-b7797232bb55,4a9e0961-41b3-4e07-a4ba-f7574662f501,83d0a04c-e990-4d4f-af6e-666d5e521d9b,9336dfcd-fb41-44f1-95b8-edfce624ea98,61df0f1a-f2c7-4b57-84fc-1571be570fd0,6307ea16-0d63-4fcf-843c-8d0200f9ed53,af9371a0-7b65-4e61-ba72-572c056f6265,beec3eb1-cc60-40d6-b83f-158b3d66e7bc,24c6eb66-7e03-4078-868e-d33df83f0851,871b733f-966f-4c2f-aeff-1fa373fdba3b,77cd82b7-c824-4d2f-99f0-326ccfa1d3ac,1f1f7941-47bd-4a90-badf-ba6bf048c9d9,9d110436-8434-4974-b3ca-311c11a447e7,e137d046-1182-4fc5-af84-84b2c7ed47f5,d77f7eb5-1943-4147-8a02-c33289a8ed75,c2a3f9ab-9dc7-48a5-9a8c-a2da7c11a793,53854d3d-1094-4e15-bf32-f0b3ce77d679,1e5f58f3-aa26-4fc7-a704-200bf205dbfe,9c935a84-18a9-48af-b515-edd1db7e4768,1846a6f8-8127-424a-b492-c09d91b91931,a9047869-3066-4e8d-805d-3efbcadf5355,87bff627-7d8f-41d8-b9b7-26613ba86941,2f6dfeec-9971-4a74-a4cc-412b441730c6,f37b4d0b-91e7-4b21-bf66-325387326d94,a53818cf-10e2-4384-85dc-962ca915d9ff,8eb1a36e-89ca-4080-afee-3ffa4a874bc1,803883d2-6f3f-4672-918c-c80aca312bf9,88e4b726-8b27-48e2-84a2-0f3de9b414e9,d1fbd937-025a-4aee-ae98-86ab414fd224,b11194e9-d6e1-4f0e-b88c-251a369fba1e,c4b55e40-cf48-4d8d-8e7d-5fb8cfcb4a75,bf48419a-0ff6-43aa-a0ed-dfad83133863,7f008fe1-75ea-44ca-b9a8-27c4222a3ebc,d27b5727-57fb-4a17-bb14-fe8003dea343,c5b2ce8f-1e3e-4560-ab85-fb0b0a89c67d,014808e2-fe91-4ef9-9b5b-882a9b1d350a,1cb6a927-ef19-487d-a0c1-f75b6ddbcd74,c4c0f12e-f16c-4c27-b711-bf6c57bda4e7,bc98d560-25d3-4e7c-8212-00d1f5148dde,c1cd6d37-7a60-4c0e-bcd6-8a4d6d388699,5c16f348-ee14-46ea-8b6f-4862fc7b9b45,70db5d78-573e-48df-a32b-66d0f1a9d9f8,5fe54448-f2fa-433e-b24a-6ddf81cba9d4,571f1dd9-cf46-472e-96b4-0835b2d711a8,cf5ab327-47ee-40eb-a06c-3a8fef2a1ebb,87ca2702-d747-4c73-92ff-a8b7f30fb306,50c0b143-29b8-4060-a63e-d263ae52b029,cb0cbce4-ed6f-4819-a83d-00f7bfe400ac,f88848be-c988-4cef-805f-193477175d27,15a656bc-0f5f-4f06-80ad-0584bf873805,1c5f84e6-1571-4cb9-b7b9-bfa6b13e121e,4941a6e3-84e3-4afa-8ce4-a6bd1420a438,e841eb85-0fa6-43bc-8849-716e5fac921c
MIMAT0000098,1,1347.8339,3175.839067,1628.506081,1242.066178,820.057842,3108.5475810000003,616.734327,2710.333269,1797.768863,2848.577948000001,939.405738,731.958281,979.20496,2214.816153,2005.288917,3010.183708,1940.05478,1075.2704729999998,270.808641,1399.790113,808.342932,518.1999900000001,2070.922434,625.549384,1209.873547,2589.646696,3750.498028,507.199683,791.4155440000001,2747.809616,584.295786,1386.813767,4679.33008,556.584878,1039.421324,17620.647644,1040.603752,1347.75243,4243.425625999999,286.90888,1973.835773,2525.103783,973.180524,229.208248,2122.554657,1144.765304,2846.968216,858.298795,855.1319900000001,1869.603358,3710.98541,952.611078,1607.7525899999998,1548.936311,912.995386,758.9441390000001,1099.101028,1036.729361,3255.016547,3646.677475,3143.922765,1078.955288,2108.664313,3615.845774,3089.1722870000003,1518.336462,1537.073015,4306.526793,765.331365,2559.509636,371.659083,2595.216152,1324.056471,1367.202878,1927.401725,7370.019840999999,2600.340362,839.077855,1071.406887,3996.09285,916.758938,843.209687,1852.852985,283.984963,2461.757449,1239.56391,3814.441443,309.342897,2887.603849,1174.603499,1306.214022,1357.6405740000002,2096.0103400000003,1612.30481,2054.349705,1887.429562,4558.524599,699.6335250000001,584.1349739999999,1029.741028,1365.4900570000002,1505.37612,823.635687,1393.354156,2381.726362,1210.645763,1075.5858540000002,946.334065,1912.686133,520.413951,1880.963388,2980.761311,1197.1246250000002,829.530067,489.196225,2427.469195,773.0371299999999,1871.672181,2290.030388,1065.941199
MIMAT0000099,1,5373.78785,6876.333443,6755.721144,5222.772968,11194.273806,55865.962331,2991.561956,7373.07172,6654.303263,3920.256861,6739.027383000001,3611.072465,10534.67784,16316.548216,6207.722703,15141.688638,13836.388533,6335.231562999999,4029.204528,16352.280408,3596.49001,7338.580705,26633.512049,6080.463656,5655.853309,6597.433253,11421.279455,10433.893559,3041.240623,7433.047895,3685.713563,5407.614775,6807.102603,6849.921829,4105.070548,6995.066159,11476.22848,9613.235107,11081.702935,4622.195387,9527.450403,8467.004195,8171.665187,10385.540831,10786.734657,1754.225376,23992.839117,3951.075265,8990.391969,7845.017272,5878.703047,6114.567249,1823.894461,8721.162075,6982.822282,6522.001556,12888.484589,3832.883914,12616.745036,6183.8809550000005,11417.081177,6343.423127999999,5074.360433,9004.349361,10854.097227,49565.880902,5519.973522,9479.130147,5338.530736000001,13118.135319,6928.035501,10731.329694,7081.082581000001,7760.973498,6741.966136,8958.438342,8026.896943,7269.79415,4598.716452,9283.450997,4993.539731,4090.104555,4558.869144,10502.361136,10383.4977,10134.723023,11137.093064,12514.776273,2536.4592660000003,6581.100402,6132.741384000001,5633.607654,6752.437691,3724.961184,6255.91968,12440.63411,4560.765759,7917.449642,3495.211394,10528.967379,6693.618675,14128.658086,8213.10909,14706.861713,9543.986406,2601.268602,9007.318659,5218.120261,10593.645747,12277.626602,4177.583494,6812.421816,6232.196598,3486.19498,1085.352304,24273.530483,3878.485212,12997.954031,12580.687653,14043.279657
MIMAT0000100,1,1555.064405,438.840682,1075.845649,512.311114,1048.479468,2822.287035,989.17778,157.947384,223.169561,2368.133422,613.894743,204.854403,237.060491,817.888756,978.202535,468.799837,1927.939317,1699.62107,1242.097986,879.967449,531.089404,236.448142,816.165172,441.632455,1083.590449,776.013176,404.508584,532.734912,355.940122,820.473913,1065.480546,461.472175,1157.225139,413.677953,1595.794401,300.459891,362.262883,1113.866345,357.016018,525.526163,689.1970230000001,322.151228,1041.833109,921.368313,844.578694,1179.525382,292.360002,3276.210108,1182.825199,934.420595,602.444407,827.2890669999999,246.8259,193.092332,1443.143143,1383.759713,1032.748288,491.567153,810.435277,383.085315,248.043154,1637.979227,3051.291632,988.597626,673.985039,1118.43476,386.043165,243.400355,365.755741,501.111937,1324.900932,728.656843,327.838916,1341.448252,736.76231,447.298045,840.944648,405.148406,654.748652,566.219035,1136.019144,701.292425,525.8415650000001,1514.586468,1202.057026,443.242598,533.318297,2442.571518,957.242545,620.242068,628.389713,286.746507,788.431855,328.818115,181.130549,473.611507,328.330313,319.670756,1690.014924,1604.146254,1385.870505,796.963826,1208.884636,1958.274012,317.5991,413.947267,426.584418,485.269246,370.786152,785.540262,626.987796,177.107282,382.292507,397.596109,693.1661760000001,255.523072,391.5059,1159.247075,671.16685,1139.138878
MIMAT0000101,1,13707.295271,9443.795606,13078.893385,21193.371914000003,26557.44401,8896.655104,7328.726073000001,21122.720723,15779.430455,37403.298554,74340.840233,22553.941565,8362.429689,12822.63384,22621.130750000004,54678.424535,48425.516222,23339.921129,10365.632818,11346.931991,8086.609495,6300.318927,12492.569574,9650.615792,45376.368447,18702.710318,11020.491272,20640.974226,19949.184033,11152.305355,14730.723541,40486.092019,46791.531377,23849.160495,21124.825149,14258.596481,18593.034448,40687.134067,19572.260236,23629.19848,41688.192118,20011.889241,8914.397848999999,24905.551898,21170.195224,13013.015331,16916.954304,21950.607721,23025.05013,74117.23548399999,15854.028077,33491.282744000004,19728.022231,71699.695249,32133.323865,40944.98046,19383.561643,21654.07741,17786.588753,19909.385595000003,24703.356197,27570.695676,31275.73922,13106.853179,16426.715926999997,12998.095305,22210.350044,6404.1261890000005,42433.929101,13854.759496,32065.150558,27461.601339,12717.451269,34133.713625,18350.503436,26870.777756,18670.742769,29044.491784,27250.638972,23461.956907,13653.709914,13791.470097,11585.057823,21385.274837,27154.652632,19758.012277,23588.601059,12505.702218,23220.369372,17852.580568,51307.402349,21703.025941000004,21344.165954,11232.974751,37671.859965,18596.268115,12256.917907,16367.191696,24960.114959,28578.454784,22714.009996,12609.738793,44042.589938000005,13361.158323,10214.947868,30918.860943,45607.463629000005,15212.777581,23142.76065,18682.08404,24551.767941,11416.55763,20378.573187,21320.187759,16267.018224,23728.221014,21680.782213,5971.229093,19891.97734,13230.480427
MIMAT0000103,1,50.97202,13.953599,6.631926,23.885887000000004,25.828594,30.641974,13.349228,14.807567,28.117845,45.80735,90.659562,7.630679000000001,27.092628,19.150565,16.294614,4.028261,17.383059,50.873011,76.550768,14.228724,11.564277,15.51497,11.458972,29.751268,46.439591,9.689154,22.998818,19.526938,22.443127,7.149182,14.152493,28.767098,21.233489,35.517805,31.34496,5.999199,23.814093,72.362547,31.501414,32.464936,6.505469,29.904334,20.876809,32.445003,3.765398,26.649394,1.931895,21.329492,39.580922,25.151614,31.024082000000003,114.673732,10.378421,14.167098,30.521648,63.711068,22.474316,15.911032,45.515866,52.30588099999999,15.159985,43.00184,16.688434,25.861056,26.413328,52.245223,19.524023,19.361391,88.307463,25.93747,20.493869,67.653072,50.803123,48.565873,12.607697,9.074518,12.733198,34.684836,69.046221,18.26513,15.80619,14.43747,10.634997,15.882827,8.454367000000001,25.003429,7.241957,20.62286,31.752435,20.353368,30.421286,10.012099,77.695411,6.576362,28.322233,12.278816,7.844068999999999,112.955257,14.397692,47.268764,27.173931,32.295266,54.466229,17.223167,75.26298,19.797479,6.273300000000001,22.433372,31.374213,56.442908,37.362401,6.535323999999999,17.094382,19.277386,24.874384000000003,11.614684,42.392359,17.291873000000002,26.119860000000003,63.285494
MIMAT0000104,1,66.848552,37.674717,50.844764,110.369276,72.642921,55.639375,30.703224,83.36112100000001,48.129644,82.027113,129.513658,27.000867,63.861194,54.791897,44.15315,169.365916,83.754741,25.436506,68.31950499999999,70.827422,28.621585,18.617965,64.45670799999999,41.342671,70.881483,38.756616,91.318827,46.56423600000001,28.742953,51.305903,72.784248,110.873185,62.815737,64.767763,50.37583,29.496062,104.637686,54.271911,69.79724900000001,73.046109,46.686307,77.932506,38.943279,89.310976,89.99300500000001,24.332055,74.69991300000001,40.099447,81.923305,91.460415,32.467064,78.633416,37.903794000000005,84.47789399999999,59.052753,99.478687,109.696061,57.78217,52.469678,65.566527,92.25012,46.259556,47.373618,49.371106,49.562089,70.950302,26.623667,39.760002,109.601463,78.331162,78.098255,273.939482,70.648096,68.43373,56.734636,91.501377,54.254493,42.064589,46.427632,42.883348,79.03094399999999,58.057059,50.220823,103.556038,39.197512,70.464207,44.227658000000005,28.047088,56.03371,89.44769099999999,91.26386,60.47307800000001,67.983485,26.305448,68.500281,103.492885,24.652788,94.498515,47.99231,93.34085,75.407661,61.465184,244.433817,88.412256,42.7024,26.996562,43.342802,24.204428,45.064777,81.298497,44.367851,43.133138,67.859512,67.470855,46.432184,102.209229,51.535807,20.750247,60.757066,86.922243
MIMAT0000222,1,1672.884974,321.630451,5448.494995,510.663814,1885.487317,797.49768,3014.255642,314.249485,368.065121,229.036747,616.4850150000001,123.851803,1252.550217,659.896587,252.303715,1111.530945,189.106617,444.753451,1480.393125,935.61756,278.120852,446.83113,594.720564,366.6747160000001,631.41549,744.303217,245.546179,1258.235736,325.62221600000004,922.244642,2042.002576,100.684839,478.638224,513.1278,260.275128,167.477642,1311.218457,683.56763,267.453176,746.287737,315.706577,763.466694,287.859092,594.127315,1559.251171,269.969955,353.536655,621.968013,949.021616,301.819375,374.092724,864.967584,366.854577,308.527964,1042.380636,211.252492,344.606164,438.809518,567.683988,5243.111833,404.15874,336.196214,719.2176499999999,568.943223,502.446793,285.091214,517.386586,1104.636569,447.173973,316.955896,3773.641336,496.861895,388.564533,680.658055,465.69682,299.459047,901.842548,534.294078,1763.059556,826.695678,352.194304,400.87018,438.39825,1316.368777,1946.041171,434.90812,835.928582,640.958481,653.726613,521.153309,512.408557,371.649103,836.99149,299.772514,337.890798,174.096081,508.743896,4115.11494,751.422457,537.906556,1337.636778,324.515335,724.666561,668.2588529999999,378.9838,586.125328,290.282714,330.597055,378.201878,741.007324,995.941508,239.846391,312.87896,299.401921,716.3822690000001,952.404183,552.76311,1076.246086,386.119679,1041.541971
MIMAT0000226,1,6184.326526,576.283626,54.529163,4795.297937,44.392897,152.403502,519.2849640000001,865.420049,590.728052,2585.452009,1934.934063,7.63068,2224.014422,3938.101113,13.140818,1106.249452,8314.896755,2443.446168,5684.100486,8.537234,976.024943,474.137477,2751.87175,309.876839,898.646816,1085.18528,1217.584357,68.093936,756.372764,2742.763132,72.78425,23.373268,542.338692,14.207123,19.030869,96.987053,3635.618379000001,202.227475,3495.4214890000003,4329.605145,20.281756,2528.728551,2430.943927,175.830984,135.930856,336.014107,496.496834,30.71447,64.434061,39.632847,3350.961743,2210.745747,569.45938,2.623536,3378.613745,780.181162,930.543662,796.389034,616.360678,788.271697,575.43431,46.9111,17.765105000000002,192.194664,893.898256,25.80011,1168.778963,356.457058,6517.842489000001,436.78701,1507.1302010000002,1878.759041,2069.036682,372.338351,882.538812,2117.765295,254.110332,4857.353072,6059.401177,3797.558824,2435.774188,1769.358034,145.935804,5.717817,2623.158969,34.095584,1452.529369,1.649828,1417.652859,1145.680295,1689.3321090000002,1503.416731,70.632192,112.346187,2558.221948,713.0484339999999,547.96424,6677.648841,17.14011,10.171759,40.08155,4433.306627,2846.856898,3611.12387,1924.2769,1929.954128,36.4992,642.893198,2318.839582,13.463447,866.340678,323.498537,10.360231,31.325754,312.588097,1752.075256,4118.708581,264.911474,1542.207423,51.848355
MIMAT0000227,1,503.87095,180.699103,406.0212,443.948058,645.714838,176.59453200000002,566.0072600000001,246.244362,119.564169,565.667497,1144.03732,143.22199,275.28044600000004,227.94493,289.62364,407.122713,332.911925,483.29361,942.479916,165.369377,427.300019,132.187543,134.069953,181.598646,433.43618,509.121017,163.021018,389.036677,113.396854,300.26569700000005,201.167581,109.075241,448.557451,95.271287,106.908709,415.944472,355.768133,178.32199000000003,126.623328,531.2075299999999,238.788973,366.101536,1018.145961,269.328413,301.608352,458.833058,30.266344,243.156219,559.6558140000001,513.702675,283.545692,407.09175,242.764775,156.887518,800.1979909999999,994.786869,880.779108,94.62877,218.096857,272.579935,116.441584,331.635412,256.78654,461.972492,306.572676,207.690884,244.93773500000003,311.51097000000004,643.8303139999999,147.843583,295.776379,239.558412,149.234182,329.659254,288.40107500000005,173.172024,726.8994879999999,332.826835,873.7918390000001,370.861557,210.343894,349.571084,218.608291,252.85462,519.559175,368.232311,312.955938,113.013271,494.030541,174.07484699999998,347.943474,100.120987,785.7831509999999,163.312995,275.977087,251.715746,533.3966829999999,579.295574,355.8287,262.670721,383.152434,219.816167,363.329612,689.5007570000001,192.1608,158.97974699999995,214.432811,144.63621100000003,303.47420800000003,185.381288,944.568208,75.809757,107.228386,188.556941,229.673482,53.427552,252.691707,242.086202,181.703378,209.68085
MIMAT0000231,1,1085.4533379999998,1180.474451,1118.584721,1287.366999,672.350577,249.973993,385.792685,1238.899807,1628.048537,2581.190864,2036.818143,814.1348350000001,396.713476,534.885947,1661.525101,747.376329,1093.552463,1402.861836,481.117478,596.341577,2373.856875,249.480718,575.813267,958.99541,1476.290145,1444.564824,1349.489329,247.841898,1103.256891,1945.839467,434.683714,1032.6188949999998,2894.832301,640.156183,1493.363543,2246.700065,232.367827,1150.693712,2795.595984,476.017135,891.249229,970.078451,1135.778755,122.10485,1093.471482,1481.938082,139.096391,1724.276204,1591.52122,1733.174903,2187.197874,823.19358,4410.828392,123.306244,558.678863,1050.673771,843.321919,1022.493174,824.975064,402.976281,2517.847658,2647.87095,1616.086359,2326.319501,1237.568303,290.896237,3034.210527,1093.572915,913.76306,526.530661,316.824135,1171.17447,608.446809,838.1292149999999,1859.635352,1089.698194,1494.213041,1391.083337,1180.92848,2612.707766,1429.446848,815.870646,841.346507,140.404197,1424.176259,1594.1579880000002,1473.220674,476.800518,1587.621779,691.478851,1071.399709,825.797895,2723.753957,1720.266757,1072.292827,1104.216457,3854.799559,622.361305,1587.859863,872.976272,1400.13682,574.5432079999999,325.468941,1308.960645,1574.651,1223.244162,701.469035,621.6405309999999,1083.83646,284.803656,1765.373459,1484.8256270000002,611.771607,1309.05507,512.412316,475.621359,1565.192384,432.988467,802.333976,283.641007
MIMAT0000232,1,8040.209406000001,4532.826548,11753.982102,5621.420205,3237.452753,3696.389649,2815.352149,3751.798842,4718.225002,3261.909376,3255.109962,1805.536232,7093.430377000001,2481.062215,3950.6557,4342.194694,2085.440369,901.839751,1666.419726,2955.147592,8585.318923,753.406936,2696.582221,3704.226031,3227.144189,5477.014679,5885.667481,1331.336577,1103.256888,9685.040627,2381.662406,3064.894384,10965.327485,2405.599949,1882.936638,3816.490498,1114.21095,1688.24406,7866.705787,3356.062851,2226.401032,6650.542497,3393.284569,327.589869,3067.292931,3134.200557,1727.757461,3284.741904,4777.325107,3156.146558,6443.269214,4438.692551,8517.523966,295.410275,2666.663125,3063.720009,3015.83904,3054.080758,5181.854848,4730.366884,5101.496099,3209.501059,1406.135099,7977.547901,4993.009374,3835.831318,5835.02024,4889.442995,5138.742929,3029.496607,1805.122134,5688.403263,2905.700666,2212.690558,7811.256462,3766.302467,7163.807599,4717.875748,4404.67276,5238.915842,3144.620954,5054.9576130000005,4025.346745,491.73235,2468.67466,4946.890449,4540.447488,885.9580559999999,2845.578566,6220.0959490000005,5927.397691,2435.342874,10057.141443,5342.746303,3239.272797,5925.8447160000005,9651.566463,2148.118547,2029.389122,6579.33314,6796.2002680000005,2924.805159,3780.089268,6002.273465,5346.340482,2928.826871,2120.945807,1475.289351,4535.570371,1006.651458,4582.732029,9667.051377,1470.116698,4455.486104,2330.729814,3515.7651960000003,3513.578437,2497.637929,2560.881984,4855.446023
MIMAT0000243,1,124228.839302,81897.85687,152131.942888,42619.837146,81597.36935899999,31154.823412,44749.281479000005,37349.620925,20183.546199,32002.292497,10292.882189,10401.79051,31186.032978000003,9980.902628,42015.927724,51234.26304699999,12229.245678,173009.863198,80587.794677,40678.020764,43119.718019,11096.926983,69019.097806,23759.671576,59124.931462,48133.956962,22092.729874,192768.924733,25458.774927,48826.819024,70895.90335800001,12148.704315,57940.882429,16597.67856,28755.084461,27441.836518,36250.824473,74647.781764,47424.45065700001,47020.591292,51596.786454,32469.309546,38263.57936,22389.494237,54827.578678,71962.635228,12749.214363,53804.925578,18082.037445,9649.074001,69439.474177,61794.398189,9182.194061,14521.802642,115741.407325,36918.887983,38287.13613,30801.246086,124939.154141,59064.387802,50233.737933,29595.691476,54609.399144,38006.347716,46877.722021,14762.822817,26934.275931000004,39127.990555,56311.35333300001,27024.251014,61935.241588,27508.18214,55787.785816,26884.889318,68716.678246,13957.740735,29622.399797,90370.972775,71949.734349,45176.020267,83463.970805,76055.056523,69275.786176,97527.551941,41191.204695,22484.143661,35298.584536,228924.468363,68139.792897,20286.950332,57540.914253,9224.346702,30491.035009,29859.424776,27766.983133,72328.80917200001,46760.735731,30311.136356,75057.91643499999,20733.036798,52047.589707,197898.099057,18414.235611,116331.580399,92443.223155,11412.945991,9065.489262,128143.549964,29162.616539,23618.508095,18787.449971,27748.33251,7617.877407,15986.978124,9929.025089,9306.266471,30007.140204,83386.24646,9411.099349,78772.901916
MIMAT0000244,1,1550.050765,139.535987,4389.597608,1951.22996,981.486553,1431.302712,2106.508151,1022.27058,438.993018,1336.935423,3350.950067,2875.005353,552.012282,1192.654694,2123.556283,267.118334,614.72819,1460.672077,610.348347,1224.618728,7111.162767,264.375086,386.453778,1090.364643,1435.553663,541.711807,603.3806930000001,2563.03571,1869.473132,718.282648,2528.241804,1146.488649,1159.879323,5124.174429,631.37709,1212.838087,398.344848,3873.334531,651.0292029999999,5112.8217460000005,2188.13357,555.495649,608.237827,614.361833,360.348556,1096.101193,312.966876,1393.242474,1282.237741,1613.514191,1113.620291,3293.593421,833.883465,1439.797166,2906.855228,1971.689929,1250.0,922.002446,846.468666,919.40475,199.015118,1448.380198,1834.651003,1156.694487,779.044794,1106.824706,1494.475149,366.829231,1461.770382,519.268166,2499.144242,722.002444,836.267077,1448.145999,494.852118,505.148087,452.305317,1548.272066,1135.691301,1026.02384,1181.816562,1756.763646,964.830651,5942.083584,1476.439606,3544.425411,644.534043,1385.856179,1182.311277,494.90818,471.529953,2629.1771,1583.926936,586.3923,1306.77455,389.413905,1091.446154,581.264295,1490.504035,1885.963812,1084.239865,1128.771641,2282.932141,430.57916,1374.4835,3720.126059,2253.255413,630.495809,2767.776054,2509.896931,1349.716747,881.615216,398.350862,445.789577,399.648442,605.705834,3680.654206,3185.162745,646.182637,1203.186843
MIMAT0000245,1,6273.736459,4397.476632,7354.068172,22083.73898,24012.520414999995,5996.956768,6837.474491,6810.932589,4724.051221,24076.555797,22935.142148,3414.435719,3978.745835,11448.314747,5032.933521,11861.163998,30912.347241000003,7206.239189,4203.295796,6924.9612,3708.374388,9140.799593000002,6385.511277,6560.734123,7119.107774,5490.227167,4672.14174,11389.712105,8455.152922,4285.725098,4884.631907,16485.344068,17030.142707,4776.935662000001,11348.555417,8234.900639,7546.902938,9076.330856,9989.036277,9779.656414,14320.450209,5837.68834,5220.406919,13222.559812,5917.698952,2777.330402,15562.69641,7846.693843000001,17913.58841,27028.077586,2878.024848,27874.727138,3516.479352,34823.782258,19685.799536,17577.548663999998,10704.195208,5989.247493,3862.526915,4504.93591,7474.840072,4485.222352,11940.843273,5466.674502,6374.218693,12384.697697,5844.782252,2577.139588,9210.907035,6652.961305,10695.030179,13540.595726,5938.012245000001,12735.296132,5331.480001,6655.0235600000005,3427.998195,14383.875534,4497.528027,5267.504744,2883.210911,8376.804451,6047.768867000001,11486.461159,5618.310004,9293.698606999998,4973.15433,4651.692268,10758.472297,7968.878631,8502.749798,6587.159927000001,7622.096575,4189.142755,16301.090346,5856.118577,1732.418639,7700.398373,6620.196398,5621.991107,10978.268326,6182.459917,10474.786119,7075.850830000001,5281.219324,10423.672028,21129.616079,7531.709277000001,7587.996109,11148.250661,6558.269,5810.556637,7582.134616,8650.727479,2784.272755,17617.735162,6169.33503,4001.339083,10998.164793,10596.888947
MIMAT0000250,1,9.191676,17.441999,210.747846,57.655592000000006,33.092886,57.252109,33.37307,53.745986,35.970577,30.893329,30.219854,12.326483,28.544018,34.045451,13.666451,29.809118,121.681416,24.665702,11.935335,15.493499,10.696956,27.926946,34.090437,28.978508,62.734183,29.948294,30.101391,15.521412,12.205912,57.614006,44.479264,24.571896,24.772404,12.117841,29.106035,401.946341,18.762619,32.950802,37.67816,13.391786,49.36502900000001,25.826469,38.94328,13.95484,64.764841,10.428024,39.925816,25.595391,60.752112,162.34224,10.46161,54.060473,15.793248,15.216514999999998,19.905423,55.886902,36.922087,16.748455,15.80412,45.675558,19.998278,25.410179,44.681935,235.100506,50.155647,59.340252,30.173489,56.701219,13.778469,51.356192,21.601645,53.235204,11.906982,49.301719,26.003375,80.536335,24.359161,22.139256,51.189439,104.031829,64.845902,14.437469,30.723327,17.788767,53.800507,22.730389,117.423136,23.922517,34.554121,14.997219,18.062639,10.412583,60.037364,7.672423,102.750419,19.295285,19.049882,24.362898,18.511319,6.581727,39.4022,27.086351,6.642223,21.81601,31.493020000000005,10.798625,25.093201,12.987742,40.501256000000005,25.891242,227.677133,78.423888,51.801153,16.867713000000002,92.864369,27.29451,19.949345,19.366898,60.189243,21.349322
