gene_id,gene_name,is_expressed
ENSG00000159399.10,HK2,1
ENSG00000159403.18,C1R,1
ENSG00000159409.15,CELF3,1
ENSG00000159423.17,ALDH4A1,1
ENSG00000159433.12,STARD9,1
ENSG00000159445.13,THEM4,1
ENSG00000159450.12,TCHH,1
ENSG00000159455.9,LCE2B,0
ENSG00000159459.12,UBR1,1
ENSG00000159461.15,AMFR,1
ENSG00000159479.17,MED8,1
ENSG00000159495.8,TGM7,0
ENSG00000159496.14,RGL4,1
ENSG00000159516.9,SPRR2G,0
ENSG00000159527.3,PGLYRP3,0
ENSG00000159556.10,ISL2,1
ENSG00000159579.14,RSPRY1,1
ENSG00000159588.15,CCDC17,1
ENSG00000159592.11,GPBP1L1,1
ENSG00000159593.15,NAE1,1
ENSG00000159596.7,TMEM69,1
ENSG00000159618.16,ADGRG5,1
ENSG00000159625.15,DRC7,1
ENSG00000159640.17,ACE,1
ENSG00000159648.11,TEPP,1
ENSG00000159650.9,UROC1,1
ENSG00000159658.14,EFCAB14,1
ENSG00000159674.12,SPON2,1
ENSG00000159685.11,CHCHD6,1
ENSG00000159692.16,CTBP1,1
ENSG00000159708.18,LRRC36,1
ENSG00000159713.11,TPPP3,1
ENSG00000159714.12,ZDHHC1,1
ENSG00000159720.12,ATP6V0D1,1
ENSG00000159723.5,AGRP,0
ENSG00000159733.14,ZFYVE28,1
ENSG00000159753.14,CARMIL2,1
ENSG00000159761.15,C16orf86,1
ENSG00000159763.4,PIP,1
ENSG00000159784.18,FAM131B,1
ENSG00000159788.19,RGS12,1
ENSG00000159792.10,PSKH1,1
ENSG00000159840.16,ZYX,1
ENSG00000159842.15,ABR,1
ENSG00000159871.15,LYPD5,1
ENSG00000159873.10,CCDC117,1
ENSG00000159882.13,ZNF230,1
ENSG00000159884.12,CCDC107,1
ENSG00000159885.14,ZNF222,1
ENSG00000159899.15,NPR2,1
ENSG00000159905.15,ZNF221,1
ENSG00000159915.12,ZNF233,1
ENSG00000159917.17,ZNF235,1
ENSG00000159921.19,GNE,1
ENSG00000159958.7,TNFRSF13C,1
ENSG00000159961.2,OR3A3,0
ENSG00000160007.19,ARHGAP35,1
ENSG00000160013.9,PTGIR,1
ENSG00000160014.17,CALM3,1
ENSG00000160049.12,DFFA,1
ENSG00000160050.15,CCDC28B,1
ENSG00000160051.12,IQCC,1
ENSG00000160055.20,TMEM234,1
ENSG00000160058.19,BSDC1,1
ENSG00000160062.15,ZBTB8A,1
ENSG00000160072.20,ATAD3B,1
ENSG00000160075.12,SSU72,1
ENSG00000160087.21,UBE2J2,1
ENSG00000160094.15,ZNF362,1
ENSG00000160097.20,FNDC5,1
ENSG00000160111.14,CPAMD8,1
ENSG00000160113.5,NR2F6,1
ENSG00000160117.16,ANKLE1,1
ENSG00000160124.9,CCDC58,1
ENSG00000160131.13,VMA21,1
ENSG00000160145.15,KALRN,1
ENSG00000160161.9,CILP2,1
ENSG00000160179.19,ABCG1,1
ENSG00000160180.15,TFF3,1
ENSG00000160181.9,TFF2,1
ENSG00000160182.3,TFF1,1
ENSG00000160183.17,TMPRSS3,1
ENSG00000160185.15,UBASH3A,1
ENSG00000160188.10,RSPH1,1
ENSG00000160190.14,SLC37A1,1
ENSG00000160191.18,PDE9A,1
ENSG00000160193.12,WDR4,1
ENSG00000160194.18,NDUFV3,1
ENSG00000160199.15,PKNOX1,1
ENSG00000160200.18,CBS,1
ENSG00000160201.12,U2AF1,1
ENSG00000160202.7,CRYAA,0
ENSG00000160207.9,HSF2BP,1
ENSG00000160208.13,RRP1B,1
ENSG00000160209.19,PDXK,1
ENSG00000160211.19,G6PD,1
ENSG00000160213.9,CSTB,1
ENSG00000160214.13,RRP1,1
ENSG00000160216.21,AGPAT3,1
ENSG00000160218.13,TRAPPC10,1
ENSG00000160219.12,GAB3,1
ENSG00000160221.18,GATD3A,1
ENSG00000160223.17,ICOSLG,1
ENSG00000160224.17,AIRE,0
ENSG00000160226.16,CFAP410,1
ENSG00000160229.13,ZNF66,1
ENSG00000160233.8,LRRC3,1
ENSG00000160255.18,ITGB2,1
ENSG00000160256.13,FAM207A,1
ENSG00000160271.16,RALGDS,1
ENSG00000160282.14,FTCD,1
ENSG00000160284.15,SPATC1L,1
ENSG00000160285.15,LSS,1
ENSG00000160293.17,VAV2,1
ENSG00000160294.11,MCM3AP,1
ENSG00000160298.18,C21orf58,1
ENSG00000160299.17,PCNT,1
ENSG00000160305.18,DIP2A,1
ENSG00000160307.10,S100B,1
ENSG00000160310.18,PRMT2,1
ENSG00000160318.6,CLDND2,1
ENSG00000160321.15,ZNF208,1
ENSG00000160323.19,ADAMTS13,1
ENSG00000160325.15,CACFD1,1
ENSG00000160326.14,SLC2A6,1
ENSG00000160336.16,ZNF761,1
ENSG00000160339.16,FCN2,1
ENSG00000160345.13,C9orf116,1
ENSG00000160349.10,LCN1,0
ENSG00000160352.16,ZNF714,1
ENSG00000160360.13,GPSM1,1
ENSG00000160392.13,C19orf47,1
ENSG00000160396.9,HIPK4,1
ENSG00000160401.15,CFAP157,1
ENSG00000160404.18,TOR2A,1
ENSG00000160408.15,ST6GALNAC6,1
ENSG00000160410.15,SHKBP1,1
ENSG00000160439.16,RDH13,1
ENSG00000160445.11,ZER1,1
ENSG00000160446.19,ZDHHC12,1
ENSG00000160447.7,PKN3,1
ENSG00000160460.16,SPTBN4,1
ENSG00000160469.17,BRSK1,1
ENSG00000160471.13,COX6B2,1
ENSG00000160472.5,TMEM190,0
ENSG00000160505.16,NLRP4,0
ENSG00000160539.6,PLPP7,1
ENSG00000160551.12,TAOK1,1
ENSG00000160563.14,MED27,1
ENSG00000160570.14,DEDD2,1
ENSG00000160584.16,SIK3,1
ENSG00000160588.10,MPZL3,1
ENSG00000160593.19,JAML,1
ENSG00000160602.14,NEK8,1
ENSG00000160606.11,TLCD1,1
ENSG00000160613.14,PCSK7,1
ENSG00000160633.13,SAFB,1
ENSG00000160654.11,CD3G,1
ENSG00000160678.12,S100A1,1
ENSG00000160679.13,CHTOP,1
ENSG00000160683.5,CXCR5,1
ENSG00000160685.13,ZBTB7B,1
ENSG00000160688.19,FLAD1,1
ENSG00000160691.19,SHC1,1
ENSG00000160695.15,VPS11,1
ENSG00000160703.16,NLRX1,1
ENSG00000160710.17,ADAR,1
ENSG00000160712.13,IL6R,1
ENSG00000160714.10,UBE2Q1,1
ENSG00000160716.6,CHRNB2,1
ENSG00000160741.17,CRTC2,1
ENSG00000160746.13,ANO10,1
ENSG00000160752.15,FDPS,1
ENSG00000160753.16,RUSC1,1
ENSG00000160767.21,FAM189B,1
ENSG00000160781.17,PAQR6,1
ENSG00000160783.19,PMF1,1
ENSG00000160785.13,SLC25A44,1
ENSG00000160789.22,LMNA,1
ENSG00000160791.13,CCR5,1
ENSG00000160796.18,NBEAL2,1
ENSG00000160799.11,CCDC12,1
ENSG00000160801.14,PTH1R,1
ENSG00000160803.8,UBQLN4,1
ENSG00000160808.11,MYL3,1
ENSG00000160813.7,PPP1R35,1
ENSG00000160818.17,GPATCH4,1
ENSG00000160838.14,LRRC71,1
ENSG00000160856.21,FCRL3,1
ENSG00000160862.13,AZGP1,1
ENSG00000160867.15,FGFR4,1
ENSG00000160868.15,CYP3A4,1
ENSG00000160870.15,CYP3A7,0
ENSG00000160877.6,NACC1,1
ENSG00000160882.13,CYP11B1,0
ENSG00000160883.11,HK3,1
ENSG00000160886.13,LY6K,1
ENSG00000160888.7,IER2,1
ENSG00000160908.15,ZNF394,1
ENSG00000160917.15,CPSF4,1
ENSG00000160932.11,LY6E,1
ENSG00000160948.14,VPS28,1
ENSG00000160949.17,TONSL,1
ENSG00000160951.4,PTGER1,1
ENSG00000160953.16,PWWP3A,1
ENSG00000160957.14,RECQL4,1
ENSG00000160959.8,LRRC14,1
ENSG00000160961.12,ZNF333,1
ENSG00000160963.14,COL26A1,1
ENSG00000160972.9,PPP1R16A,1
ENSG00000160973.8,FOXH1,1
ENSG00000160991.16,ORAI2,1
ENSG00000160993.4,ALKBH4,1
ENSG00000160994.4,CCDC105,0
ENSG00000160999.10,SH2B2,1
ENSG00000161010.15,MRNIP,1
ENSG00000161011.20,SQSTM1,1
ENSG00000161013.17,MGAT4B,1
ENSG00000161016.18,RPL8,1
ENSG00000161021.13,MAML1,1
ENSG00000161031.13,PGLYRP2,1
ENSG00000161036.13,LRWD1,1
ENSG00000161040.16,FBXL13,1
ENSG00000161048.11,NAPEPLD,1
ENSG00000161055.4,SCGB3A1,1
ENSG00000161057.13,PSMC2,1
ENSG00000161082.13,CELF5,1
ENSG00000161091.13,MFSD12,1
ENSG00000161133.16,USP41,1
ENSG00000161179.14,YDJC,1
ENSG00000161180.11,CCDC116,1
ENSG00000161202.20,DVL3,1
ENSG00000161203.13,AP2M1,1
ENSG00000161204.11,ABCF3,1
ENSG00000161217.12,PCYT1A,1
ENSG00000161243.9,FBXO27,1
ENSG00000161249.21,DMKN,1
ENSG00000161265.15,U2AF1L4,1
ENSG00000161267.12,BDH1,1
ENSG00000161270.20,NPHS1,1
ENSG00000161277.11,THAP8,1
ENSG00000161281.11,COX7A1,1
ENSG00000161298.18,ZNF382,1
ENSG00000161328.11,LRRC56,1
ENSG00000161381.14,PLXDC1,1
ENSG00000161395.14,PGAP3,1
ENSG00000161405.17,IKZF3,1
ENSG00000161509.14,GRIN2C,1
ENSG00000161513.12,FDXR,1
ENSG00000161526.15,SAP30BP,1
ENSG00000161533.12,ACOX1,1
ENSG00000161542.17,PRPSAP1,1
ENSG00000161544.10,CYGB,1
ENSG00000161547.17,SRSF2,1
ENSG00000161551.14,ZNF577,1
ENSG00000161558.11,TMEM143,1
ENSG00000161594.7,KLHL10,1
ENSG00000161609.10,KASH5,1
ENSG00000161610.1,HCRT,0
ENSG00000161618.10,ALDH16A1,1
ENSG00000161634.12,DCD,1
ENSG00000161638.11,ITGA5,1
ENSG00000161640.15,SIGLEC11,1
ENSG00000161642.18,ZNF385A,1
ENSG00000161647.19,MPP3,1
ENSG00000161649.13,CD300LG,1
ENSG00000161652.12,IZUMO2,0
ENSG00000161653.11,NAGS,1
ENSG00000161654.10,LSM12,1
ENSG00000161664.7,ASB16,1
ENSG00000161671.17,EMC10,1
ENSG00000161677.12,JOSD2,1
ENSG00000161681.16,SHANK1,1
ENSG00000161682.15,FAM171A2,1
ENSG00000161692.18,DBF4B,1
ENSG00000161714.12,PLCD3,1
ENSG00000161791.14,FMNL3,1
ENSG00000161798.7,AQP5,1
ENSG00000161800.13,RACGAP1,1
ENSG00000161807.3,OR7G1,0
ENSG00000161813.22,LARP4,1
ENSG00000161835.11,TAMALIN,1
ENSG00000161847.14,RAVER1,1
ENSG00000161849.3,KRT84,0
ENSG00000161850.3,KRT82,0
ENSG00000161860.8,SYCE2,1
ENSG00000161888.11,SPC24,1
ENSG00000161896.12,IP6K3,1
ENSG00000161904.12,LEMD2,1
ENSG00000161905.13,ALOX15,1
ENSG00000161911.11,TREML1,1
ENSG00000161914.10,ZNF653,1
ENSG00000161920.11,MED11,1
ENSG00000161921.17,CXCL16,1
ENSG00000161929.15,SCIMP,1
ENSG00000161939.19,RNASEK-C17orf49,0
ENSG00000161940.11,BCL6B,1
ENSG00000161944.16,ASGR2,1
ENSG00000161955.16,TNFSF13,1
ENSG00000161956.13,SENP3,1
ENSG00000161958.11,FGF11,1
ENSG00000161960.16,EIF4A1,1
ENSG00000161970.15,RPL26,1
ENSG00000161973.11,CCDC42,0
ENSG00000161980.6,POLR3K,1
ENSG00000161981.11,SNRNP25,1
ENSG00000161992.6,PRR35,0
ENSG00000161996.19,WDR90,1
ENSG00000161999.13,JMJD8,1
ENSG00000162004.18,CCDC78,1
ENSG00000162006.9,MSLNL,1
ENSG00000162009.8,SSTR5,0
ENSG00000162032.16,SPSB3,1
ENSG00000162039.17,MEIOB,1
ENSG00000162040.7,HS3ST6,1
ENSG00000162062.15,TEDC2,1
ENSG00000162063.13,CCNF,1
ENSG00000162065.14,TBC1D24,1
ENSG00000162066.16,AMDHD2,1
ENSG00000162068.2,NTN3,1
ENSG00000162069.16,BICDL2,1
ENSG00000162073.14,PAQR4,1
ENSG00000162076.13,FLYWCH2,1
ENSG00000162078.11,ZG16B,1
ENSG00000162086.16,ZNF75A,1
ENSG00000162104.10,ADCY9,1
ENSG00000162105.19,SHANK2,1
ENSG00000162129.14,CLPB,1
ENSG00000162139.10,NEU3,1
ENSG00000162144.10,CYB561A3,1
ENSG00000162148.11,PPP1R32,1
ENSG00000162174.12,ASRGL1,1
ENSG00000162188.6,GNG3,1
ENSG00000162191.14,UBXN1,1
ENSG00000162194.12,LBHD1,1
ENSG00000162222.14,TTC9C,1
ENSG00000162227.8,TAF6L,1
ENSG00000162231.14,NXF1,1
ENSG00000162236.13,STX5,1
ENSG00000162241.12,SLC25A45,1
ENSG00000162244.12,RPL29,1
ENSG00000162267.12,ITIH3,1
ENSG00000162298.19,SYVN1,1
ENSG00000162300.13,ZFPL1,1
ENSG00000162302.13,RPS6KA4,1
ENSG00000162337.12,LRP5,1
ENSG00000162341.18,TPCN2,1
ENSG00000162344.4,FGF19,1
ENSG00000162365.12,CYP4A22,1
ENSG00000162366.8,PDZK1IP1,1
ENSG00000162367.11,TAL1,1
ENSG00000162368.13,CMPK1,1
ENSG00000162373.13,BEND5,1
ENSG00000162374.18,ELAVL4,1
ENSG00000162377.6,COA7,1
ENSG00000162378.13,ZYG11B,1
ENSG00000162383.13,SLC1A7,1
ENSG00000162384.14,CZIB,1
ENSG00000162385.11,MAGOH,1
ENSG00000162390.18,ACOT11,1
ENSG00000162391.12,FAM151A,1
ENSG00000162396.6,PARS2,1
ENSG00000162398.11,LEXM,1
ENSG00000162399.9,BSND,1
ENSG00000162402.14,USP24,1
ENSG00000162407.9,PLPP3,1
ENSG00000162408.11,NOL9,1
ENSG00000162409.11,PRKAA2,1
ENSG00000162413.16,KLHL21,1
ENSG00000162415.7,ZSWIM5,1
ENSG00000162419.13,GMEB1,1
ENSG00000162426.16,SLC45A1,1
ENSG00000162430.17,SELENON,1
ENSG00000162433.15,AK4,1
ENSG00000162434.13,JAK1,1
ENSG00000162437.14,RAVER2,1
ENSG00000162438.12,CTRC,0
ENSG00000162441.12,LZIC,1
ENSG00000162444.12,RBP7,1
ENSG00000162456.10,KNCN,0
ENSG00000162458.13,FBLIM1,1
ENSG00000162460.7,TMEM82,1
ENSG00000162461.8,SLC25A34,1
ENSG00000162482.5,AKR7A3,1
ENSG00000162490.7,DRAXIN,1
ENSG00000162493.16,PDPN,1
ENSG00000162494.6,LRRC38,1
ENSG00000162496.9,DHRS3,1
ENSG00000162510.6,MATN1,1
ENSG00000162511.8,LAPTM5,1
ENSG00000162512.16,SDC3,1
ENSG00000162517.13,PEF1,1
ENSG00000162520.15,SYNC,1
ENSG00000162521.19,RBBP4,1
ENSG00000162522.11,KIAA1522,1
ENSG00000162526.7,TSSK3,1
ENSG00000162542.13,TMCO4,1
ENSG00000162543.6,UBXN10,1
ENSG00000162545.6,CAMK2N1,1
ENSG00000162551.14,ALPL,1
ENSG00000162552.15,WNT4,1
ENSG00000162571.14,TTLL10,1
ENSG00000162572.21,SCNN1D,1
ENSG00000162576.17,MXRA8,1
ENSG00000162585.17,FAAP20,1
ENSG00000162591.16,MEGF6,1
ENSG00000162592.10,CCDC27,1
ENSG00000162594.16,IL23R,1
ENSG00000162595.7,DIRAS3,1
ENSG00000162598.13,C1orf87,0
ENSG00000162599.17,NFIA,1
ENSG00000162600.12,OMA1,1
ENSG00000162601.11,MYSM1,1
ENSG00000162604.12,TM2D1,1
ENSG00000162607.13,USP1,1
ENSG00000162613.17,FUBP1,1
ENSG00000162614.19,NEXN,1
ENSG00000162616.9,DNAJB4,1
ENSG00000162618.15,ADGRL4,1
ENSG00000162620.16,LRRIQ3,1
ENSG00000162621.7,LRRC53,0
ENSG00000162623.16,TYW3,1
ENSG00000162624.14,LHX8,1
ENSG00000162627.17,SNX7,1
ENSG00000162630.6,B3GALT2,1
ENSG00000162631.19,NTNG1,1
ENSG00000162636.16,FAM102B,1
ENSG00000162639.16,HENMT1,1
ENSG00000162641.20,AKNAD1,1
ENSG00000162642.14,C1orf52,1
ENSG00000162643.13,DNAI3,1
ENSG00000162645.13,GBP2,1
ENSG00000162650.16,ATXN7L2,1
ENSG00000162654.9,GBP4,1
ENSG00000162664.17,ZNF326,1
ENSG00000162669.16,HFM1,1
ENSG00000162670.11,BRINP3,1
ENSG00000162676.12,GFI1,1
ENSG00000162687.19,KCNT2,1
ENSG00000162688.17,AGL,1
ENSG00000162692.12,VCAM1,1
ENSG00000162694.14,EXTL2,1
ENSG00000162695.12,SLC30A7,1
ENSG00000162702.8,ZNF281,1
ENSG00000162704.16,ARPC5,1
ENSG00000162706.13,CADM3,1
ENSG00000162711.18,NLRP3,1
ENSG00000162714.12,ZNF496,1
ENSG00000162722.9,TRIM58,1
ENSG00000162723.10,SLAMF9,1
ENSG00000162727.3,OR2M5,0
ENSG00000162728.5,KCNJ9,1
ENSG00000162729.14,IGSF8,1
ENSG00000162733.19,DDR2,1
ENSG00000162734.13,PEA15,1
ENSG00000162735.19,PEX19,1
ENSG00000162736.17,NCSTN,1
ENSG00000162738.6,VANGL2,1
ENSG00000162739.14,SLAMF6,1
ENSG00000162745.10,OLFML2B,1
ENSG00000162746.14,FCRLB,1
ENSG00000162747.12,FCGR3B,1
ENSG00000162753.13,SLC9C2,0
ENSG00000162755.14,KLHDC9,1
ENSG00000162757.4,C1orf74,1
ENSG00000162761.14,LMX1A,1
ENSG00000162763.4,LRRC52,0
ENSG00000162769.13,FLVCR1,1
ENSG00000162771.8,FAM71A,0
ENSG00000162772.17,ATF3,1
ENSG00000162775.16,RBM15,1
ENSG00000162777.17,DENND2D,1
ENSG00000162779.22,AXDND1,1
ENSG00000162782.16,TDRD5,1
ENSG00000162783.11,IER5,1
ENSG00000162804.14,SNED1,1
ENSG00000162813.18,BPNT1,1
ENSG00000162814.11,SPATA17,1
ENSG00000162817.7,C1orf115,1
ENSG00000162819.12,BROX,1
ENSG00000162825.16,NBPF20,1
ENSG00000162836.12,ACP6,1
ENSG00000162843.17,WDR64,1
ENSG00000162849.16,KIF26B,1
ENSG00000162851.8,TFB2M,1
ENSG00000162852.14,CNST,1
ENSG00000162869.16,PPP1R21,1
ENSG00000162873.15,KLHDC8A,1
ENSG00000162877.13,PM20D1,1
ENSG00000162878.13,PKDCC,1
ENSG00000162881.6,OXER1,1
ENSG00000162882.15,HAAO,1
ENSG00000162885.14,B3GALNT2,1
ENSG00000162889.11,MAPKAPK2,1
ENSG00000162891.10,IL20,1
ENSG00000162892.16,IL24,1
ENSG00000162894.12,FCMR,1
ENSG00000162896.6,PIGR,1
ENSG00000162897.16,FCAMR,1
ENSG00000162909.18,CAPN2,1
ENSG00000162910.19,MRPL55,1
ENSG00000162923.17,WDR26,1
ENSG00000162924.15,REL,1
ENSG00000162927.14,PUS10,1
ENSG00000162928.9,PEX13,1
ENSG00000162929.14,KIAA1841,1
ENSG00000162931.12,TRIM17,1
ENSG00000162944.11,RFTN2,1
ENSG00000162946.23,DISC1,1
ENSG00000162949.16,CAPN13,1
ENSG00000162951.11,LRRTM1,0
ENSG00000162959.13,MEMO1,1
ENSG00000162961.14,DPY30,1
ENSG00000162971.11,TYW5,1
ENSG00000162972.10,MAIP1,1
ENSG00000162975.5,KCNF1,1
ENSG00000162976.13,SLC66A3,1
ENSG00000162980.17,ARL5A,1
ENSG00000162981.14,LRATD1,1
ENSG00000162989.5,KCNJ3,1
ENSG00000162992.4,NEUROD1,0
ENSG00000162994.16,CLHC1,1
ENSG00000162998.5,FRZB,1
ENSG00000162999.13,DUSP19,1
ENSG00000163001.12,CFAP36,1
ENSG00000163002.13,NUP35,1
ENSG00000163006.12,CCDC138,1
ENSG00000163012.4,ZSWIM2,0
ENSG00000163013.12,FBXO41,1
ENSG00000163017.14,ACTG2,1
ENSG00000163026.12,WDCP,1
ENSG00000163029.16,SMC6,1
ENSG00000163032.12,VSNL1,1
ENSG00000163040.15,CCDC74A,1
ENSG00000163041.13,H3-3A,1
ENSG00000163046.15,ANKRD30BL,0
ENSG00000163050.18,COQ8A,1
ENSG00000163053.11,SLC16A14,1
ENSG00000163060.8,TEKT4,1
ENSG00000163064.7,EN1,1
ENSG00000163069.13,SGCB,1
ENSG00000163071.11,SPATA18,1
ENSG00000163072.16,NOSTRIN,1
ENSG00000163075.13,CFAP221,1
ENSG00000163082.10,SGPP2,1
ENSG00000163083.6,INHBB,1
ENSG00000163092.21,XIRP2,0
ENSG00000163093.12,BBS5,1
ENSG00000163104.18,SMARCAD1,1
ENSG00000163106.11,HPGDS,1
ENSG00000163110.15,PDLIM5,1
ENSG00000163114.6,PDHA2,0
ENSG00000163116.10,STPG2,1
ENSG00000163121.10,NEURL3,1
ENSG00000163125.15,RPRD2,1
ENSG00000163126.15,ANKRD23,1
ENSG00000163131.11,CTSS,1
ENSG00000163132.8,MSX1,1
ENSG00000163138.19,PACRGL,1
ENSG00000163141.20,BNIPL,1
ENSG00000163145.13,C1QTNF7,1
ENSG00000163154.6,TNFAIP8L2,1
ENSG00000163155.12,LYSMD1,1
ENSG00000163156.12,SCNM1,1
ENSG00000163157.15,TMOD4,1
ENSG00000163159.14,VPS72,1
ENSG00000163161.14,ERCC3,1
ENSG00000163162.9,RNF149,1
ENSG00000163166.15,IWS1,1
ENSG00000163170.12,BOLA3,1
ENSG00000163171.8,CDC42EP3,1
ENSG00000163191.6,S100A11,1
ENSG00000163202.5,LCE3D,0
ENSG00000163206.6,SMCP,0
ENSG00000163207.7,IVL,1
ENSG00000163209.15,SPRR3,1
ENSG00000163214.21,DHX57,1
ENSG00000163216.7,SPRR2D,1
ENSG00000163217.2,BMP10,0
ENSG00000163218.15,PGLYRP4,1
ENSG00000163219.12,ARHGAP25,1
ENSG00000163220.11,S100A9,1
ENSG00000163221.9,S100A12,1
ENSG00000163235.16,TGFA,1
ENSG00000163239.12,TDRD10,1
ENSG00000163249.13,CCNYL1,1
ENSG00000163251.4,FZD5,1
ENSG00000163254.5,CRYGC,0
ENSG00000163257.11,DCAF16,1
ENSG00000163263.7,C1orf189,1
ENSG00000163273.4,NPPC,1
ENSG00000163281.12,GNPDA2,1
ENSG00000163283.7,ALPP,0
ENSG00000163285.8,GABRG1,1
ENSG00000163286.9,ALPG,0
ENSG00000163288.14,GABRB1,1
ENSG00000163291.14,PAQR3,1
ENSG00000163293.12,NIPAL1,1
ENSG00000163295.5,ALPI,0
ENSG00000163297.17,ANTXR2,1
ENSG00000163312.11,HELQ,1
ENSG00000163319.11,MRPS18C,1
ENSG00000163320.12,CGGBP1,1
ENSG00000163322.14,ABRAXAS1,1
ENSG00000163328.14,GPR155,1
ENSG00000163331.12,DAPL1,1
ENSG00000163344.6,PMVK,1
ENSG00000163346.17,PBXIP1,1
ENSG00000163347.6,CLDN1,1
ENSG00000163348.4,PYGO2,1
ENSG00000163349.22,HIPK1,1
ENSG00000163352.5,LENEP,1
ENSG00000163354.15,DCST2,1
ENSG00000163357.11,DCST1,1
ENSG00000163359.16,COL6A3,1
ENSG00000163362.11,INAVA,1
ENSG00000163374.19,YY1AP1,1
ENSG00000163376.11,KBTBD8,1
ENSG00000163377.16,TAFA4,1
ENSG00000163378.14,EOGT,1
ENSG00000163380.16,LMOD3,1
ENSG00000163382.12,NAXE,1
ENSG00000163389.12,POGLUT1,1
ENSG00000163393.13,SLC22A15,1
ENSG00000163394.6,CCKAR,1
ENSG00000163395.17,IGFN1,1
ENSG00000163399.16,ATP1A1,1
ENSG00000163406.11,SLC15A2,1
ENSG00000163412.13,EIF4E3,1
ENSG00000163421.9,PROK2,1
ENSG00000163424.9,TEX55,0
ENSG00000163428.4,LRRC58,1
ENSG00000163430.12,FSTL1,1
ENSG00000163431.13,LMOD1,1
ENSG00000163435.16,ELF3,1
ENSG00000163440.12,PDCL2,0
ENSG00000163444.12,TMEM183A,1
ENSG00000163449.11,TMEM169,1
ENSG00000163453.11,IGFBP7,1
ENSG00000163462.18,TRIM46,1
ENSG00000163463.13,KRTCAP2,1
ENSG00000163464.8,CXCR1,1
ENSG00000163466.16,ARPC2,1
ENSG00000163467.12,TSACC,1
ENSG00000163468.15,CCT3,1
ENSG00000163472.19,TMEM79,1
ENSG00000163479.14,SSR2,1
ENSG00000163481.8,RNF25,1
ENSG00000163482.12,STK36,1
ENSG00000163485.17,ADORA1,1
ENSG00000163491.16,NEK10,1
ENSG00000163492.15,CCDC141,1
ENSG00000163497.3,FEV,0
ENSG00000163499.12,CRYBA2,1
ENSG00000163501.7,IHH,0
ENSG00000163507.14,CIP2A,1
ENSG00000163508.13,EOMES,1
ENSG00000163510.14,CWC22,1
ENSG00000163512.14,AZI2,1
ENSG00000163513.19,TGFBR2,1
ENSG00000163515.6,RETNLB,0
ENSG00000163516.14,ANKZF1,1
ENSG00000163517.15,HDAC11,1
ENSG00000163518.11,FCRL4,1
ENSG00000163519.14,TRAT1,1
ENSG00000163520.14,FBLN2,1
ENSG00000163521.16,GLB1L,1
ENSG00000163527.10,STT3B,1
ENSG00000163528.13,CHCHD4,1
ENSG00000163530.4,DPPA2,0
ENSG00000163531.15,NFASC,1
ENSG00000163534.15,FCRL1,1
ENSG00000163535.18,SGO2,1
ENSG00000163536.13,SERPINI1,1
ENSG00000163539.17,CLASP2,1
ENSG00000163541.12,SUCLG1,1
ENSG00000163545.11,NUAK2,1
ENSG00000163554.15,SPTA1,1
ENSG00000163558.13,PRKCI,1
ENSG00000163563.8,MNDA,1
ENSG00000163564.15,PYHIN1,1
ENSG00000163565.19,IFI16,1
ENSG00000163568.15,AIM2,1
ENSG00000163576.18,EFHB,1
ENSG00000163577.8,EIF5A2,1
ENSG00000163581.14,SLC2A2,0
ENSG00000163584.18,RPL22L1,1
ENSG00000163586.10,FABP1,0
ENSG00000163590.14,PPM1L,1
ENSG00000163596.16,ICA1L,1
ENSG00000163599.17,CTLA4,1
ENSG00000163600.13,ICOS,1
ENSG00000163602.11,RYBP,1
ENSG00000163605.15,PPP4R2,1
ENSG00000163606.11,CD200R1,1
ENSG00000163607.17,GTPBP8,1
ENSG00000163608.15,NEPRO,1
ENSG00000163611.11,SPICE1,1
ENSG00000163617.11,CCDC191,1
ENSG00000163618.18,CADPS,1
ENSG00000163623.9,NKX6-1,1
ENSG00000163624.6,CDS1,1
ENSG00000163625.16,WDFY3,1
ENSG00000163626.17,COX18,1
ENSG00000163629.13,PTPN13,1
ENSG00000163630.11,SYNPR,0
ENSG00000163631.17,ALB,1
ENSG00000163632.14,C3orf49,1
ENSG00000163633.12,C4orf36,0
ENSG00000163634.12,THOC7,1
ENSG00000163635.20,ATXN7,1
ENSG00000163636.11,PSMD6,1
ENSG00000163637.13,PRICKLE2,1
ENSG00000163638.13,ADAMTS9,1
ENSG00000163644.15,PPM1K,1
ENSG00000163645.15,ERICH6,1
ENSG00000163646.12,CLRN1,0
ENSG00000163655.16,GMPS,1
ENSG00000163659.13,TIPARP,1
ENSG00000163660.12,CCNL1,1
ENSG00000163661.4,PTX3,1
ENSG00000163666.10,HESX1,1
ENSG00000163673.7,DCLK3,1
ENSG00000163681.16,SLMAP,1
ENSG00000163682.17,RPL9,1
ENSG00000163683.12,SMIM14,1
ENSG00000163684.12,RPP14,1
ENSG00000163686.15,ABHD6,1
ENSG00000163687.14,DNASE1L3,1
ENSG00000163689.20,CFAP20DC,1
ENSG00000163694.15,RBM47,1
ENSG00000163697.17,APBB2,1
ENSG00000163701.19,IL17RE,1
ENSG00000163702.20,IL17RC,1
ENSG00000163703.19,CRELD1,1
ENSG00000163704.12,PRRT3,1
ENSG00000163705.13,FANCD2OS,0
ENSG00000163710.9,PCOLCE2,1
