accession_id,is_expressed,d2d4e49b-9070-4123-a0a1-26c1ae412f90,f9b78f39-e96f-4ca4-9149-5c19c68b0d5e,9829840b-4803-4e25-8325-a74a2ca16dc2,60f0ab3d-cce7-44c8-b56e-dc96f5c44a9b,4af362e9-6809-4f30-a59c-49627ab987c2,2a86ab10-4cd3-47d3-8f09-f92165a6da71,f084f7fb-d15c-43bb-bb99-f056b771fa62,44877412-0b2c-4dbf-a414-94ef673887f6,9042f38b-948f-4f8d-a1e1-8f7050550500,8dbb8398-24b8-4204-bd68-97b22c3353a0,cd88f5a8-72ec-466b-9c0c-cd829a3d3624,d3beada8-7594-46d9-8e60-7c5637ba157c,1ffe7970-0f26-4dbb-a868-82f62c81ceca,118c6c30-50e6-47e2-8a1e-2f0af7b992ef,c4393731-c0be-451e-a40d-b73b3754de1a,f7361347-012a-4bcc-8fac-5e649cb43430,dc77fc58-c2e0-40b8-940d-b5e7ad227d92,989c8235-bae1-4452-a4cd-156b600f8233,448acb1c-e015-4b7d-9afa-2f7a711ec5a4,2f539f92-b73d-4e77-ba07-f94b1fb254f6,597d6fb5-0322-4689-99c7-50fa624944b9,0983589f-38ab-4ffe-aa77-0936d573b23a,97911982-e3ec-49cd-b7e3-3fd0b5e7cd43,5338c9ca-40ab-4fa9-9b55-dccb572321ca,bcb36504-3626-47e9-bf05-de36428737c4,c37cdc8b-c959-47cf-8475-85b3dc948a60,6874f5d8-0d77-46df-89a7-51e7b1351075,6ede932d-8018-4760-8001-179f8bfd3861,7d31346d-1d85-4ffd-ab8d-0f8cec91f81b,59cab2cc-e8c4-42c3-a47c-1056cc7fd1af,8eb51180-16da-4fd3-9054-92d6f9f88da1,a8ae4c3f-e77d-4664-b9ae-278d0b6e4e81,d0f845cb-f147-4d1b-9759-b842c3894b95,e7b54d74-6e25-460a-bee5-d07b4d410773,244aedc7-2e00-4543-a9de-c1e4ae0c92bf,0563f81d-6fe3-4648-be83-ffcfb27df35f,841108cf-9214-42f6-bd8d-1cd80c14e943,813b35dc-d0ed-43f0-93f7-abb9bb6f197a,193602bb-7069-4a72-8131-804a0bd923f5,e0aeb03a-23d3-4013-b7e1-c120e03f10df,5fab925b-4cc8-4126-8fb9-8f7655f7bde1,0bc59ba8-158b-4309-b4d5-bb541f892fbf,e6a87bcc-c44d-4a20-8f52-e9c4f2923246,e6c86b12-3456-4c01-b1f3-bb0c385e7c63,c0f81986-03c5-494e-9a43-27e1d6ae140d,807ab4ca-7f1c-4df0-a657-00f77d5b8eb1,ed578987-fae3-426c-9435-c72ab01d4b82,efa0d6a5-c470-4963-b530-641084d80e4b,e4617ffc-d0b4-4ebd-88fc-0b5e9d2eefbf,563757fe-ab75-4fed-bda6-014e6e2ddb53,5cf76542-49f0-4d0c-8427-437c55f51f61,5a79be00-de6f-44ab-a0ac-29ec7bbd2087,fe9a6609-5a92-436b-8d60-140e4cd7dc9b,dab318b3-2e82-4f0b-92db-3a4b7e98bcec,740e84ea-f42a-4e1c-99bd-39f35627be12,003bb8e8-01b8-4c6a-82b6-d0b003d5143b,bf63f154-6eb1-4a9e-a683-3aa4cdbb7125,f4c820c4-0ed2-4e06-9bc4-24f0259fa80a,2355503e-8013-4092-9733-eabd4ca15ce6,5cc5f8c9-a224-4d70-b406-89f0d35cd711,d8f4fee7-bb7b-48d1-8d15-7ee33cc5f339,90825e80-0e8b-4430-89d2-207cf4be6619,0a4647df-3e2f-445a-88a5-01c2e6a811c8,54f6fcc7-e68d-42dc-b1c9-90fa90b083b6,acd05696-1ab3-4e43-8520-2a141acb9e25,f6bfc040-7f92-4499-b5b3-68615c2e7b33,8f45a07f-25c0-4820-b3b9-e2e0bbc54940,4d85e3a8-263a-4f3a-8b40-0aa1f20944d3,22a58527-ff76-4eb6-a212-a7600e6d8963,8a37c9f4-a187-4536-9c29-41a3aecba27d,e70cc642-063e-4ea4-8fcc-9f5cfe3ce9a9,f697950a-6bbf-430c-98f2-ee7e61840a5f,dafd5e8a-1a86-42fb-88e2-92fd09d596da,809f13dc-caad-4bde-9b5e-606e5d229d42,5359d1b9-dfba-4f3e-b0c4-7fbf51dfb72c,080fe4c3-1515-46fa-95b9-46e630d31b6c,187a4656-8ce6-4df5-82fa-93a0a6bf9248,a3ee5904-e876-4ee4-a9b0-ff5d0b3d275f,a473ce1d-15e1-4ca2-bcba-fa36367a7f0d,ae89d22f-6bff-493e-8ec8-59987ccc1785,d883c427-a678-4ff1-b7de-49ba0d305b2f,a9a3d49c-6d6d-4989-b3ec-c0679684621a,4cb946b2-4aec-4300-9c26-0fc36d0b95d0,3f7848d9-ee82-4648-92d8-e0188275abf4,f83b6eb6-444b-4fe0-9f53-3f152537500d,95434759-f95d-4e7a-bc24-c8d8a2dc6d2c,0961f723-1c0b-4a2a-8a86-861bf407085b
MIMAT0003336,0,0.991229,1.14237,1.096678,0.507244,0.0,0.0,0.0,0.0,0.0,0.0,1.234654,0.0,0.0,0.784427,0.0,0.368487,0.0,0.0,0.0,0.0,0.0,0.0,1.760896,0.623246,0.0,0.0,0.0,0.0,0.0,0.0,0.538071,0.0,0.0,0.0,0.0,0.0,0.132898,0.2301,0.0,0.0,0.6528430000000001,0.559864,0.0,0.138212,0.0,1.132342,0.0,0.594443,0.0,0.82064,0.0,0.904913,0.0,0.583006,0.0,0.426111,0.0,0.0,0.710966,0.825689,0.0,1.422875,0.0,0.882294,0.0,0.0,0.0,0.788206,0.0,0.0,0.0,0.0,0.704552,0.0,0.0,0.0,1.599096,0.0,0.124774,0.0,0.0,0.0,0.0,0.830884,1.806489,0.0,1.0709110000000002
MIMAT0003337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003338,1,63.438631,36.555846,40.577072,20.796991,29.688983,16.795450000000002,27.468862,17.74908,49.924279,43.163144,57.205648,68.5553,58.980467,25.886089,27.734474,58.957897,66.357952,75.908223,29.019585,38.83403,50.809886,19.283856,51.06595900000001,34.590161,27.258201,57.478748,28.779898,40.468999,57.019595,51.125839,36.588824,126.752717,51.125529,48.723353,72.404651,17.879365,15.150319,94.417821,42.233627,9.407097,33.131752,42.549689,48.991506,11.886216,36.626634,23.213009,11.778516,33.883253,74.512221,74.678157,73.414741,72.393078,55.54774,27.984292,42.748103,31.532245,41.23791,81.146976,17.063173,90.00008299999999,36.923066,25.611751,75.397868,32.644879,23.911942000000003,37.571258,68.27843200000001,44.139548,32.667215,34.614287,24.339538,44.787351,17.613796,91.377574,52.90227,53.564733,45.574224,71.261117,101.56643,39.448533000000005,23.224968,60.055563,40.838644,61.485438,36.73196299999999,24.414573,29.271569000000003
MIMAT0003339,1,0.0,9.13896,2.193355,11.159361,1.120338,0.0,1.56965,1.868324,11.746887,8.632629,6.996373,8.473126,0.863129,1.568854,1.155603,0.736974,1.7934579999999998,11.199574,3.137252,2.5216899999999995,2.509132,1.928386,1.760896,2.492984,0.0,9.155904,2.158493,7.358,2.409279,5.944865,6.456852,5.070108,3.067532,5.73216,13.257189,0.0,0.797385,2.914603,1.741592,2.565573,11.261531,4.478915,5.090026,3.593508,1.308094,2.830855,1.472315,4.755544,6.439328,2.461919,1.425528,3.619653,1.557414,4.664048,2.692793,0.426111,5.154739,3.329106,2.843863,4.128445,6.801618,3.98405,5.799836,2.646882,3.11895,6.831139,3.93914,2.758721,7.361625,2.257454,1.678588,3.645482,3.522759,16.181447000000002,0.724689,4.657803,9.594574,4.831263,5.365302,7.172460000000001,1.290276,12.185185,10.209661,4.15442,4.215142999999999,0.0,1.784852
MIMAT0003340,1,0.0,2.28474,1.096678,0.507244,1.680507,1.119697,1.569649,0.0,0.978907,4.932931,9.05413,0.0,3.452516,4.706562,3.466809,3.316383,2.391278,3.733191,5.490192,1.008676,16.309347,1.928386,1.760896,0.934869,0.939938,3.051968,3.597488,4.59875,1.606186,2.377946,0.538071,0.724301,2.045022,0.95536,1.019784,2.145524,1.328976,3.835004,1.741592,0.855191,1.958528,6.718370999999999,3.817519,3.593508,2.616188,2.264684,4.785022,2.377772,0.0,0.41032,0.0,4.524567,2.59569,1.166012,2.356194,2.982778,1.288685,3.329107,0.0,0.0,0.97166,7.114375,0.966639,0.882294,1.559475,0.0,0.656523,1.970515,1.380306,6.019876,0.839294,0.0,1.409104,6.662947,4.348132,1.164451,2.398644,6.039079,1.99639,2.39082,2.15046,1.74074,0.0,2.492653,4.215144,1.743898,0.35697
MIMAT0003385,0,0.0,0.0,1.096678,0.507244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.521791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022511,0.0,0.0,0.0,0.0,1.917502,0.0,0.0,0.163211,0.0,0.0,0.829272,0.0,0.0,0.0,0.0,0.919904,0.0,0.712764,0.904913,0.0,0.0,0.336599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882294,0.0,0.0,0.0,0.0,0.0,1.128727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499097,0.0,0.430092,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003386,0,0.0,3.4271100000000003,0.0,0.507244,0.0,1.119697,1.56965,0.934162,1.957815,2.466465,9.877234,0.770284,4.315644000000001,1.568854,1.155603,0.368487,3.586916,1.244397,1.568626,0.0,4.390979,0.0,0.0,0.311623,0.0,1.525984,0.359749,0.91975,0.803093,4.755892,1.614213,0.724301,0.0,0.95536,1.019784,2.860699,0.0,0.5369,0.435398,1.710382,0.163211,5.038779,0.0,0.552848,1.308094,0.0,2.208473,0.594443,0.0,0.41032,0.712764,2.71474,0.0,0.0,1.346396,3.835002,1.288684,0.832277,1.421932,0.0,2.914979,1.992025,0.966639,0.882294,1.03965,0.0,0.0,1.182309,2.300509,1.504969,0.839294,0.520783,0.0,1.9037,4.348132,2.328902,1.599096,1.207816,0.249549,0.0,0.430092,1.74074,0.0,0.0,0.0,3.487796,1.4278810000000002
MIMAT0003389,1,113.000062,671.713657,72.380723,137.463042,155.166946,122.04694,159.3194,75.667131,131.173602,197.317226,359.284393,233.396137,117.385514,242.387921,93.603852,207.4581,248.692869,148.083255,298.823295,121.041134,1511.123605,197.65952,125.904,152.072061,164.489144,207.025225,196.063054,93.814497,146.965995,217.582057,138.284232,49.976785,86.913399,103.178866,99.938814,276.772561,154.028224,666.75395,124.523892,107.754013,295.411188,775.4121,486.097547,251.545486,180.516985,131.35166,427.339261,196.760642,193.179832,146.894395,40.627575,256.995431,47.760673,109.605142,241.341655,237.770176,141.755317,173.529689,195.515515,41.284442,94.250982,765.5067760000001,145.962541,96.170049,173.101664,110.66443,160.191706,293.212716,165.17647499999998,177.962586,88.125916,166.129826,78.205254,290.314167,255.815083,143.227439,204.684231,128.028447,265.39533,340.69187800000003,252.894089,133.166684,53.317119,194.426927,164.992753,139.51184700000002,118.15719
MIMAT0003393,1,435.149365,763.1032720000001,399.190654,437.75131,479.505077,395.252935,131.850539,231.672206,797.8095920000001,455.062851,1233.419617,875.813227,278.502887,177.280488,448.374009,655.53812,1009.716955,1107.513421,187.450834,192.657139,437.843202,484.988966,184.893988,89.747446,236.864369,1263.006471,179.154864,536.214238,297.947457,1857.17581,359.431389,152.827562,343.563552,336.286671,2249.643075,138.743868,181.670911,202.488258,149.341588,208.666502,230.12695,638.805203,285.677744,270.895136,257.040488,344.231939,188.088168,793.58144,620.935174,321.69052,206.701694,440.69287,277.738699,282.17494,274.664979,129.111759,241.62838,697.8640019999999,694.613303,590.367515,660.728533,499.713716,1065.236556,123.521162,1814.188617,189.90563,72.21757,141.87712,260.417506,482.34257500000007,323.967644,367.152123,186.706235,431.18792800000006,766.72056,443.655723,869.9079800000001,887.744417,261.527317,479.359454,383.642057,679.759354,347.128475,343.155216,98.152626,157.822779,1333.28431
MIMAT0003879,1,0.0,3.4271100000000003,3.290033,7.101412,9.522881,7.837877,8.633071,1.868324,4.894537,1.233233,15.227402,3.081138,15.824027,0.784427,1.155603,4.790329,8.369472,3.733191,7.0588180000000005,3.530366,11.291086,1.928386,2.641343,5.920838,3.759752,14.242521,1.798743,6.43825,7.227836,27.346379,4.842639,2.172903,3.067532,9.553598999999998,2.039568,13.588317,2.525054,15.570119,6.095576,0.855191,6.528423999999999,15.676201,5.726279,2.487812,6.54047,1.698513,16.195459,5.349987,3.679616,5.334154999999999,0.712764,12.668788,1.557414,6.413066000000001,15.146966,17.470568,3.221712,16.645533,1.421931,0.0,6.801618,21.912275,6.766475,1.764588,2.0793,0.683114,10.504374,11.034887,4.140915,11.287267,2.5178830000000003,6.770181,1.409104,4.7592490000000005,18.117217,3.493352,8.795026,6.039078,15.971134,2.39082,6.021287999999999,0.87037,1.134407,4.985304999999999,2.408653,13.079235,6.425467
MIMAT0003880,1,21.807031,3.4271100000000003,15.353488,13.188337,6.161863,8.957574000000001,2.354475,2.802486,8.810167,22.198189,5.76172,6.932558,7.768158000000001,3.922135,6.933617999999999,5.89579,7.173833,9.955177,7.843131,10.086762,5.645544,6.74935,10.565371,3.427854,6.579566,4.577952,9.713217,9.1975,4.015464,9.511784,9.147206,18.831832,8.180085,5.732158999999999,29.57373,4.291047000000001,8.904133999999999,5.4457070000000005,6.9663710000000005,0.855191,14.688955,2.799321,10.180053,8.430921,5.886423000000001,14.720445,0.368079,8.916645,11.958752,9.02703,0.0,7.239307,7.787067,5.247054,5.385586,3.408891,5.799081,10.403458,7.109656,5.779822,2.914979,4.837775,29.965819,4.41147,2.599124,4.781798,6.565234,9.064371,5.521221,6.019876,9.232238,9.374097,1.409104,4.759249,2.898755,8.151155,2.398644,13.285972,10.60583,3.5862300000000005,6.45138,8.703703,31.76339,6.647074,6.623797,8.71949,8.567287
MIMAT0003881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504338,0.627283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767,0.0,0.0,0.163211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003882,1,0.991229,6.854221000000001,0.0,0.507244,3.361016,0.0,3.139298,0.934162,0.978907,2.466466,1.646205,0.0,0.28771,38.43692,3.466809,0.0,2.989097,0.0,7.843131,1.008676,0.627283,1.928386,0.0,180.741382,4.69969,0.0,0.0,90.135498,71.475267,0.0,2.690355,0.0,2.045021,3.82144,220.273303,154.477708,0.265795,74.552496,0.0,2.565572,782.594831,0.0,44.537732,0.138212,1.308094,0.0,1.472314,13.672189,0.919904,0.82064,0.0,174.648303,5.191378,1.749018,1.0097969999999998,0.852222,9.020793,2.080691,0.0,0.825689,21.376512,7.683524999999999,154.662294,0.0,0.0,1.366228,403.105355,0.788206,0.0,1.128727,5.87506,2.083133,0.704552,0.95185,56.525714,0.0,51.171058,84.547089,5.864401,248.6453,1.290276,266.33337,0.0,23.264759,173.423038,0.0,12.493962
MIMAT0003883,0,0.0,1.14237,0.0,0.0,0.560169,0.0,0.784825,0.0,0.0,1.233233,0.823102,0.0,0.0,7.059843,1.155603,0.0,0.0,0.0,0.0,0.504338,0.0,0.0,0.0,9.348691,0.0,0.0,0.0,10.11725,0.803093,0.0,0.0,0.0,0.0,0.0,18.356109,5.7213970000000005,0.0,0.6903,0.0,0.855191,15.505008,0.0,5.72628,0.0,0.0,0.0,0.0,0.594443,0.0,0.0,0.0,9.954047,1.557413,0.0,0.0,0.0,1.288684,0.0,0.0,0.0,2.914979,0.56915,6.766476,0.0,0.0,0.0,19.695701,0.0,0.0,0.0,1.678588,0.0,0.0,0.0,10.145641,0.0,0.799548,18.117235,0.0,7.172460000000001,0.0,26.111113,0.0,1.661768,45.162251,0.0,1.427882
MIMAT0003884,0,0.0,0.0,2.193355,1.014488,0.0,0.0,0.784825,0.934162,4.894536,0.0,1.646205,1.540568,2.013968,0.784427,2.311206,0.368487,2.989097,0.0,0.0,0.504338,4.390979,1.928386,0.880448,0.623246,0.0,1.017322,0.719498,0.91975,1.606186,0.0,1.076142,0.0,2.045022,0.95536,3.059352,0.0,0.3986929999999999,2.991304,0.870796,0.0,0.816053,1.679593,0.0,0.0,0.654047,0.0,0.368079,0.0,1.839808,0.82064,0.712764,4.524567,2.595689,0.583006,0.673198,0.852223,0.0,0.416138,1.421932,0.0,0.0,2.561175,2.8999170000000003,3.529176,2.599124,1.366228,0.656523,1.576412,0.920204,1.504969,0.839294,0.0,0.704552,1.903699,0.724689,1.164451,1.599096,0.0,1.372517,0.0,1.290276,0.0,0.0,0.830884,1.204326,1.743898,2.855763
MIMAT0003885,1,25.771944,1.14237,21.933554,23.840454,6.161864,7.837878,7.063423,6.539134000000001,36.219574,19.731722,10.700336,17.716539,12.083804,16.472967,19.645252,3.316382,23.912775,14.932765,13.333322,17.651832,13.800218,38.567713,18.4894,9.348692,8.459442000000001,12.207874,10.792464,9.1975,12.046394,11.88973,10.76142,7.967313,34.765361,12.419679,40.791353,7.151748,7.575162000000001,13.422517,13.932742,4.2759540000000005,8.650163000000001,5.038779,5.090026,8.707345,12.426893,9.058736,1.472315,12.483303,27.59712,13.950866,4.276586,11.763875,21.803788,16.32417,9.761377,7.243893,9.665135,12.484149,22.039935,9.908266,13.603236,13.6596,42.53213,32.644879,18.713695,14.345392,13.786992,12.217196,6.441425,15.04969,11.750122,24.476807,18.318349,14.277747,16.667838,9.315607,40.776938,9.662526,5.864399,14.34492,7.741655999999999,13.055556,21.55373,23.26476,15.656246,26.158471,17.848519
MIMAT0003886,1,31.719316,51.406659000000005,40.577072,149.129648,42.572879,24.633328,18.835791,21.485728,20.557055,22.198188,47.739964,51.609047,36.539119,19.610673,56.624552,42.744477,13.152026,36.087515,25.098019,19.669184,43.282495,20.248049,41.381035,32.720422,14.09907,78.842528,67.27301200000001,21.15425,18.471136,26.157406,27.441618,41.28517,53.170551,64.00910999999999,52.008975,18.594538,21.928094,49.011361,20.028317,11.117478,35.416702,30.232674,59.17156,31.512293,30.740211,32.837915,15.459302,26.749935,36.796159,35.697802,10.691466,15.383529,36.339645,43.725455,22.21555,12.783343,43.170939,21.639192,27.016691,37.981685,44.696342,13.944175,47.365326,44.996995000000005,16.11457,53.965989,27.573981,37.045692,26.225792,14.673447,20.143066,46.870483,21.136555,32.362891000000005,28.987545,30.275718,113.535786,13.285972,42.049,21.517382,43.009199,72.240748,43.107457,35.728025,54.194697,29.646268,56.758288
MIMAT0003887,1,0.991229,10.281331000000002,1.096678,11.666604,2.800846,3.35909,1.569649,0.934162,2.936721,2.466465,9.465683,6.162274,3.164807,1.568854,6.933618,2.947895,1.195638,1.244397,0.0,1.513014,5.645545,2.892579,3.521791,2.181361,0.939938,6.612598,7.554723999999999,0.91975,7.227835999999999,1.188973,2.152284,3.621506,3.067532,9.553599,2.039568,4.291049,1.063181,5.675807,1.306194,1.710382,4.569897,1.679593,1.90876,1.243906,2.616188,1.132342,0.368079,0.594443,1.839808,10.668309,2.851057,0.904913,4.153103,4.664048,1.682995,0.426111,2.577369,1.248414,0.710966,5.779822,0.97166,1.70745,4.833196,2.646882,1.03965,0.0,3.93914,3.152824,1.380305,0.752484,2.517883,7.290963,1.409104,1.903699,2.898755,5.822253999999999,9.594573,3.623448,3.743235,1.19541,5.591196,9.574074,6.806442,2.492652,14.45192,1.743898,8.924258
MIMAT0003888,1,10.903516,41.125325,13.160132,51.23161400000001,7.842371,11.196967,7.848246,11.209944,30.346132,9.865861,21.400674,3.851421,10.932963,10.981978,10.400427,8.475197999999999,6.576014,4.977588,3.137252,10.086761,22.582171,3.856772,55.468195,7.167331,4.69969,34.080319,15.109448,10.11725,5.62165,4.755892,6.456852,18.831832,4.090042,36.303675000000005,6.118703,15.018666,3.189541,19.021623,2.612389,21.379766,9.303006,5.038779,13.36132,23.357795,15.043081,1.132342,2.576551,21.994391,5.519424,16.412782,4.989351,8.144219999999999,18.68896,12.243127,16.156762,5.539448,7.087766,46.607495,2.132898,4.954133,11.659916,20.204825,1.933278,5.293764,18.713693,18.444073,11.817421,16.55233,16.103557000000002,11.663511,26.018126,20.310542,9.863726,8.566648,23.190036,2.328902,4.797287,2.415632,25.578768,8.36787,38.278187,13.055556,1.134407,9.970612,12.043267,12.207287,11.066081
MIMAT0003945,0,0.0,1.14237,1.096678,0.0,0.0,1.119697,0.0,0.0,0.0,0.0,0.0,0.0,1.150839,0.0,0.0,1.105461,1.195638,1.244397,0.0,1.513014,0.0,0.0,0.0,0.311623,0.0,0.0,0.0,0.91975,1.606186,0.0,0.0,0.0,1.022511,0.0,1.019784,0.715175,0.132898,0.2301,0.435398,0.0,0.489633,0.0,0.0,0.552848,0.0,1.132342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583006,0.0,0.0,1.933026,0.832276,0.0,0.0,0.97166,0.56915,0.0,1.764588,0.519825,1.366228,0.656523,0.0,0.0,0.0,0.839294,1.041566,0.704552,0.0,0.0,0.0,1.599096,0.0,0.0,1.19541,0.430092,0.0,0.0,0.0,0.602163,1.743898,1.0709110000000002
MIMAT0003948,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411551,0.0,0.28771,0.0,0.0,0.0,0.0,0.0,0.0,1.008676,0.0,0.0,0.0,0.311623,0.0,0.508661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95536,1.019784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871949,0.0
MIMAT0004185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770284,0.28771,0.0,0.0,0.736974,0.597819,0.0,0.0,0.0,0.0,0.964193,0.0,0.0,0.939938,0.0,0.0,1.8395,0.803093,0.0,0.0,2.897204,2.045021,2.86608,1.019784,0.0,0.0,0.0767,3.047788,0.0,0.0,0.0,0.0,0.0,0.0,1.698513,0.0,0.0,3.679616,0.0,0.0,0.0,0.519138,0.0,0.0,0.426111,1.288685,0.0,0.710966,3.302755,0.0,0.0,0.966639,0.0,0.0,0.0,0.0,13.793609,0.0,0.0,0.839294,0.0,0.0,2.855549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87037,0.0,0.0,0.0,0.871949,0.35697
MIMAT0004284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411551,0.0,0.28771,0.0,0.0,0.368487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3835,0.0,0.0,0.0,0.0,0.0,0.138212,0.0,0.0,0.0,0.0,0.919904,0.0,0.0,0.0,0.0,0.583006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966639,0.0,0.0,0.0,0.656523,0.0,0.460102,0.376242,0.0,0.520783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004481,1,31.719315,158.789453,169.985032,68.477899,75.622876,111.96967,40.810881,26.156537,45.029743,28.364352,85.191142,30.811371,159.103408,65.107435,102.848676,49.37724,61.575394,206.569918,61.960735,84.224456,43.90978,22.176435,38.739692,48.613199,60.156029,48.322838,45.688089,80.937999,50.594851,19.023568,28.517759,31.144952,54.193063,49.678711,149.908221,29.322159,42.261417,34.898542,60.955749,80.387917,75.892932,67.18372000000001,54.717784,74.9108,47.745434,57.183267,32.758998,38.638795,54.274336000000005,37.33908,94.084909,177.363045,52.432916,61.215637,27.601137,36.645579000000005,40.593566,39.117003,111.62159,53.669773,44.696343,53.784675,234.893357,98.816931,33.26879,62.84647,31.513121,28.769526,40.949044,40.634164,107.429685,35.413254,36.636696,258.90312800000004,61.598534,47.742479,22.387339,93.001799,21.461209,23.908201,55.481868,44.388891,89.61813799999999,27.419182,43.957923,74.115669,96.025025
MIMAT0004482,1,43.61406,22.847403,24.126908,15.217311,53.2161,104.131793,41.595707,49.510592,12.725796,9.865861,82.31028299999998,26.189666,101.273777,58.83202000000001,54.313346,53.799082,16.141123,36.087516,23.529393,92.798203,46.418908,18.319663,39.620139,49.859691,39.477395,75.790561,32.017638,80.937998,56.216501,46.369947,12.913703,31.144953,19.427701000000003,27.705436,22.435244,35.043555000000005,75.08709999999999,22.933328,42.669026,28.22129,20.564537,34.71159,29.903907,71.040868,32.702352000000005,91.719694,30.918604,36.855467,51.514622,25.850133000000003,14.255289,27.147404,10.901894,37.895395,32.313527,23.010017,55.413442,41.613834,127.973793,22.293598,62.186216,32.441551000000004,39.632213,53.819936,62.378979,30.740121,36.765309,24.828495000000004,19.784369,19.188356,99.036741,32.809339,53.54594,13.325896,97.832965,10.480056,11.993217,91.793984,23.956701,14.344921,52.471223,29.592596,45.376272,37.389793,71.055273,62.780332,60.32799
MIMAT0004484,1,311.245788,728.8321669999999,1550.702148,971.371675,405.562706,731.161942,392.412317,413.833819,380.795008,173.885805,366.280767,706.350686,712.944374,608.715298,1358.989263,420.075016,349.126526,1372.570003,208.627287,963.790039,550.1267760000001,357.71551900000003,854.034123,856.028582,548.923772,494.418965,728.131414,1000.687975,1207.048585,191.424652,222.761369,1355.167636,465.242311,842.6273940000001,827.0446670000001,764.521621,194.827763,358.649658,578.208841,133.409731,1180.665486,270.974336,500.731373,310.838349,419.898204,665.250862,122.570175,221.727249,478.350061,486.638973,1055.604181,806.277927,211.808204,503.7172450000001,379.010749,212.6296,461.993465,683.2991619999999,400.984548,864.496207,599.513978,638.017171,1322.362621,502.907599,112.801985,550.5897,858.076057,691.2568620000001,318.390308,411.985272,806.561937,444.748813,1404.876343,2044.57322,428.290974,598.5276690000001,576.473947,541.101363,268.140367,480.55486,1162.538645,746.777886,1243.309837,312.41249700000003,870.1260130000001,694.071443,480.839079
